Ref,Val,Package,PosX,PosY,Rot,Side
"D25","S3M-13-F","D_SMC",286.861000,-159.827000,0.000000,top
"D26","S3M-13-F","D_SMC",286.861000,-185.412000,0.000000,top
"D27","S3M-13-F","D_SMC",286.861000,-210.977000,0.000000,top
"D28","S3M-13-F","D_SMC",286.861000,-236.556000,0.000000,top
"D29","S3M-13-F","D_SMC",311.422000,-159.827000,0.000000,top
"D30","S3M-13-F","D_SMC",311.422000,-185.412000,0.000000,top
"D31","S3M-13-F","D_SMC",311.422000,-210.977000,0.000000,top
"D32","S3M-13-F","D_SMC",311.422000,-236.556000,0.000000,top
"D33","1N4148W","D_SOD-123",352.108000,-166.520000,0.000000,top
"D34","1N4148W","D_SOD-123",351.912000,-170.842000,0.000000,top
"D36","B560C","D_SMC",269.002000,-65.508000,-90.000000,top
"D37","B560C","D_SMC",143.444000,-78.264000,-90.000000,top
"D38","M7","D_SMA",220.385000,-235.334000,0.000000,top
"D101","STPS20M100ST","TO220_Schottky_AKA_5772",352.540000,-53.350000,180.000000,top
"D102","STPS20M100ST","TO220_Schottky_AKA_5772",378.540000,-77.350000,180.000000,top
"D103","STPS20M100ST","TO220_Schottky_AKA_5772",347.460000,-32.650000,0.000000,top
"D104","STPS20M100ST","TO220_Schottky_AKA_5772",360.860000,-17.650000,0.000000,top
"D105","STPS20M100S","D2PAK_Schottky_AKA",290.000000,-114.000000,0.000000,top
"D106","STPS20M100S","D2PAK_Schottky_AKA",311.000000,-114.000000,180.000000,top
"D107","STPS20M100S","D2PAK_Schottky_AKA",290.000000,-128.000000,180.000000,top
"D108","STPS20M100S","D2PAK_Schottky_AKA",311.000000,-128.000000,0.000000,top
"D109","STPS20M100S","D2PAK_Schottky_AKA",281.000000,-12.000000,0.000000,top
"D110","STPS20M100S","D2PAK_Schottky_AKA",302.000000,-12.000000,180.000000,top
"D111","STPS20M100S","D2PAK_Schottky_AKA",281.000000,-26.000000,180.000000,top
"D112","STPS20M100S","D2PAK_Schottky_AKA",302.000000,-26.000000,0.000000,top
"D113","STPS20M100S","D2PAK_Schottky_AKA",17.000000,-40.000000,-90.000000,top
"D114","STPS20M100S","D2PAK_Schottky_AKA",30.400000,-40.000000,-90.000000,top
"D115","STPS20M100S","D2PAK_Schottky_AKA",17.000000,-19.000000,90.000000,top
"D116","STPS20M100S","D2PAK_Schottky_AKA",30.400000,-19.000000,90.000000,top
"F101","no fuse (clips only)","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",165.142000,-53.161000,-90.000000,top
"F102","no fuse (clips only)","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",180.483000,-53.161000,-90.000000,top
"F103","3A S.B.","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",196.494000,-53.161000,-90.000000,top
"F104","3A S.B.","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",211.834000,-53.161000,-90.000000,top
"F105","3A S.B.","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",227.343000,-53.161000,-90.000000,top
"F106","5A S.B.","Fuseholder_Clip-5x20mm_Keystone_3517_Inline_P23.11x6.76mm_D1.70mm_Horizontal",21.390000,-233.211000,0.000000,top
