 time            v(vout)         v(vinf)         v(en)           i(L1)          
 3.20540000e-02  9.81140563e+00  9.86219433e+00  1.39531822e+00  4.35097758e-01 
 3.20550000e-02  9.81113941e+00  9.86192673e+00  1.39528254e+00  4.35085952e-01 
 3.20560000e-02  9.81087319e+00  9.86165913e+00  1.39524687e+00  4.35074146e-01 
 3.20570000e-02  9.81060699e+00  9.86139155e+00  1.39521120e+00  4.35062341e-01 
 3.20580000e-02  9.81034079e+00  9.86112397e+00  1.39517553e+00  4.35050536e-01 
 3.20590000e-02  9.81007459e+00  9.86085640e+00  1.39513986e+00  4.35038731e-01 
 3.20600000e-02  9.80980841e+00  9.86058883e+00  1.39510419e+00  4.35026927e-01 
 3.20610000e-02  9.80954223e+00  9.86032128e+00  1.39506852e+00  4.35015123e-01 
 3.20620000e-02  9.80927609e+00  9.86005373e+00  1.39503285e+00  4.35003319e-01 
 3.20630000e-02  9.80900989e+00  9.85978618e+00  1.39499719e+00  4.34991516e-01 
 3.20640000e-02  9.80874373e+00  9.85951865e+00  1.39496152e+00  4.34979713e-01 
 3.20650000e-02  9.80847758e+00  9.85925112e+00  1.39492586e+00  4.34967910e-01 
 3.20660000e-02  9.80821144e+00  9.85898360e+00  1.39489019e+00  4.34956108e-01 
 3.20670000e-02  9.80794531e+00  9.85871609e+00  1.39485453e+00  4.34944306e-01 
 3.20680000e-02  9.80767918e+00  9.85844858e+00  1.39481887e+00  4.34932504e-01 
 3.20690000e-02  9.80741306e+00  9.85818108e+00  1.39478321e+00  4.34920702e-01 
 3.20700000e-02  9.80714694e+00  9.85791359e+00  1.39474755e+00  4.34908901e-01 
 3.20710000e-02  9.80688084e+00  9.85764611e+00  1.39471189e+00  4.34897100e-01 
 3.20720000e-02  9.80661474e+00  9.85737863e+00  1.39467623e+00  4.34885300e-01 
 3.20730000e-02  9.80634864e+00  9.85711116e+00  1.39464058e+00  4.34873500e-01 
 3.20740000e-02  9.80608256e+00  9.85684370e+00  1.39460492e+00  4.34861700e-01 
 3.20750000e-02  9.80581648e+00  9.85657624e+00  1.39456927e+00  4.34849900e-01 
 3.20760000e-02  9.80555041e+00  9.85630880e+00  1.39453361e+00  4.34838101e-01 
 3.20770000e-02  9.80528435e+00  9.85604135e+00  1.39449796e+00  4.34826302e-01 
 3.20780000e-02  9.80501829e+00  9.85577392e+00  1.39446231e+00  4.34814504e-01 
 3.20790000e-02  9.80475224e+00  9.85550650e+00  1.39442666e+00  4.34802706e-01 
 3.20800000e-02  9.80448620e+00  9.85523908e+00  1.39439101e+00  4.34790908e-01 
 3.20810000e-02  9.80422017e+00  9.85497167e+00  1.39435536e+00  4.34779110e-01 
 3.20820000e-02  9.80395414e+00  9.85470426e+00  1.39431971e+00  4.34767313e-01 
 3.20830000e-02  9.80368812e+00  9.85443686e+00  1.39428407e+00  4.34755516e-01 
 3.20840000e-02  9.80342212e+00  9.85416946e+00  1.39424842e+00  4.34743719e-01 
 3.20850000e-02  9.80315610e+00  9.85390209e+00  1.39421278e+00  4.34731923e-01 
 3.20860000e-02  9.80289010e+00  9.85363472e+00  1.39417713e+00  4.34720127e-01 
 3.20870000e-02  9.80262411e+00  9.85336735e+00  1.39414149e+00  4.34708331e-01 
 3.20880000e-02  9.80235813e+00  9.85309999e+00  1.39410585e+00  4.34696536e-01 
 3.20890000e-02  9.80209217e+00  9.85283264e+00  1.39407020e+00  4.34684741e-01 
 3.20900000e-02  9.80182618e+00  9.85256529e+00  1.39403457e+00  4.34672946e-01 
 3.20910000e-02  9.80156022e+00  9.85229795e+00  1.39399893e+00  4.34661152e-01 
 3.20920000e-02  9.80129426e+00  9.85203062e+00  1.39396329e+00  4.34649357e-01 
 3.20930000e-02  9.80102832e+00  9.85176329e+00  1.39392765e+00  4.34637564e-01 
 3.20940000e-02  9.80076237e+00  9.85149597e+00  1.39389202e+00  4.34625770e-01 
 3.20950000e-02  9.80049644e+00  9.85122867e+00  1.39385638e+00  4.34613977e-01 
 3.20960000e-02  9.80023051e+00  9.85096136e+00  1.39382075e+00  4.34602184e-01 
 3.20970000e-02  9.79996460e+00  9.85069407e+00  1.39378511e+00  4.34590392e-01 
 3.20980000e-02  9.79969868e+00  9.85042678e+00  1.39374948e+00  4.34578600e-01 
 3.20990000e-02  9.79943278e+00  9.85015950e+00  1.39371385e+00  4.34566808e-01 
 3.21000000e-02  9.79916688e+00  9.84989222e+00  1.39367822e+00  4.34555016e-01 
 3.21010000e-02  9.79890099e+00  9.84962496e+00  1.39364259e+00  4.34543225e-01 
 3.21020000e-02  9.79863511e+00  9.84935770e+00  1.39360696e+00  4.34531434e-01 
 3.21030000e-02  9.79836923e+00  9.84909045e+00  1.39357133e+00  4.34519644e-01 
 3.21040000e-02  9.79810336e+00  9.84882320e+00  1.39353571e+00  4.34507853e-01 
 3.21050000e-02  9.79783750e+00  9.84855596e+00  1.39350008e+00  4.34496064e-01 
 3.21060000e-02  9.79757165e+00  9.84828873e+00  1.39346446e+00  4.34484274e-01 
 3.21070000e-02  9.79730580e+00  9.84802151e+00  1.39342883e+00  4.34472485e-01 
 3.21080000e-02  9.79703996e+00  9.84775430e+00  1.39339321e+00  4.34460696e-01 
 3.21090000e-02  9.79677413e+00  9.84748709e+00  1.39335759e+00  4.34448907e-01 
 3.21100000e-02  9.79650831e+00  9.84721989e+00  1.39332197e+00  4.34437119e-01 
 3.21110000e-02  9.79624249e+00  9.84695269e+00  1.39328635e+00  4.34425331e-01 
 3.21120000e-02  9.79597668e+00  9.84668550e+00  1.39325073e+00  4.34413543e-01 
 3.21130000e-02  9.79571087e+00  9.84641832e+00  1.39321511e+00  4.34401756e-01 
 3.21140000e-02  9.79544508e+00  9.84615115e+00  1.39317950e+00  4.34389969e-01 
 3.21150000e-02  9.79517929e+00  9.84588399e+00  1.39314388e+00  4.34378182e-01 
 3.21160000e-02  9.79491351e+00  9.84561683e+00  1.39310826e+00  4.34366396e-01 
 3.21170000e-02  9.79464773e+00  9.84534968e+00  1.39307265e+00  4.34354609e-01 
 3.21180000e-02  9.79438196e+00  9.84508254e+00  1.39303704e+00  4.34342824e-01 
 3.21190000e-02  9.79411620e+00  9.84481540e+00  1.39300143e+00  4.34331038e-01 
 3.21200000e-02  9.79385045e+00  9.84454827e+00  1.39296582e+00  4.34319253e-01 
 3.21210000e-02  9.79358470e+00  9.84428115e+00  1.39293021e+00  4.34307468e-01 
 3.21220000e-02  9.79331897e+00  9.84401404e+00  1.39289460e+00  4.34295684e-01 
 3.21230000e-02  9.79305323e+00  9.84374693e+00  1.39285899e+00  4.34283900e-01 
 3.21240000e-02  9.79278751e+00  9.84347983e+00  1.39282338e+00  4.34272116e-01 
 3.21250000e-02  9.79252179e+00  9.84321274e+00  1.39278777e+00  4.34260332e-01 
 3.21260000e-02  9.79225608e+00  9.84294565e+00  1.39275217e+00  4.34248549e-01 
 3.21270000e-02  9.79199038e+00  9.84267857e+00  1.39271656e+00  4.34236766e-01 
 3.21280000e-02  9.79172468e+00  9.84241150e+00  1.39268096e+00  4.34224984e-01 
 3.21290000e-02  9.79145900e+00  9.84214444e+00  1.39264536e+00  4.34213201e-01 
 3.21300000e-02  9.79119332e+00  9.84187738e+00  1.39260976e+00  4.34201419e-01 
 3.21310000e-02  9.79092764e+00  9.84161033e+00  1.39257416e+00  4.34189638e-01 
 3.21320000e-02  9.79066198e+00  9.84134329e+00  1.39253856e+00  4.34177857e-01 
 3.21330000e-02  9.79039629e+00  9.84107620e+00  1.39250297e+00  4.34166074e-01 
 3.21340000e-02  9.79013066e+00  9.84080923e+00  1.39246736e+00  4.34154295e-01 
 3.21350000e-02  9.78986502e+00  9.84054221e+00  1.39243177e+00  4.34142515e-01 
 3.21360000e-02  9.78959938e+00  9.84027520e+00  1.39239617e+00  4.34130735e-01 
 3.21370000e-02  9.78933375e+00  9.84000819e+00  1.39236058e+00  4.34118955e-01 
 3.21380000e-02  9.78906813e+00  9.83974120e+00  1.39232498e+00  4.34107176e-01 
 3.21390000e-02  9.78880251e+00  9.83947420e+00  1.39228939e+00  4.34095396e-01 
 3.21400000e-02  9.78853690e+00  9.83920722e+00  1.39225380e+00  4.34083618e-01 
 3.21410000e-02  9.78827130e+00  9.83894024e+00  1.39221821e+00  4.34071839e-01 
 3.21420000e-02  9.78800571e+00  9.83867327e+00  1.39218262e+00  4.34060061e-01 
 3.21430000e-02  9.78774012e+00  9.83840631e+00  1.39214703e+00  4.34048283e-01 
 3.21440000e-02  9.78747454e+00  9.83813936e+00  1.39211144e+00  4.34036506e-01 
 3.21450000e-02  9.78720897e+00  9.83787241e+00  1.39207585e+00  4.34024729e-01 
 3.21460000e-02  9.78694340e+00  9.83760547e+00  1.39204027e+00  4.34012952e-01 
 3.21470000e-02  9.78667784e+00  9.83733853e+00  1.39200468e+00  4.34001176e-01 
 3.21480000e-02  9.78641229e+00  9.83707161e+00  1.39196910e+00  4.33989399e-01 
 3.21490000e-02  9.78614675e+00  9.83680469e+00  1.39193352e+00  4.33977624e-01 
 3.21500000e-02  9.78588121e+00  9.83653778e+00  1.39189793e+00  4.33965848e-01 
 3.21510000e-02  9.78561568e+00  9.83627087e+00  1.39186235e+00  4.33954073e-01 
 3.21520000e-02  9.78535016e+00  9.83600398e+00  1.39182677e+00  4.33942298e-01 
 3.21530000e-02  9.78508464e+00  9.83573709e+00  1.39179119e+00  4.33930523e-01 
 3.21540000e-02  9.78481913e+00  9.83547020e+00  1.39175562e+00  4.33918749e-01 
 3.21550000e-02  9.78455363e+00  9.83520333e+00  1.39172004e+00  4.33906975e-01 
 3.21560000e-02  9.78428814e+00  9.83493646e+00  1.39168446e+00  4.33895201e-01 
 3.21570000e-02  9.78402265e+00  9.83466960e+00  1.39164889e+00  4.33883428e-01 
 3.21580000e-02  9.78375717e+00  9.83440275e+00  1.39161331e+00  4.33871655e-01 
 3.21590000e-02  9.78349170e+00  9.83413590e+00  1.39157774e+00  4.33859883e-01 
 3.21600000e-02  9.78322624e+00  9.83386906e+00  1.39154217e+00  4.33848110e-01 
 3.21610000e-02  9.78296078e+00  9.83360223e+00  1.39150659e+00  4.33836338e-01 
 3.21620000e-02  9.78269533e+00  9.83333541e+00  1.39147102e+00  4.33824566e-01 
 3.21630000e-02  9.78242989e+00  9.83306859e+00  1.39143546e+00  4.33812795e-01 
 3.21640000e-02  9.78216445e+00  9.83280178e+00  1.39139989e+00  4.33801024e-01 
 3.21650000e-02  9.78189902e+00  9.83253498e+00  1.39136432e+00  4.33789253e-01 
 3.21660000e-02  9.78163360e+00  9.83226818e+00  1.39132875e+00  4.33777483e-01 
 3.21670000e-02  9.78136819e+00  9.83200139e+00  1.39129319e+00  4.33765713e-01 
 3.21680000e-02  9.78110278e+00  9.83173461e+00  1.39125762e+00  4.33753943e-01 
 3.21690000e-02  9.78083738e+00  9.83146784e+00  1.39122206e+00  4.33742174e-01 
 3.21700000e-02  9.78057198e+00  9.83120107e+00  1.39118650e+00  4.33730404e-01 
 3.21710000e-02  9.78030660e+00  9.83093431e+00  1.39115093e+00  4.33718636e-01 
 3.21720000e-02  9.78004122e+00  9.83066756e+00  1.39111537e+00  4.33706867e-01 
 3.21730000e-02  9.77977585e+00  9.83040081e+00  1.39107981e+00  4.33695099e-01 
 3.21740000e-02  9.77951049e+00  9.83013408e+00  1.39104425e+00  4.33683331e-01 
 3.21750000e-02  9.77924513e+00  9.82986735e+00  1.39100870e+00  4.33671563e-01 
 3.21760000e-02  9.77897978e+00  9.82960062e+00  1.39097314e+00  4.33659796e-01 
 3.21770000e-02  9.77871444e+00  9.82933391e+00  1.39093758e+00  4.33648029e-01 
 3.21780000e-02  9.77844910e+00  9.82906720e+00  1.39090203e+00  4.33636263e-01 
 3.21790000e-02  9.77818377e+00  9.82880050e+00  1.39086647e+00  4.33624496e-01 
 3.21800000e-02  9.77791845e+00  9.82853380e+00  1.39083092e+00  4.33612730e-01 
 3.21810000e-02  9.77765314e+00  9.82826712e+00  1.39079537e+00  4.33600965e-01 
 3.21820000e-02  9.77738783e+00  9.82800044e+00  1.39075982e+00  4.33589199e-01 
 3.21830000e-02  9.77712253e+00  9.82773376e+00  1.39072427e+00  4.33577434e-01 
 3.21840000e-02  9.77685724e+00  9.82746710e+00  1.39068872e+00  4.33565670e-01 
 3.21850000e-02  9.77659196e+00  9.82720044e+00  1.39065317e+00  4.33553905e-01 
 3.21860000e-02  9.77632668e+00  9.82693379e+00  1.39061762e+00  4.33542141e-01 
 3.21870000e-02  9.77606141e+00  9.82666714e+00  1.39058208e+00  4.33530378e-01 
 3.21880000e-02  9.77579615e+00  9.82640051e+00  1.39054653e+00  4.33518614e-01 
 3.21890000e-02  9.77553089e+00  9.82613388e+00  1.39051099e+00  4.33506851e-01 
 3.21900000e-02  9.77526564e+00  9.82586726e+00  1.39047544e+00  4.33495088e-01 
 3.21910000e-02  9.77500040e+00  9.82560064e+00  1.39043990e+00  4.33483326e-01 
 3.21920000e-02  9.77473517e+00  9.82533404e+00  1.39040436e+00  4.33471564e-01 
 3.21930000e-02  9.77446994e+00  9.82506744e+00  1.39036882e+00  4.33459802e-01 
 3.21940000e-02  9.77420472e+00  9.82480084e+00  1.39033328e+00  4.33448041e-01 
 3.21950000e-02  9.77393951e+00  9.82453426e+00  1.39029774e+00  4.33436279e-01 
 3.21960000e-02  9.77367430e+00  9.82426768e+00  1.39026220e+00  4.33424519e-01 
 3.21970000e-02  9.77340910e+00  9.82400111e+00  1.39022667e+00  4.33412758e-01 
 3.21980000e-02  9.77314391e+00  9.82373454e+00  1.39019113e+00  4.33400998e-01 
 3.21990000e-02  9.77287873e+00  9.82346799e+00  1.39015560e+00  4.33389238e-01 
 3.22000000e-02  9.77261355e+00  9.82320144e+00  1.39012006e+00  4.33377478e-01 
 3.22010000e-02  9.77234838e+00  9.82293490e+00  1.39008453e+00  4.33365719e-01 
 3.22020000e-02  9.77208322e+00  9.82266836e+00  1.39004900e+00  4.33353960e-01 
 3.22030000e-02  9.77181806e+00  9.82240183e+00  1.39001347e+00  4.33342202e-01 
 3.22040000e-02  9.77155290e+00  9.82213523e+00  1.38997794e+00  4.33330440e-01 
 3.22050000e-02  9.77128777e+00  9.82186880e+00  1.38994241e+00  4.33318685e-01 
 3.22060000e-02  9.77102264e+00  9.82160229e+00  1.38990688e+00  4.33306928e-01 
 3.22070000e-02  9.77075751e+00  9.82133579e+00  1.38987135e+00  4.33295170e-01 
 3.22080000e-02  9.77049239e+00  9.82106930e+00  1.38983583e+00  4.33283413e-01 
 3.22090000e-02  9.77022729e+00  9.82080285e+00  1.38980031e+00  4.33271657e-01 
 3.22100000e-02  9.76996218e+00  9.82053634e+00  1.38976478e+00  4.33259900e-01 
 3.22110000e-02  9.76969708e+00  9.82026987e+00  1.38972925e+00  4.33248144e-01 
 3.22120000e-02  9.76943199e+00  9.82000341e+00  1.38969373e+00  4.33236388e-01 
 3.22130000e-02  9.76916691e+00  9.81973695e+00  1.38965821e+00  4.33224633e-01 
 3.22140000e-02  9.76890183e+00  9.81947050e+00  1.38962269e+00  4.33212878e-01 
 3.22150000e-02  9.76863676e+00  9.81920406e+00  1.38958717e+00  4.33201123e-01 
 3.22160000e-02  9.76837170e+00  9.81893763e+00  1.38955165e+00  4.33189369e-01 
 3.22170000e-02  9.76810664e+00  9.81867120e+00  1.38951614e+00  4.33177614e-01 
 3.22180000e-02  9.76784160e+00  9.81840478e+00  1.38948062e+00  4.33165861e-01 
 3.22190000e-02  9.76757656e+00  9.81813837e+00  1.38944510e+00  4.33154107e-01 
 3.22200000e-02  9.76731152e+00  9.81787197e+00  1.38940959e+00  4.33142354e-01 
 3.22210000e-02  9.76704650e+00  9.81760557e+00  1.38937408e+00  4.33130601e-01 
 3.22220000e-02  9.76678148e+00  9.81733918e+00  1.38933856e+00  4.33118849e-01 
 3.22230000e-02  9.76651647e+00  9.81707280e+00  1.38930305e+00  4.33107096e-01 
 3.22240000e-02  9.76625146e+00  9.81680642e+00  1.38926754e+00  4.33095344e-01 
 3.22250000e-02  9.76598647e+00  9.81654005e+00  1.38923203e+00  4.33083593e-01 
 3.22260000e-02  9.76572148e+00  9.81627369e+00  1.38919652e+00  4.33071842e-01 
 3.22270000e-02  9.76545649e+00  9.81600733e+00  1.38916101e+00  4.33060091e-01 
 3.22280000e-02  9.76519152e+00  9.81574099e+00  1.38912551e+00  4.33048340e-01 
 3.22290000e-02  9.76492655e+00  9.81547465e+00  1.38909000e+00  4.33036590e-01 
 3.22300000e-02  9.76466159e+00  9.81520831e+00  1.38905450e+00  4.33024840e-01 
 3.22310000e-02  9.76439663e+00  9.81494199e+00  1.38901899e+00  4.33013090e-01 
 3.22320000e-02  9.76413169e+00  9.81467567e+00  1.38898349e+00  4.33001341e-01 
 3.22330000e-02  9.76386675e+00  9.81440936e+00  1.38894799e+00  4.32989592e-01 
 3.22340000e-02  9.76360182e+00  9.81414306e+00  1.38891249e+00  4.32977843e-01 
 3.22350000e-02  9.76333689e+00  9.81387676e+00  1.38887699e+00  4.32966094e-01 
 3.22360000e-02  9.76307197e+00  9.81361047e+00  1.38884149e+00  4.32954346e-01 
 3.22370000e-02  9.76280706e+00  9.81334419e+00  1.38880599e+00  4.32942599e-01 
 3.22380000e-02  9.76254216e+00  9.81307791e+00  1.38877049e+00  4.32930851e-01 
 3.22390000e-02  9.76227726e+00  9.81281165e+00  1.38873500e+00  4.32919104e-01 
 3.22400000e-02  9.76201237e+00  9.81254539e+00  1.38869950e+00  4.32907357e-01 
 3.22410000e-02  9.76174749e+00  9.81227914e+00  1.38866401e+00  4.32895611e-01 
 3.22420000e-02  9.76148262e+00  9.81201289e+00  1.38862851e+00  4.32883864e-01 
 3.22430000e-02  9.76121775e+00  9.81174665e+00  1.38859302e+00  4.32872119e-01 
 3.22440000e-02  9.76095289e+00  9.81148042e+00  1.38855753e+00  4.32860373e-01 
 3.22450000e-02  9.76068804e+00  9.81121419e+00  1.38852204e+00  4.32848628e-01 
 3.22460000e-02  9.76042319e+00  9.81094798e+00  1.38848655e+00  4.32836883e-01 
 3.22470000e-02  9.76015835e+00  9.81068177e+00  1.38845106e+00  4.32825138e-01 
 3.22480000e-02  9.75989352e+00  9.81041556e+00  1.38841557e+00  4.32813394e-01 
 3.22490000e-02  9.75962869e+00  9.81014937e+00  1.38838009e+00  4.32801650e-01 
 3.22500000e-02  9.75936388e+00  9.80988318e+00  1.38834460e+00  4.32789907e-01 
 3.22510000e-02  9.75909907e+00  9.80961700e+00  1.38830912e+00  4.32778163e-01 
 3.22520000e-02  9.75883426e+00  9.80935083e+00  1.38827363e+00  4.32766420e-01 
 3.22530000e-02  9.75856947e+00  9.80908466e+00  1.38823815e+00  4.32754677e-01 
 3.22540000e-02  9.75830468e+00  9.80881850e+00  1.38820267e+00  4.32742935e-01 
 3.22550000e-02  9.75803990e+00  9.80855235e+00  1.38816719e+00  4.32731193e-01 
 3.22560000e-02  9.75777512e+00  9.80828620e+00  1.38813171e+00  4.32719451e-01 
 3.22570000e-02  9.75751036e+00  9.80802006e+00  1.38809623e+00  4.32707710e-01 
 3.22580000e-02  9.75724560e+00  9.80775393e+00  1.38806075e+00  4.32695969e-01 
 3.22590000e-02  9.75698084e+00  9.80748781e+00  1.38802527e+00  4.32684228e-01 
 3.22600000e-02  9.75671610e+00  9.80722170e+00  1.38798980e+00  4.32672488e-01 
 3.22610000e-02  9.75645136e+00  9.80695559e+00  1.38795432e+00  4.32660748e-01 
 3.22620000e-02  9.75618663e+00  9.80668949e+00  1.38791885e+00  4.32649008e-01 
 3.22630000e-02  9.75592190e+00  9.80642339e+00  1.38788338e+00  4.32637268e-01 
 3.22640000e-02  9.75565719e+00  9.80615730e+00  1.38784790e+00  4.32625529e-01 
 3.22650000e-02  9.75539248e+00  9.80589122e+00  1.38781243e+00  4.32613790e-01 
 3.22660000e-02  9.75512778e+00  9.80562515e+00  1.38777696e+00  4.32602052e-01 
 3.22670000e-02  9.75486308e+00  9.80535909e+00  1.38774149e+00  4.32590314e-01 
 3.22680000e-02  9.75459840e+00  9.80509303e+00  1.38770602e+00  4.32578576e-01 
 3.22690000e-02  9.75433371e+00  9.80482698e+00  1.38767056e+00  4.32566838e-01 
 3.22700000e-02  9.75406904e+00  9.80456093e+00  1.38763509e+00  4.32555101e-01 
 3.22710000e-02  9.75380437e+00  9.80429490e+00  1.38759963e+00  4.32543364e-01 
 3.22720000e-02  9.75353971e+00  9.80402887e+00  1.38756416e+00  4.32531627e-01 
 3.22730000e-02  9.75327506e+00  9.80376284e+00  1.38752870e+00  4.32519891e-01 
 3.22740000e-02  9.75301042e+00  9.80349683e+00  1.38749324e+00  4.32508155e-01 
 3.22750000e-02  9.75274578e+00  9.80323083e+00  1.38745777e+00  4.32496419e-01 
 3.22760000e-02  9.75248115e+00  9.80296482e+00  1.38742231e+00  4.32484684e-01 
 3.22770000e-02  9.75221653e+00  9.80269883e+00  1.38738685e+00  4.32472949e-01 
 3.22780000e-02  9.75195191e+00  9.80243284e+00  1.38735139e+00  4.32461214e-01 
 3.22790000e-02  9.75168730e+00  9.80216686e+00  1.38731594e+00  4.32449480e-01 
 3.22800000e-02  9.75142270e+00  9.80190089e+00  1.38728048e+00  4.32437746e-01 
 3.22810000e-02  9.75115810e+00  9.80163493e+00  1.38724502e+00  4.32426012e-01 
 3.22820000e-02  9.75089352e+00  9.80136897e+00  1.38720957e+00  4.32414279e-01 
 3.22830000e-02  9.75062894e+00  9.80110302e+00  1.38717412e+00  4.32402546e-01 
 3.22840000e-02  9.75036436e+00  9.80083708e+00  1.38713866e+00  4.32390813e-01 
 3.22850000e-02  9.75009980e+00  9.80057114e+00  1.38710321e+00  4.32379080e-01 
 3.22860000e-02  9.74983524e+00  9.80030522e+00  1.38706776e+00  4.32367348e-01 
 3.22870000e-02  9.74957069e+00  9.80003929e+00  1.38703231e+00  4.32355616e-01 
 3.22880000e-02  9.74930614e+00  9.79977338e+00  1.38699686e+00  4.32343885e-01 
 3.22890000e-02  9.74904160e+00  9.79950747e+00  1.38696141e+00  4.32332154e-01 
 3.22900000e-02  9.74877708e+00  9.79924158e+00  1.38692597e+00  4.32320423e-01 
 3.22910000e-02  9.74851255e+00  9.79897568e+00  1.38689052e+00  4.32308692e-01 
 3.22920000e-02  9.74824804e+00  9.79870980e+00  1.38685507e+00  4.32296962e-01 
 3.22930000e-02  9.74798353e+00  9.79844392e+00  1.38681963e+00  4.32285232e-01 
 3.22940000e-02  9.74771903e+00  9.79817805e+00  1.38678419e+00  4.32273502e-01 
 3.22950000e-02  9.74745453e+00  9.79791218e+00  1.38674874e+00  4.32261773e-01 
 3.22960000e-02  9.74719005e+00  9.79764633e+00  1.38671330e+00  4.32250044e-01 
 3.22970000e-02  9.74692557e+00  9.79738048e+00  1.38667786e+00  4.32238315e-01 
 3.22980000e-02  9.74666109e+00  9.79711464e+00  1.38664242e+00  4.32226587e-01 
 3.22990000e-02  9.74639663e+00  9.79684881e+00  1.38660698e+00  4.32214859e-01 
 3.23000000e-02  9.74613217e+00  9.79658298e+00  1.38657155e+00  4.32203131e-01 
 3.23010000e-02  9.74586772e+00  9.79631716e+00  1.38653611e+00  4.32191404e-01 
 3.23020000e-02  9.74560328e+00  9.79605135e+00  1.38650068e+00  4.32179677e-01 
 3.23030000e-02  9.74533884e+00  9.79578554e+00  1.38646524e+00  4.32167950e-01 
 3.23040000e-02  9.74507441e+00  9.79551974e+00  1.38642981e+00  4.32156224e-01 
 3.23050000e-02  9.74480999e+00  9.79525395e+00  1.38639437e+00  4.32144498e-01 
 3.23060000e-02  9.74454557e+00  9.79498817e+00  1.38635894e+00  4.32132772e-01 
 3.23070000e-02  9.74428116e+00  9.79472239e+00  1.38632351e+00  4.32121046e-01 
 3.23080000e-02  9.74401676e+00  9.79445662e+00  1.38628808e+00  4.32109321e-01 
 3.23090000e-02  9.74375237e+00  9.79419086e+00  1.38625265e+00  4.32097596e-01 
 3.23100000e-02  9.74348798e+00  9.79392510e+00  1.38621723e+00  4.32085872e-01 
 3.23110000e-02  9.74322360e+00  9.79365935e+00  1.38618180e+00  4.32074148e-01 
 3.23120000e-02  9.74295923e+00  9.79339362e+00  1.38614637e+00  4.32062424e-01 
 3.23130000e-02  9.74269486e+00  9.79312788e+00  1.38611095e+00  4.32050700e-01 
 3.23140000e-02  9.74243051e+00  9.79286215e+00  1.38607552e+00  4.32038977e-01 
 3.23150000e-02  9.74216616e+00  9.79259643e+00  1.38604010e+00  4.32027254e-01 
 3.23160000e-02  9.74190181e+00  9.79233072e+00  1.38600468e+00  4.32015531e-01 
 3.23170000e-02  9.74163748e+00  9.79206502e+00  1.38596926e+00  4.32003809e-01 
 3.23180000e-02  9.74137315e+00  9.79179932e+00  1.38593384e+00  4.31992087e-01 
 3.23190000e-02  9.74110882e+00  9.79153363e+00  1.38589842e+00  4.31980365e-01 
 3.23200000e-02  9.74084451e+00  9.79126795e+00  1.38586300e+00  4.31968644e-01 
 3.23210000e-02  9.74058020e+00  9.79100227e+00  1.38582758e+00  4.31956923e-01 
 3.23220000e-02  9.74031590e+00  9.79073660e+00  1.38579217e+00  4.31945202e-01 
 3.23230000e-02  9.74005161e+00  9.79047094e+00  1.38575675e+00  4.31933482e-01 
 3.23240000e-02  9.73978733e+00  9.79020529e+00  1.38572134e+00  4.31921762e-01 
 3.23250000e-02  9.73952304e+00  9.78993964e+00  1.38568592e+00  4.31910042e-01 
 3.23260000e-02  9.73925877e+00  9.78967400e+00  1.38565051e+00  4.31898323e-01 
 3.23270000e-02  9.73899451e+00  9.78940837e+00  1.38561510e+00  4.31886603e-01 
 3.23280000e-02  9.73873025e+00  9.78914274e+00  1.38557969e+00  4.31874885e-01 
 3.23290000e-02  9.73846600e+00  9.78887712e+00  1.38554428e+00  4.31863166e-01 
 3.23300000e-02  9.73820176e+00  9.78861151e+00  1.38550887e+00  4.31851448e-01 
 3.23310000e-02  9.73793752e+00  9.78834591e+00  1.38547346e+00  4.31839730e-01 
 3.23320000e-02  9.73767329e+00  9.78808031e+00  1.38543805e+00  4.31828013e-01 
 3.23330000e-02  9.73740907e+00  9.78781472e+00  1.38540265e+00  4.31816295e-01 
 3.23340000e-02  9.73714486e+00  9.78754914e+00  1.38536724e+00  4.31804579e-01 
 3.23350000e-02  9.73688065e+00  9.78728357e+00  1.38533184e+00  4.31792862e-01 
 3.23360000e-02  9.73661645e+00  9.78701800e+00  1.38529644e+00  4.31781146e-01 
 3.23370000e-02  9.73635226e+00  9.78675244e+00  1.38526104e+00  4.31769430e-01 
 3.23380000e-02  9.73608807e+00  9.78648689e+00  1.38522563e+00  4.31757714e-01 
 3.23390000e-02  9.73582389e+00  9.78622134e+00  1.38519023e+00  4.31745999e-01 
 3.23400000e-02  9.73555972e+00  9.78595580e+00  1.38515484e+00  4.31734284e-01 
 3.23410000e-02  9.73529555e+00  9.78569027e+00  1.38511944e+00  4.31722569e-01 
 3.23420000e-02  9.73503140e+00  9.78542474e+00  1.38508404e+00  4.31710855e-01 
 3.23430000e-02  9.73476725e+00  9.78515923e+00  1.38504864e+00  4.31699141e-01 
 3.23440000e-02  9.73450311e+00  9.78489372e+00  1.38501325e+00  4.31687427e-01 
 3.23450000e-02  9.73423897e+00  9.78462821e+00  1.38497785e+00  4.31675714e-01 
 3.23460000e-02  9.73397517e+00  9.78436226e+00  1.38494249e+00  4.31663997e-01 
 3.23470000e-02  9.73371072e+00  9.78409723e+00  1.38490707e+00  4.31652288e-01 
 3.23480000e-02  9.73344661e+00  9.78383175e+00  1.38487168e+00  4.31640575e-01 
 3.23490000e-02  9.73318250e+00  9.78356628e+00  1.38483629e+00  4.31628863e-01 
 3.23500000e-02  9.73291840e+00  9.78330081e+00  1.38480090e+00  4.31617152e-01 
