 time            v(vout)         v(vinf)         v(en)           i(L1)          
 0.00000000e+00  5.10499956e+00 -3.66748881e-07  4.12063282e-05 -6.03707454e-07 
 6.62200000e-03  5.11127467e+00  8.98243876e+00  1.90051310e+00  8.24446156e-01 
 6.62300000e-03  5.11189859e+00  8.96849644e+00  1.89791841e+00  1.05875862e+00 
 6.62400000e-03  5.11576832e+00  8.97190896e+00  1.89836350e+00  1.05808778e+00 
 6.62500000e-03  5.10870795e+00  8.97743315e+00  1.89970176e+00  8.82372855e-01 
 6.62600000e-03  5.11623878e+00  8.95811375e+00  1.89584651e+00  1.25540578e+00 
 6.62700000e-03  5.10964676e+00  8.98459972e+00  1.90095619e+00  7.49037343e-01 
 6.62800000e-03  5.11308786e+00  8.96534715e+00  1.89729009e+00  1.11284435e+00 
 6.62900000e-03  5.11450410e+00  8.97537314e+00  1.89907274e+00  9.82492390e-01 
 6.63000000e-03  5.10956400e+00  8.97426551e+00  1.89906961e+00  9.36179541e-01 
 6.63100000e-03  5.11714734e+00  8.96075371e+00  1.89609342e+00  1.22291096e+00 
 6.63200000e-03  5.10836219e+00  8.98289388e+00  1.90078887e+00  7.64201841e-01 
 6.63300000e-03  5.11367476e+00  8.96349003e+00  1.89691901e+00  1.13933617e+00 
 6.63400000e-03  5.11311291e+00  8.97782268e+00  1.89957476e+00  9.12880463e-01 
 6.63500000e-03  5.11062689e+00  8.97093415e+00  1.89840476e+00  9.93052361e-01 
 6.63600000e-03  5.11694276e+00  8.96563387e+00  1.89708635e+00  1.14776467e+00 
 6.63700000e-03  5.10776543e+00  8.98100596e+00  1.90041308e+00  7.88248921e-01 
 6.63800000e-03  5.11416854e+00  8.96180767e+00  1.89658291e+00  1.16292122e+00 
 6.63900000e-03  5.11175290e+00  8.97988675e+00  1.89999805e+00  8.48432209e-01 
 6.64000000e-03  5.11125678e+00  8.96863775e+00  1.89794598e+00  1.02797849e+00 
 6.64100000e-03  5.11616501e+00  8.96880562e+00  1.89773585e+00  1.08760748e+00 
 6.64200000e-03  5.10881168e+00  8.97629153e+00  1.89947447e+00  8.81263886e-01 
 6.64300000e-03  5.11623104e+00  8.95692718e+00  1.89561001e+00  1.25418778e+00 
 6.64400000e-03  5.11004154e+00  8.98284720e+00  1.90060441e+00  7.65918089e-01 
 6.64500000e-03  5.11272002e+00  8.96499153e+00  1.89721925e+00  1.09484489e+00 
 6.64600000e-03  5.11481076e+00  8.97320736e+00  1.89863657e+00  9.99513016e-01 
 6.64700000e-03  5.10897362e+00  8.97447548e+00  1.89911089e+00  9.04115646e-01 
 6.64800000e-03  5.11670930e+00  8.95739636e+00  1.89548053e+00  1.24612761e+00 
 6.64900000e-03  5.10866361e+00  8.98184952e+00  1.90057532e+00  7.60293829e-01 
 6.65000000e-03  5.11357691e+00  8.96242649e+00  1.89670698e+00  1.13538343e+00 
 6.65100000e-03  5.11348544e+00  8.97583765e+00  1.89917550e+00  9.31409851e-01 
 6.65200000e-03  5.11042893e+00  8.97024129e+00  1.89826685e+00  9.82566126e-01 
 6.65300000e-03  5.11706441e+00  8.96336584e+00  1.89662931e+00  1.16319988e+00 
 6.65400000e-03  5.10803031e+00  8.97946529e+00  1.90010678e+00  7.97496383e-01 
 6.65500000e-03  5.11439804e+00  8.96015240e+00  1.89625314e+00  1.17182479e+00 
 6.65600000e-03  5.11193279e+00  8.97847423e+00  1.89971571e+00  8.55037144e-01 
 6.65700000e-03  5.11174093e+00  8.96655124e+00  1.89753070e+00  1.04750017e+00 
 6.65800000e-03  5.11624060e+00  8.96806588e+00  1.89759092e+00  1.08278488e+00 
 6.65900000e-03  5.10812202e+00  8.97684843e+00  1.89958433e+00  8.39697658e-01 
 6.66000000e-03  5.11533209e+00  8.95763185e+00  1.89575017e+00  1.21323956e+00 
 6.66100000e-03  5.11031066e+00  8.98097496e+00  1.90022818e+00  7.77512529e-01 
 6.66200000e-03  5.11175263e+00  8.96563596e+00  1.89734671e+00  1.05226099e+00 
 6.66300000e-03  5.11507542e+00  8.97042740e+00  1.89807494e+00  1.02245428e+00 
 6.66400000e-03  5.10844463e+00  8.97434152e+00  1.89908313e+00  8.77082415e-01 
 6.66500000e-03  5.11606256e+00  8.95530705e+00  1.89528601e+00  1.24990538e+00 
 6.66600000e-03  5.10885789e+00  8.98219897e+00  1.90052523e+00  7.21651623e-01 
 6.66700000e-03  5.11261940e+00  8.96296701e+00  1.89681427e+00  1.09730391e+00 
 6.66800000e-03  5.11389110e+00  8.97317132e+00  1.89863707e+00  9.60008627e-01 
 6.66900000e-03  5.10868738e+00  8.97250865e+00  1.89871701e+00  9.03792046e-01 
 6.67000000e-03  5.11635022e+00  8.95779838e+00  1.89551334e+00  1.21251269e+00 
 6.67100000e-03  5.10765241e+00  8.98131393e+00  1.90046223e+00  7.20685765e-01 
 6.67200000e-03  5.11242074e+00  8.96244232e+00  1.89670864e+00  1.09630075e+00 
 6.67300000e-03  5.11284772e+00  8.97435501e+00  1.89888053e+00  9.17975345e-01 
 6.67400000e-03  5.10875626e+00  8.97104335e+00  1.89842381e+00  9.21660743e-01 
 6.67500000e-03  5.11614540e+00  8.95966680e+00  1.89588303e+00  1.17938967e+00 
 6.67600000e-03  5.10767068e+00  8.97775727e+00  1.89976484e+00  7.93843751e-01 
 6.67700000e-03  5.11385397e+00  8.95861564e+00  1.89594621e+00  1.16810713e+00 
 6.67800000e-03  5.11185161e+00  8.97623611e+00  1.89926645e+00  8.72363531e-01 
 6.67900000e-03  5.11062003e+00  8.96642974e+00  1.89750622e+00  1.01650144e+00 
 6.68000000e-03  5.11608423e+00  8.96459690e+00  1.89689028e+00  1.11135346e+00 
 6.68100000e-03  5.10816256e+00  8.97444457e+00  1.89910631e+00  8.60886113e-01 
 6.68200000e-03  5.11535729e+00  8.95506036e+00  1.89523781e+00  1.23392924e+00 
 6.68300000e-03  5.11025023e+00  8.97903516e+00  1.89983985e+00  7.93854852e-01 
 6.68400000e-03  5.11140534e+00  8.96406724e+00  1.89703464e+00  1.05423060e+00 
 6.68500000e-03  5.11489914e+00  8.96842927e+00  1.89767471e+00  1.03299368e+00 
 6.68600000e-03  5.10851028e+00  8.97193124e+00  1.89860380e+00  8.98194355e-01 
 6.68700000e-03  5.11618145e+00  8.95273250e+00  1.89477303e+00  1.27051158e+00 
 6.68800000e-03  5.10863887e+00  8.98084022e+00  1.90021025e+00  7.22136659e-01 
 6.68900000e-03  5.11218770e+00  8.96163697e+00  1.89654934e+00  1.09252105e+00 
 6.69000000e-03  5.11372807e+00  8.97120119e+00  1.89824256e+00  9.68371317e-01 
 6.69100000e-03  5.10842684e+00  8.97083511e+00  1.89838359e+00  9.05928588e-01 
 6.69200000e-03  5.11611769e+00  8.95564138e+00  1.89508663e+00  1.22161756e+00 
 6.69300000e-03  5.10763550e+00  8.97885472e+00  1.89997845e+00  7.44994108e-01 
 6.69400000e-03  5.11267151e+00  8.95974862e+00  1.89617210e+00  1.12004897e+00 
 6.69500000e-03  5.11266686e+00  8.97279573e+00  1.89856995e+00  9.20740432e-01 
 6.69600000e-03  5.10901804e+00  8.96848406e+00  1.89791472e+00  9.45398906e-01 
 6.69700000e-03  5.11616458e+00  8.95879953e+00  1.89571274e+00  1.17391512e+00 
 6.69800000e-03  5.10734337e+00  8.97647480e+00  1.89950934e+00  7.87789991e-01 
 6.69900000e-03  5.11350867e+00  8.95730241e+00  1.89568442e+00  1.16202907e+00 
 6.70000000e-03  5.11152693e+00  8.97471695e+00  1.89896406e+00  8.67702811e-01 
 6.70100000e-03  5.11002129e+00  8.96548558e+00  1.89731723e+00  9.99753833e-01 
 6.70200000e-03  5.11577880e+00  8.96251054e+00  1.89647205e+00  1.11458028e+00 
 6.70300000e-03  5.10752458e+00  8.97374638e+00  1.89896586e+00  8.37137357e-01 
 6.70400000e-03  5.11454987e+00  8.95452000e+00  1.89512965e+00  1.21045039e+00 
 6.70500000e-03  5.11018476e+00  8.97689311e+00  1.89941025e+00  8.04397615e-01 
 6.70600000e-03  5.11045896e+00  8.96375604e+00  1.89697185e+00  1.02484437e+00 
 6.70700000e-03  5.11488958e+00  8.96527179e+00  1.89703772e+00  1.05719913e+00 
 6.70800000e-03  5.10756157e+00  8.97193225e+00  1.89860290e+00  8.61027173e-01 
 6.70900000e-03  5.11499071e+00  8.95287085e+00  1.89480028e+00  1.23389294e+00 
 6.71000000e-03  5.10902289e+00  8.97801643e+00  1.89964141e+00  7.55648977e-01 
 6.71100000e-03  5.11095309e+00  8.96190385e+00  1.89660221e+00  1.05328572e+00 
 6.71200000e-03  5.11393637e+00  8.96749609e+00  1.89749373e+00  1.00603078e+00 
 6.71300000e-03  5.10799745e+00  8.96963218e+00  1.89814411e+00  8.99133252e-01 
 6.71400000e-03  5.11571878e+00  8.95190090e+00  1.89443475e+00  1.25253404e+00 
 6.71500000e-03  5.10771738e+00  8.97846774e+00  1.89984724e+00  7.22180681e-01 
 6.71600000e-03  5.11180878e+00  8.95929313e+00  1.89608148e+00  1.09754184e+00 
 6.71700000e-03  5.11293246e+00  8.96979486e+00  1.89796495e+00  9.53069026e-01 
 6.71800000e-03  5.10847589e+00  8.96750925e+00  1.89772072e+00  9.33955973e-01 
 6.71900000e-03  5.11595350e+00  8.95524993e+00  1.89499781e+00  1.20346711e+00 
 6.72000000e-03  5.10734781e+00  8.97497663e+00  1.89921176e+00  7.90782977e-01 
 6.72100000e-03  5.11324994e+00  8.95562988e+00  1.89535137e+00  1.16485844e+00 
 6.72200000e-03  5.11173780e+00  8.97224719e+00  1.89846754e+00  8.92508362e-01 
 6.72300000e-03  5.10996876e+00  8.96360090e+00  1.89694252e+00  1.00943624e+00 
 6.72400000e-03  5.11579659e+00  8.96036683e+00  1.89604212e+00  1.12847114e+00 
 6.72500000e-03  5.10731141e+00  8.97247689e+00  1.89871367e+00  8.33841625e-01 
 6.72600000e-03  5.11422741e+00  8.95312601e+00  1.89485201e+00  1.20709333e+00 
 6.72700000e-03  5.11026339e+00  8.97472549e+00  1.89897544e+00  8.19611953e-01 
 6.72800000e-03  5.11014526e+00  8.96239742e+00  1.89670126e+00  1.02076827e+00 
 6.72900000e-03  5.11486012e+00  8.96301940e+00  1.89658560e+00  1.06963126e+00 
 6.73000000e-03  5.10804040e+00  8.96893217e+00  1.89800643e+00  8.95714064e-01 
 6.73100000e-03  5.11558279e+00  8.94964895e+00  1.89415835e+00  1.26780998e+00 
 6.73200000e-03  5.10887144e+00  8.97672882e+00  1.89938633e+00  7.55168552e-01 
 6.73300000e-03  5.11127032e+00  8.95941336e+00  1.89610639e+00  1.07363437e+00 
 6.73400000e-03  5.11383464e+00  8.96630254e+00  1.89725787e+00  1.00282716e+00 
 6.73500000e-03  5.10853433e+00  8.96665152e+00  1.89755103e+00  9.31275951e-01 
 6.73600000e-03  5.11619574e+00  8.95173989e+00  1.89430041e+00  1.23981241e+00 
 6.73700000e-03  5.10754040e+00  8.97587503e+00  1.89938151e+00  7.48303279e-01 
 6.73800000e-03  5.11234220e+00  8.95648532e+00  1.89552212e+00  1.12305196e+00 
 6.73900000e-03  5.11251403e+00  8.96933092e+00  1.89787811e+00  9.30785209e-01 
 6.74000000e-03  5.10935989e+00  8.96384917e+00  1.89699186e+00  9.78380452e-01 
 6.74100000e-03  5.11606150e+00  8.95662859e+00  1.89528486e+00  1.16496219e+00 
 6.74200000e-03  5.10723850e+00  8.97238523e+00  1.89869543e+00  8.10442159e-01 
 6.74300000e-03  5.11370417e+00  8.95302423e+00  1.89483177e+00  1.18398330e+00 
 6.74400000e-03  5.11101585e+00  8.97209131e+00  1.89844361e+00  8.55789388e-01 
 6.74500000e-03  5.10994762e+00  8.96175913e+00  1.89657440e+00  1.00982484e+00 
 6.74600000e-03  5.11535843e+00  8.96003878e+00  1.89598303e+00  1.10181553e+00 
 6.74700000e-03  5.10745330e+00  8.96971696e+00  1.89816272e+00  8.53707200e-01 
 6.74800000e-03  5.11464111e+00  8.95045079e+00  1.89431825e+00  1.22645680e+00 
 6.74900000e-03  5.10966357e+00  8.97413224e+00  1.89886218e+00  7.91856079e-01 
 6.75000000e-03  5.11155841e+00  8.95767630e+00  1.89576060e+00  1.08540923e+00 
 6.75100000e-03  5.11433864e+00  8.96418767e+00  1.89683211e+00  1.02564192e+00 
 6.75200000e-03  5.10809708e+00  8.96685282e+00  1.89759161e+00  9.03604030e-01 
 6.75300000e-03  5.11579560e+00  8.94814515e+00  1.89376706e+00  1.26783796e+00 
 6.75400000e-03  5.10803933e+00  8.97558711e+00  1.89924591e+00  7.29113036e-01 
 6.75500000e-03  5.11195809e+00  8.95617801e+00  1.89546091e+00  1.10406447e+00 
 6.75600000e-03  5.11306352e+00  8.96666155e+00  1.89733910e+00  9.59569742e-01 
 6.75700000e-03  5.10834444e+00  8.96500483e+00  1.89722144e+00  9.26239515e-01 
 6.75800000e-03  5.11587499e+00  8.95201173e+00  1.89435222e+00  1.20665962e+00 
 6.75900000e-03  5.10696173e+00  8.97398515e+00  1.89900959e+00  7.43673192e-01 
 6.76000000e-03  5.11216382e+00  8.95490015e+00  1.89520516e+00  1.11833590e+00 
 6.76100000e-03  5.11195953e+00  8.96820364e+00  1.89765578e+00  9.10160595e-01 
 6.76200000e-03  5.10929281e+00  8.96189741e+00  1.89660179e+00  9.80952309e-01 
 6.76300000e-03  5.11576222e+00  8.95586720e+00  1.89513722e+00  1.14865338e+00 
 6.76400000e-03  5.10706675e+00  8.97031825e+00  1.89828254e+00  8.15979361e-01 
 6.76500000e-03  5.11370383e+00  8.95105403e+00  1.89443859e+00  1.18930658e+00 
 6.76600000e-03  5.11055139e+00  8.97093644e+00  1.89821564e+00  8.39998525e-01 
 6.76700000e-03  5.11017931e+00  8.95927972e+00  1.89607996e+00  1.02653293e+00 
 6.76800000e-03  5.11498652e+00  8.95967297e+00  1.89591620e+00  1.08065961e+00 
 6.76900000e-03  5.10709722e+00  8.96824846e+00  1.89786895e+00  8.46390346e-01 
 6.77000000e-03  5.11433712e+00  8.94910652e+00  1.89404984e+00  1.21911878e+00 
 6.77100000e-03  5.10916585e+00  8.97272177e+00  1.89858201e+00  7.77986291e-01 
 6.77200000e-03  5.11102380e+00  8.95666012e+00  1.89555706e+00  1.06925126e+00 
 6.77300000e-03  5.11396361e+00  8.96261591e+00  1.89651899e+00  1.01858943e+00 
 6.77400000e-03  5.10776005e+00  8.96530475e+00  1.89728200e+00  8.98061189e-01 
 6.77500000e-03  5.11545356e+00  8.94672711e+00  1.89348290e+00  1.26209260e+00 
 6.77600000e-03  5.10766741e+00  8.97456507e+00  1.89896021e+00  7.10818502e-01 
 6.77700000e-03  5.11121812e+00  8.95550332e+00  1.89532566e+00  1.08194655e+00 
 6.77800000e-03  5.11287740e+00  8.96461379e+00  1.89692875e+00  9.64887563e-01 
 6.77900000e-03  5.10797814e+00  8.96352886e+00  1.89692666e+00  9.21202754e-01 
 6.78000000e-03  5.11557737e+00  8.94980319e+00  1.89391234e+00  1.21395823e+00 
 6.78100000e-03  5.10692615e+00  8.97167192e+00  1.89855023e+00  7.61196357e-01 
 6.78200000e-03  5.11229490e+00  8.95247091e+00  1.89472103e+00  1.13540942e+00 
 6.78300000e-03  5.11175424e+00  8.96675658e+00  1.89736812e+00  9.10192614e-01 
 6.78400000e-03  5.10851568e+00  8.96145157e+00  1.89651254e+00  9.55790952e-01 
 6.78500000e-03  5.11543911e+00  8.95305960e+00  1.89457181e+00  1.16247680e+00 
 6.78600000e-03  5.10662809e+00  8.96954793e+00  1.89812810e+00  7.95375922e-01 
 6.78700000e-03  5.11296423e+00  8.95038912e+00  1.89430573e+00  1.16889583e+00 
 6.78800000e-03  5.11057628e+00  8.96862449e+00  1.89775135e+00  8.55644351e-01 
 6.78900000e-03  5.10939717e+00  8.95868650e+00  1.89596120e+00  1.00385192e+00 
 6.79000000e-03  5.11492527e+00  8.95654894e+00  1.89528606e+00  1.10369898e+00 
 6.79100000e-03  5.10654478e+00  8.96762026e+00  1.89774328e+00  8.24720901e-01 
 6.79200000e-03  5.11353235e+00  8.94852723e+00  1.89393422e+00  1.19769270e+00 
 6.79300000e-03  5.10946443e+00  8.97018921e+00  1.89807266e+00  8.05452811e-01 
 6.79400000e-03  5.10999104e+00  8.95660907e+00  1.89554667e+00  1.03683927e+00 
 6.79500000e-03  5.11417351e+00  8.95896659e+00  1.89578156e+00  1.05475463e+00 
 6.79600000e-03  5.10743061e+00  8.96407447e+00  1.89703722e+00  8.92394529e-01 
 6.79700000e-03  5.11499962e+00  8.94486930e+00  1.89320499e+00  1.26410856e+00 
 6.79800000e-03  5.10806295e+00  8.97201486e+00  1.89846739e+00  7.42996898e-01 
 6.79900000e-03  5.11175545e+00  8.95236980e+00  1.89470213e+00  1.11743458e+00 
 6.80000000e-03  5.11296127e+00  8.96302482e+00  1.89661213e+00  9.75762983e-01 
 6.80100000e-03  5.10815459e+00  8.96141398e+00  1.89650668e+00  9.38028800e-01 
 6.80200000e-03  5.11566616e+00  8.94844467e+00  1.89363911e+00  1.21589325e+00 
 6.80300000e-03  5.10665236e+00  8.97095720e+00  1.89840500e+00  7.42324232e-01 
 6.80400000e-03  5.11170280e+00  8.95176598e+00  1.89458044e+00  1.11674028e+00 
 6.80500000e-03  5.11171671e+00  8.96480750e+00  1.89697795e+00  9.17420348e-01 
 6.80600000e-03  5.10814982e+00  8.96019791e+00  1.89626227e+00  9.46992314e-01 
 6.80700000e-03  5.11521846e+00  8.95091301e+00  1.89414143e+00  1.16863227e+00 
 6.80800000e-03  5.10634746e+00  8.96838755e+00  1.89789627e+00  7.84213051e-01 
 6.80900000e-03  5.11250449e+00  8.94927915e+00  1.89408425e+00  1.15781564e+00 
 6.81000000e-03  5.11061423e+00  8.96642772e+00  1.89731059e+00  8.68267222e-01 
 6.81100000e-03  5.10944466e+00  8.95659480e+00  1.89554451e+00  1.01467733e+00 
 6.81200000e-03  5.11490599e+00  8.95477724e+00  1.89493212e+00  1.10971973e+00 
 6.81300000e-03  5.10719440e+00  8.96414299e+00  1.89705219e+00  8.71084658e-01 
 6.81400000e-03  5.11443964e+00  8.94476201e+00  1.89318411e+00  1.24307631e+00 
 6.81500000e-03  5.10908542e+00  8.96932785e+00  1.89790465e+00  7.91983737e-01 
 6.81600000e-03  5.11038177e+00  8.95404697e+00  1.89503653e+00  1.05840106e+00 
 6.81700000e-03  5.11385449e+00  8.95852356e+00  1.89569899e+00  1.03576928e+00 
 6.81800000e-03  5.10766437e+00  8.96157585e+00  1.89653932e+00  9.10943741e-01 
 6.81900000e-03  5.11535265e+00  8.94310428e+00  1.89273295e+00  1.27138682e+00 
 6.82000000e-03  5.10752534e+00  8.97056094e+00  1.89824806e+00  7.33794599e-01 
 6.82100000e-03  5.11147318e+00  8.95108743e+00  1.89444593e+00  1.10823849e+00 
 6.82200000e-03  5.11253311e+00  8.96177851e+00  1.89636550e+00  9.61036121e-01 
 6.82300000e-03  5.10765442e+00  8.96039278e+00  1.89630177e+00  9.20358983e-01 
 6.82400000e-03  5.11525291e+00  8.94655961e+00  1.89326592e+00  1.21359138e+00 
 6.82500000e-03  5.10692189e+00  8.96712832e+00  1.89764700e+00  7.92859774e-01 
 6.82600000e-03  5.11271496e+00  8.94774388e+00  1.89377886e+00  1.16617474e+00 
 6.82700000e-03  5.11131938e+00  8.96418796e+00  1.89685933e+00  8.99357669e-01 
 6.82800000e-03  5.10945587e+00  8.95573537e+00  1.89537424e+00  1.01098393e+00 
 6.82900000e-03  5.11531936e+00  8.95231736e+00  1.89443591e+00  1.13292320e+00 
 6.83000000e-03  5.10748113e+00  8.96290141e+00  1.89680589e+00  8.75679530e-01 
 6.83100000e-03  5.11464072e+00  8.94335705e+00  1.89290439e+00  1.24745094e+00 
 6.83200000e-03  5.10955289e+00  8.96768118e+00  1.89757452e+00  8.07464105e-01 
 6.83300000e-03  5.11049737e+00  8.95292797e+00  1.89481392e+00  1.05743988e+00 
 6.83400000e-03  5.11413691e+00  8.95689967e+00  1.89537351e+00  1.04409606e+00 
 6.83500000e-03  5.10749610e+00  8.96110646e+00  1.89644557e+00  8.94137764e-01 
 6.83600000e-03  5.11509665e+00  8.94188055e+00  1.89260902e+00  1.26553047e+00 
 6.83700000e-03  5.10786659e+00  8.96950150e+00  1.89794803e+00  7.30825780e-01 
 6.83800000e-03  5.11111076e+00  8.95078450e+00  1.89438520e+00  1.08741956e+00 
 6.83900000e-03  5.11288749e+00  8.95973159e+00  1.89595362e+00  9.75686631e-01 
 6.84000000e-03  5.10828784e+00  8.95803131e+00  1.89583162e+00  9.45110529e-01 
 6.84100000e-03  5.11572549e+00  8.94583540e+00  1.89311880e+00  1.21192498e+00 
 6.84200000e-03  5.10681619e+00  8.96690520e+00  1.89760147e+00  7.70008717e-01 
 6.84300000e-03  5.11232836e+00  8.94756968e+00  1.89374400e+00  1.14361949e+00 
 6.84400000e-03  5.11145657e+00  8.96255989e+00  1.89653299e+00  9.02690074e-01 
 6.84500000e-03  5.10876238e+00  8.95603413e+00  1.89543263e+00  9.74570991e-01 
 6.84600000e-03  5.11526135e+00  8.94975705e+00  1.89391918e+00  1.14526297e+00 
 6.84700000e-03  5.10655317e+00  8.96430170e+00  1.89708220e+00  8.10110933e-01 
 6.84800000e-03  5.11315557e+00  8.94512483e+00  1.89325597e+00  1.18291939e+00 
 6.84900000e-03  5.11008681e+00  8.96487323e+00  1.89700718e+00  8.37036277e-01 
 6.85000000e-03  5.10908423e+00  8.95437960e+00  1.89510179e+00  9.96465309e-01 
 6.85100000e-03  5.11450090e+00  8.95254924e+00  1.89449115e+00  1.08981566e+00 
 6.85200000e-03  5.10624084e+00  8.96300406e+00  1.89682171e+00  8.21526413e-01 
 6.85300000e-03  5.11327494e+00  8.94405668e+00  1.89304230e+00  1.19413041e+00 
 6.85400000e-03  5.10899414e+00  8.96592924e+00  1.89722459e+00  7.92998062e-01 
 6.85500000e-03  5.10989599e+00  8.95173814e+00  1.89457495e+00  1.04146629e+00 
 6.85600000e-03  5.11376105e+00  8.95501397e+00  1.89499626e+00  1.04198041e+00 
 6.85700000e-03  5.10738179e+00  8.95898786e+00  1.89602276e+00  9.02437038e-01 
 6.85800000e-03  5.11502153e+00  8.93981228e+00  1.89219642e+00  1.27352946e+00 
 6.85900000e-03  5.10753578e+00  8.96798186e+00  1.89764555e+00  7.27653094e-01 
 6.86000000e-03  5.11117686e+00  8.94849524e+00  1.89392891e+00  1.10137419e+00 
 6.86100000e-03  5.11252556e+00  8.95854816e+00  1.89571980e+00  9.67990480e-01 
 6.86200000e-03  5.10771674e+00  8.95707631e+00  1.89564074e+00  9.29722988e-01 
 6.86300000e-03  5.11524591e+00  8.94391445e+00  1.89273671e+00  1.21191547e+00 
 6.86400000e-03  5.10645394e+00  8.96560587e+00  1.89734077e+00  7.59360879e-01 
 6.86500000e-03  5.11181198e+00  8.94639612e+00  1.89350963e+00  1.13301388e+00 
 6.86600000e-03  5.11121676e+00  8.96068009e+00  1.89615695e+00  9.05908927e-01 
 6.86700000e-03  5.10884804e+00  8.95360139e+00  1.89494780e+00  9.91722670e-01 
 6.86800000e-03  5.11510170e+00  8.94853918e+00  1.89367832e+00  1.14249653e+00 
 6.86900000e-03  5.10612620e+00  8.96317986e+00  1.89685839e+00  7.99469256e-01 
 6.87000000e-03  5.11265129e+00  8.94401512e+00  1.89303465e+00  1.17233918e+00 
 6.87100000e-03  5.10990129e+00  8.96301890e+00  1.89663635e+00  8.41633377e-01 
 6.87200000e-03  5.10986498e+00  8.95059468e+00  1.89434801e+00  1.04344388e+00 
 6.87300000e-03  5.11429394e+00  8.95230004e+00  1.89444814e+00  1.07511909e+00 
 6.87400000e-03  5.10629749e+00  8.96077206e+00  1.89637815e+00  8.39720427e-01 
 6.87500000e-03  5.11350344e+00  8.94163207e+00  1.89255930e+00  1.21186742e+00 
 6.87600000e-03  5.10846502e+00  8.96494793e+00  1.89703206e+00  7.76173285e-01 
 6.87700000e-03  5.11057888e+00  8.94831894e+00  1.89389374e+00  1.07956135e+00 
 6.87800000e-03  5.11319634e+00  8.95516279e+00  1.89503454e+00  1.01207198e+00 
 6.87900000e-03  5.10714855e+00  8.95729888e+00  1.89568554e+00  9.01662599e-01 
 6.88000000e-03  5.11485140e+00  8.93925105e+00  1.89193254e+00  1.25736762e+00 
 6.88100000e-03  5.10700433e+00  8.96502788e+00  1.89720899e+00  7.51589231e-01 
 6.88200000e-03  5.11155568e+00  8.94562613e+00  1.89335662e+00  1.12528889e+00 
 6.88300000e-03  5.11197511e+00  8.95800278e+00  1.89561630e+00  9.45508427e-01 
 6.88400000e-03  5.10812132e+00  8.95411955e+00  1.89505154e+00  9.57712891e-01 
 6.88500000e-03  5.11526916e+00  8.94420413e+00  1.89279951e+00  1.18787868e+00 
 6.88600000e-03  5.10613260e+00  8.96345484e+00  1.89691314e+00  7.69518330e-01 
 6.88700000e-03  5.11190995e+00  8.94425115e+00  1.89308185e+00  1.14286137e+00 
 6.88800000e-03  5.11070278e+00  8.95984274e+00  1.89599383e+00  8.86132899e-01 
 6.88900000e-03  5.10894289e+00  8.95136415e+00  1.89450149e+00  1.00288191e+00 
 6.89000000e-03  5.11477007e+00  8.94808077e+00  1.89359258e+00  1.12305158e+00 
 6.89100000e-03  5.10601458e+00  8.96093722e+00  1.89641099e+00  8.10651910e-01 
 6.89200000e-03  5.11276737e+00  8.94180580e+00  1.89259396e+00  1.18316899e+00 
 6.89300000e-03  5.10939142e+00  8.96201043e+00  1.89643828e+00  8.23521793e-01 
 6.89400000e-03  5.10996219e+00  8.94838968e+00  1.89390820e+00  1.05426615e+00 
 6.89500000e-03  5.11389237e+00  8.95164486e+00  1.89432222e+00  1.05712843e+00 
 6.89600000e-03  5.10633452e+00  8.95833518e+00  1.89589191e+00  8.54401750e-01 
 6.89700000e-03  5.11370275e+00  8.93924268e+00  1.89208266e+00  1.22611605e+00 
 6.89800000e-03  5.10787319e+00  8.96399837e+00  1.89684603e+00  7.55049317e-01 
 6.89900000e-03  5.11044413e+00  8.94657490e+00  1.89354560e+00  1.08014571e+00 
 6.90000000e-03  5.11277640e+00  8.95417392e+00  1.89484047e+00  9.97273466e-01 
 6.90100000e-03  5.10765466e+00  8.95400461e+00  1.89502897e+00  9.36157043e-01 
 6.90200000e-03  5.11525026e+00  8.93983248e+00  1.89192196e+00  1.23290769e+00 
 6.90300000e-03  5.10648808e+00  8.96329279e+00  1.89687617e+00  7.51930279e-01 
 6.90400000e-03  5.11142939e+00  8.94394168e+00  1.89302056e+00  1.12549105e+00 
 6.90500000e-03  5.11144324e+00  8.95703747e+00  1.89542705e+00  9.26570552e-01 
 6.90600000e-03  5.10823738e+00  8.95172899e+00  1.89457452e+00  9.71396031e-01 
 6.90700000e-03  5.11503610e+00  8.94394456e+00  1.89275406e+00  1.16726565e+00 
 6.90800000e-03  5.10629450e+00  8.95991023e+00  1.89620763e+00  8.11798087e-01 
 6.90900000e-03  5.11273217e+00  8.94059188e+00  1.89235241e+00  1.18418294e+00 
 6.91000000e-03  5.11002224e+00  8.95967811e+00  1.89596810e+00  8.55524320e-01 
 6.91100000e-03  5.10913208e+00  8.94902389e+00  1.89403487e+00  1.01704236e+00 
 6.91200000e-03  5.11435346e+00  8.94796078e+00  1.89357597e+00  1.09728908e+00 
 6.91300000e-03  5.10612132e+00  8.95814699e+00  1.89585464e+00  8.33831352e-01 
 6.91400000e-03  5.11318388e+00  8.93901612e+00  1.89203761e+00  1.20581226e+00 
 6.91500000e-03  5.10860892e+00  8.96153377e+00  1.89634883e+00  7.91464157e-01 
 6.91600000e-03  5.11013293e+00  8.94603427e+00  1.89343816e+00  1.06708122e+00 
 6.91700000e-03  5.11329130e+00  8.95139473e+00  1.89427903e+00  1.02854007e+00 
