 time            v(vout)         v(vinf)         v(en)           i(L1)          
 3.20000000e-05 -7.64437380e-10 -4.45276808e-03  2.73425226e-02 -4.49272866e-10 
 3.30000000e-05 -7.64437334e-10 -4.45275563e-03  2.73425251e-02 -4.49271609e-10 
 3.40000000e-05 -7.64437283e-10 -4.45274214e-03  2.73425278e-02 -4.49270247e-10 
 3.50000000e-05 -7.64437228e-10 -4.45272754e-03  2.73425307e-02 -4.49268772e-10 
 3.60000000e-05 -7.64437169e-10 -4.45271173e-03  2.73425339e-02 -4.49267175e-10 
 3.70000000e-05 -7.64437104e-10 -4.45269461e-03  2.73425373e-02 -4.49265446e-10 
 3.80000000e-05 -7.64437033e-10 -4.45267607e-03  2.73425411e-02 -4.49263574e-10 
 3.90000000e-05 -7.64436957e-10 -4.45265601e-03  2.73425451e-02 -4.49261548e-10 
 4.00000000e-05 -7.64436873e-10 -4.45263428e-03  2.73425494e-02 -4.49259354e-10 
 4.10000000e-05 -7.64436783e-10 -4.45261077e-03  2.73425541e-02 -4.49256978e-10 
 4.20000000e-05 -7.64436685e-10 -4.45258531e-03  2.73425593e-02 -4.49254407e-10 
 4.30000000e-05 -7.64436578e-10 -4.45255775e-03  2.73425648e-02 -4.49251624e-10 
 4.40000000e-05 -7.64436463e-10 -4.45252791e-03  2.73425708e-02 -4.49248611e-10 
 4.50000000e-05 -7.64436338e-10 -4.45249562e-03  2.73425772e-02 -4.49245349e-10 
 4.60000000e-05 -7.64436202e-10 -4.45246066e-03  2.73425843e-02 -4.49241818e-10 
 4.70000000e-05 -7.64436054e-10 -4.45242282e-03  2.73425918e-02 -4.49237997e-10 
 4.80000000e-05 -7.64435895e-10 -4.45238186e-03  2.73426001e-02 -4.49233860e-10 
 4.90000000e-05 -7.64435722e-10 -4.45233753e-03  2.73426089e-02 -4.49229383e-10 
 5.00000000e-05 -7.64435534e-10 -4.45228954e-03  2.73426186e-02 -4.49224536e-10 
 5.10000000e-05 -7.64435330e-10 -4.45223759e-03  2.73426290e-02 -4.49219290e-10 
 5.20000000e-05 -7.64435110e-10 -4.45218136e-03  2.73426403e-02 -4.49213611e-10 
 5.30000000e-05 -7.64434871e-10 -4.45212050e-03  2.73426525e-02 -4.49207464e-10 
 5.40000000e-05 -7.64434612e-10 -4.45205462e-03  2.73426657e-02 -4.49200810e-10 
 5.50000000e-05 -7.64434332e-10 -4.45198330e-03  2.73426800e-02 -4.49193608e-10 
 5.60000000e-05 -7.64434028e-10 -4.45190611e-03  2.73426955e-02 -4.49185812e-10 
 5.70000000e-05 -7.64433699e-10 -4.45182255e-03  2.73427122e-02 -4.49177373e-10 
 5.80000000e-05 -7.64433342e-10 -4.45173211e-03  2.73427304e-02 -4.49168239e-10 
 5.90000000e-05 -7.64432956e-10 -4.45163420e-03  2.73427500e-02 -4.49158351e-10 
 6.00000000e-05 -7.64432538e-10 -4.45152823e-03  2.73427713e-02 -4.49147648e-10 
 6.10000000e-05 -7.64432085e-10 -4.45141351e-03  2.73427943e-02 -4.49136062e-10 
 6.20000000e-05 -7.64431594e-10 -4.45128934e-03  2.73428192e-02 -4.49123521e-10 
 6.30000000e-05 -7.64431063e-10 -4.45115493e-03  2.73428461e-02 -4.49109946e-10 
 6.40000000e-05 -7.64430488e-10 -4.45100943e-03  2.73428753e-02 -4.49095252e-10 
 6.50000000e-05 -7.64429865e-10 -4.45085194e-03  2.73429069e-02 -4.49079346e-10 
 6.60000000e-05 -7.64429190e-10 -4.45068146e-03  2.73429411e-02 -4.49062128e-10 
 6.70000000e-05 -7.64428459e-10 -4.45049692e-03  2.73429781e-02 -4.49043491e-10 
 6.80000000e-05 -7.64427668e-10 -4.45029716e-03  2.73430181e-02 -4.49023317e-10 
 6.90000000e-05 -7.64426812e-10 -4.45008094e-03  2.73430615e-02 -4.49001479e-10 
 7.00000000e-05 -7.64425884e-10 -4.44984688e-03  2.73431085e-02 -4.48977840e-10 
 7.10000000e-05 -7.64424880e-10 -4.44959352e-03  2.73431593e-02 -4.48952253e-10 
 7.20000000e-05 -7.64423793e-10 -4.44931928e-03  2.73432143e-02 -4.48924555e-10 
 7.30000000e-05 -7.64422615e-10 -4.44902242e-03  2.73432738e-02 -4.48894575e-10 
 7.40000000e-05 -7.64421341e-10 -4.44870109e-03  2.73433382e-02 -4.48862122e-10 
 7.50000000e-05 -7.64419961e-10 -4.44835326e-03  2.73434080e-02 -4.48826993e-10 
 7.60000000e-05 -7.64418467e-10 -4.44797675e-03  2.73434835e-02 -4.48788967e-10 
 7.70000000e-05 -7.64416850e-10 -4.44756921e-03  2.73435652e-02 -4.48747808e-10 
 7.80000000e-05 -7.64415099e-10 -4.44712807e-03  2.73436537e-02 -4.48703255e-10 
 7.90000000e-05 -7.64413204e-10 -4.44665057e-03  2.73437495e-02 -4.48655030e-10 
 8.00000000e-05 -7.64411152e-10 -4.44613370e-03  2.73438531e-02 -4.48602829e-10 
 8.10000000e-05 -7.64408931e-10 -4.44557424e-03  2.73439653e-02 -4.48546327e-10 
 8.20000000e-05 -7.64406526e-10 -4.44496867e-03  2.73440868e-02 -4.48485167e-10 
 8.30000000e-05 -7.64403923e-10 -4.44431319e-03  2.73442182e-02 -4.48418967e-10 
 8.40000000e-05 -7.64401105e-10 -4.44360370e-03  2.73443605e-02 -4.48347313e-10 
 8.50000000e-05 -7.64398055e-10 -4.44283576e-03  2.73445145e-02 -4.48269754e-10 
 8.60000000e-05 -7.64394753e-10 -4.44200455e-03  2.73446812e-02 -4.48185807e-10 
 8.70000000e-05 -7.64391178e-10 -4.44110487e-03  2.73448616e-02 -4.48094943e-10 
 8.80000000e-05 -7.64387309e-10 -4.44013108e-03  2.73450569e-02 -4.47996597e-10 
 8.90000000e-05 -7.64383121e-10 -4.43907711e-03  2.73452683e-02 -4.47890151e-10 
 9.00000000e-05 -7.64378588e-10 -4.43793635e-03  2.73454971e-02 -4.47774940e-10 
 9.10000000e-05 -7.64373681e-10 -4.43670168e-03  2.73457447e-02 -4.47650245e-10 
 9.20000000e-05 -7.64368369e-10 -4.43536538e-03  2.73460127e-02 -4.47515286e-10 
 9.30000000e-05 -7.64362620e-10 -4.43391911e-03  2.73463027e-02 -4.47369219e-10 
 9.40000000e-05 -7.64356398e-10 -4.43235384e-03  2.73466166e-02 -4.47211136e-10 
 9.50000000e-05 -7.64349663e-10 -4.43065981e-03  2.73469563e-02 -4.47040048e-10 
 9.60000000e-05 -7.64342374e-10 -4.42882646e-03  2.73473240e-02 -4.46854890e-10 
 9.70000000e-05 -7.64334484e-10 -4.42684237e-03  2.73477219e-02 -4.46654507e-10 
 9.80000000e-05 -7.64325945e-10 -4.42469520e-03  2.73481525e-02 -4.46437654e-10 
 9.90000000e-05 -7.64316704e-10 -4.42237159e-03  2.73486185e-02 -4.46202982e-10 
 1.00000000e-04 -7.64306702e-10 -4.41985711e-03  2.73491227e-02 -4.45949032e-10 
 1.01000000e-04 -7.64295878e-10 -4.41713615e-03  2.73496684e-02 -4.45674229e-10 
 1.02000000e-04 -7.64284164e-10 -4.41419184e-03  2.73502588e-02 -4.45376870e-10 
 1.03000000e-04 -7.64271488e-10 -4.41100595e-03  2.73508977e-02 -4.45055112e-10 
 1.04000000e-04 -7.64257770e-10 -4.40755878e-03  2.73515889e-02 -4.44706965e-10 
 1.05000000e-04 -7.64242926e-10 -4.40382902e-03  2.73523369e-02 -4.44330279e-10 
 1.06000000e-04 -7.64226863e-10 -4.39979367e-03  2.73531461e-02 -4.43922731e-10 
 1.07000000e-04 -7.64209483e-10 -4.39542789e-03  2.73540215e-02 -4.43481810e-10 
 1.08000000e-04 -7.64190677e-10 -4.39070483e-03  2.73549686e-02 -4.43004806e-10 
 1.09000000e-04 -7.64170329e-10 -4.38559550e-03  2.73559932e-02 -4.42488790e-10 
 1.10000000e-04 -7.64148315e-10 -4.38006862e-03  2.73571014e-02 -4.41930604e-10 
 1.11000000e-04 -7.64124499e-10 -4.37409039e-03  2.73583002e-02 -4.41326834e-10 
 1.12000000e-04 -7.64098734e-10 -4.36762437e-03  2.73595967e-02 -4.40673800e-10 
 1.13000000e-04 -7.64070862e-10 -4.36063122e-03  2.73609989e-02 -4.39967528e-10 
 1.14000000e-04 -7.64040713e-10 -4.35306851e-03  2.73625153e-02 -4.39203734e-10 
 1.15000000e-04 -7.64008102e-10 -4.34489051e-03  2.73641551e-02 -4.38377799e-10 
 1.16000000e-04 -7.63972832e-10 -4.33604789e-03  2.73659280e-02 -4.37484741e-10 
 1.17000000e-04 -7.63934688e-10 -4.32648750e-03  2.73678449e-02 -4.36519192e-10 
 1.18000000e-04 -7.63893438e-10 -4.31615211e-03  2.73699171e-02 -4.35475371e-10 
 1.19000000e-04 -7.63848833e-10 -4.30498006e-03  2.73721570e-02 -4.34347051e-10 
 1.20000000e-04 -7.63800606e-10 -4.29290500e-03  2.73745778e-02 -4.33127534e-10 
 1.21000000e-04 -7.63748465e-10 -4.27985554e-03  2.73771940e-02 -4.31809606e-10 
 1.22000000e-04 -7.63692101e-10 -4.26575492e-03  2.73800208e-02 -4.30385516e-10 
 1.23000000e-04 -7.63631177e-10 -4.25052063e-03  2.73830748e-02 -4.28846931e-10 
 1.24000000e-04 -7.63565332e-10 -4.23406405e-03  2.73863737e-02 -4.27184901e-10 
 1.25000000e-04 -7.63494177e-10 -4.21629003e-03  2.73899365e-02 -4.25389817e-10 
 1.26000000e-04 -7.63417295e-10 -4.19709652e-03  2.73937838e-02 -4.23451371e-10 
 1.27000000e-04 -7.63334236e-10 -4.17637411e-03  2.73979374e-02 -4.21358513e-10 
 1.28000000e-04 -7.63244520e-10 -4.15400558e-03  2.74024207e-02 -4.19099407e-10 
 1.29000000e-04 -7.63147628e-10 -4.12986551e-03  2.74072589e-02 -4.16661381e-10 
 1.30000000e-04 -7.63043005e-10 -4.10381974e-03  2.74124787e-02 -4.14030891e-10 
 1.31000000e-04 -7.62930057e-10 -4.07572498e-03  2.74181089e-02 -4.11193462e-10 
 1.32000000e-04 -7.62808147e-10 -4.04542828e-03  2.74241800e-02 -4.08133647e-10 
 1.33000000e-04 -7.62676591e-10 -4.01276659e-03  2.74307246e-02 -4.04834981e-10 
 1.34000000e-04 -7.62534663e-10 -3.97756633e-03  2.74377774e-02 -4.01279930e-10 
 1.35000000e-04 -7.62381581e-10 -3.93964288e-03  2.74453753e-02 -3.97449850e-10 
 1.36000000e-04 -7.62216517e-10 -3.89880018e-03  2.74535574e-02 -3.93324940e-10 
 1.37000000e-04 -7.62038583e-10 -3.85483036e-03  2.74623654e-02 -3.88884204e-10 
 1.38000000e-04 -7.61846835e-10 -3.80751331e-03  2.74718430e-02 -3.84105413e-10 
 1.39000000e-04 -7.61640271e-10 -3.75661641e-03  2.74820368e-02 -3.78965073e-10 
 1.40000000e-04 -7.61417825e-10 -3.70189422e-03  2.74929957e-02 -3.73438397e-10 
 1.41000000e-04 -7.61178365e-10 -3.64308830e-03  2.75047712e-02 -3.67499280e-10 
 1.42000000e-04 -7.60920694e-10 -3.57992707e-03  2.75174176e-02 -3.61120296e-10 
 1.43000000e-04 -7.60643545e-10 -3.51212577e-03  2.75309915e-02 -3.54272685e-10 
 1.44000000e-04 -7.60345581e-10 -3.43938655e-03  2.75455523e-02 -3.46926364e-10 
 1.45000000e-04 -7.60025392e-10 -3.36139860e-03  2.75611619e-02 -3.39049942e-10 
 1.46000000e-04 -7.59681494e-10 -3.27783846e-03  2.75778846e-02 -3.30610752e-10 
 1.47000000e-04 -7.59312329e-10 -3.18837052e-03  2.75957873e-02 -3.21574895e-10 
 1.48000000e-04 -7.58916263e-10 -3.09264752e-03  2.76149390e-02 -3.11907302e-10 
 1.49000000e-04 -7.58491589e-10 -2.99031139e-03  2.76354109e-02 -3.01571806e-10 
 1.50000000e-04 -7.58036524e-10 -2.88099410e-03  2.76572760e-02 -2.90531239e-10 
 1.51000000e-04 -7.57549212e-10 -2.76431880e-03  2.76806094e-02 -2.78747537e-10 
 1.52000000e-04 -7.57027724e-10 -2.63990107e-03  2.77054871e-02 -2.66181875e-10 
 1.53000000e-04 -7.56470060e-10 -2.50735034e-03  2.77319869e-02 -2.52794807e-10 
 1.54000000e-04 -7.55874156e-10 -2.36627156e-03  2.77601869e-02 -2.38546431e-10 
 1.55000000e-04 -7.55237881e-10 -2.21626694e-03  2.77901661e-02 -2.23396571e-10 
 1.56000000e-04 -7.54559046e-10 -2.05693787e-03  2.78220034e-02 -2.07304969e-10 
 1.57000000e-04 -7.53835403e-10 -1.88788699e-03  2.78557776e-02 -1.90231489e-10 
 1.58000000e-04 -7.53064658e-10 -1.70872039e-03  2.78915665e-02 -1.72136347e-10 
 1.59000000e-04 -7.52244469e-10 -1.51904980e-03  2.79294472e-02 -1.52980325e-10 
 1.60000000e-04 -7.51372456e-10 -1.31849492e-03  2.79694947e-02 -1.32725014e-10 
 1.61000000e-04 -7.50446206e-10 -1.10668575e-03  2.80117823e-02 -1.11333043e-10 
 1.62000000e-04 -7.49463281e-10 -8.83264892e-04  2.80563807e-02 -8.87683131e-11 
 1.63000000e-04 -7.48421224e-10 -6.47889790e-04  2.81033575e-02 -6.49962244e-11 
 1.64000000e-04 -7.47317566e-10 -4.00234895e-04  2.81527772e-02 -3.99838951e-11 
 1.65000000e-04 -7.46149834e-10 -1.39993692e-04  2.82047004e-02 -1.37003666e-11 
 1.66000000e-04 -7.44915557e-10  1.33119426e-04  2.82591834e-02  1.38832105e-11 
 1.67000000e-04 -7.43612276e-10  4.19367496e-04  2.83162783e-02  4.27934046e-11 
 1.68000000e-04 -7.42237546e-10  7.18989527e-04  2.83760324e-02  7.30543571e-11 
 1.69000000e-04 -7.40788945e-10  1.03219930e-03  2.84384880e-02  1.04687663e-10 
 1.70000000e-04 -7.39264080e-10  1.35918443e-03  2.85036821e-02  1.37712272e-10 
 1.71000000e-04 -7.37660594e-10  1.70010568e-03  2.85716466e-02  1.72144424e-10 
 1.72000000e-04 -7.35976166e-10  2.05509656e-03  2.86424081e-02  2.07997607e-10 
 1.73000000e-04 -7.34208523e-10  2.42426325e-03  2.87159875e-02  2.45282545e-10 
 1.74000000e-04 -7.32355435e-10  2.80768469e-03  2.87924005e-02  2.84007214e-10 
 1.75000000e-04 -7.30414726e-10  3.20541299e-03  2.88716575e-02  3.24176879e-10 
 1.76000000e-04 -7.28384273e-10  3.61747406e-03  2.89537637e-02  3.65794160e-10 
 1.77000000e-04 -7.26262006e-10  4.04386847e-03  2.90387192e-02  4.08859115e-10 
 1.78000000e-04 -7.24045915e-10  4.48457245e-03  2.91265195e-02  4.53369344e-10 
 1.79000000e-04 -7.21734048e-10  4.93953906e-03  2.92171552e-02  4.99320111e-10 
 1.80000000e-04 -7.19324508e-10  5.40869957e-03  2.93106127e-02  5.46704472e-10 
 1.81000000e-04 -7.16815461e-10  5.89196481e-03  2.94068743e-02  5.95513424e-10 
 1.82000000e-04 -7.14205127e-10  6.38922672e-03  2.95059185e-02  6.45736052e-10 
 1.83000000e-04 -7.11491788e-10  6.90035986e-03  2.96077203e-02  6.97359691e-10 
 1.84000000e-04 -7.08673778e-10  7.42522301e-03  2.97122517e-02  7.50370076e-10 
 1.85000000e-04 -7.05749488e-10  7.96366072e-03  2.98194815e-02  8.04751509e-10 
 1.86000000e-04 -7.02717365e-10  8.51550491e-03  2.99293761e-02  8.60487010e-10 
 1.87000000e-04 -6.99575904e-10  9.08057632e-03  3.00418997e-02  9.17558478e-10 
 1.88000000e-04 -6.96323653e-10  9.65868607e-03  3.01570144e-02  9.75946835e-10 
 1.89000000e-04 -6.92959209e-10  1.02496370e-02  3.02746807e-02  1.03563217e-09 
 1.90000000e-04 -6.89481214e-10  1.08532251e-02  3.03948574e-02  1.09659388e-09 
 1.91000000e-04 -6.85888356e-10  1.14692407e-02  3.05175025e-02  1.15881077e-09 
 1.92000000e-04 -6.82179365e-10  1.20974696e-02  3.06425727e-02  1.22226124e-09 
 1.93000000e-04 -6.78353014e-10  1.27376944e-02  3.07700241e-02  1.28692330e-09 
 1.94000000e-04 -6.74408112e-10  1.33896952e-02  3.08998123e-02  1.35277476e-09 
 1.95000000e-04 -6.70343509e-10  1.40532509e-02  3.10318923e-02  1.41979327e-09 
 1.96000000e-04 -6.66158087e-10  1.47281396e-02  3.11662193e-02  1.48795644e-09 
 1.97000000e-04 -6.61850764e-10  1.54141399e-02  3.13027480e-02  1.55724189e-09 
 1.98000000e-04 -6.57420490e-10  1.61110309e-02  3.14414334e-02  1.62762732e-09 
 1.99000000e-04 -6.52866246e-10  1.68185934e-02  3.15822308e-02  1.69909058e-09 
 2.00000000e-04 -6.48187041e-10  1.75366103e-02  3.17250957e-02  1.77160975e-09 
 2.01000000e-04 -6.43381913e-10  1.82648668e-02  3.18699838e-02  1.84516314e-09 
 2.02000000e-04 -6.38449925e-10  1.90031511e-02  3.20168515e-02  1.91972934e-09 
 2.03000000e-04 -6.33390167e-10  1.97512546e-02  3.21656556e-02  1.99528730e-09 
 2.04000000e-04 -6.28201751e-10  2.05089723e-02  3.23163536e-02  2.07181631e-09 
 2.05000000e-04 -6.22883815e-10  2.12761029e-02  3.24689033e-02  2.14929602e-09 
 2.06000000e-04 -6.17435515e-10  2.20524492e-02  3.26232635e-02  2.22770653e-09 
 2.07000000e-04 -6.11856030e-10  2.28378179e-02  3.27793934e-02  2.30702832e-09 
 2.08000000e-04 -6.06144559e-10  2.36320203e-02  3.29372530e-02  2.38724231e-09 
 2.09000000e-04 -6.00300319e-10  2.44348719e-02  3.30968029e-02  2.46832988e-09 
 2.10000000e-04 -5.94322546e-10  2.52461925e-02  3.32580045e-02  2.55027284e-09 
 2.11000000e-04 -5.88210494e-10  2.60658067e-02  3.34208195e-02  2.63305345e-09 
 2.12000000e-04 -5.81963430e-10  2.68935433e-02  3.35852108e-02  2.71665443e-09 
 2.13000000e-04 -5.75580643e-10  2.77292357e-02  3.37511414e-02  2.80105896e-09 
 2.14000000e-04 -5.69061432e-10  2.85727218e-02  3.39185752e-02  2.88625066e-09 
 2.15000000e-04 -5.62405113e-10  2.94238440e-02  3.40874765e-02  2.97221360e-09 
 2.16000000e-04 -5.55611016e-10  3.02824488e-02  3.42578103e-02  3.05893229e-09 
 2.17000000e-04 -5.48678484e-10  3.11483874e-02  3.44295420e-02  3.14639170e-09 
 2.18000000e-04 -5.41606875e-10  3.20215150e-02  3.46026373e-02  3.23457720e-09 
 2.19000000e-04 -5.34395558e-10  3.29016911e-02  3.47770625e-02  3.32347461e-09 
 2.20000000e-04 -5.27043913e-10  3.37887793e-02  3.49527842e-02  3.41307014e-09 
 2.21000000e-04 -5.19551334e-10  3.46826472e-02  3.51297691e-02  3.50335042e-09 
 2.22000000e-04 -5.11917226e-10  3.55831663e-02  3.53079844e-02  3.59430249e-09 
 2.23000000e-04 -5.04141004e-10  3.64902122e-02  3.54873972e-02  3.68591374e-09 
 2.24000000e-04 -4.96222093e-10  3.74036637e-02  3.56679749e-02  3.77817198e-09 
 2.25000000e-04 -4.88159930e-10  3.83234039e-02  3.58496847e-02  3.87106537e-09 
 2.26000000e-04 -4.79953961e-10  3.92493189e-02  3.60324938e-02  3.96458242e-09 
 2.27000000e-04 -4.71603642e-10  4.01812986e-02  3.62163695e-02  4.05871200e-09 
 2.28000000e-04 -4.63108438e-10  4.11192360e-02  3.64012783e-02  4.15344331e-09 
 2.29000000e-04 -4.54467821e-10  4.20630276e-02  3.65871870e-02  4.24876590e-09 
 2.30000000e-04 -4.45681277e-10  4.30125729e-02  3.67740615e-02  4.34466960e-09 
 2.31000000e-04 -4.36748294e-10  4.39677745e-02  3.69618674e-02  4.44114459e-09 
 2.32000000e-04 -4.27668373e-10  4.49285379e-02  3.71505696e-02  4.53818133e-09 
 2.33000000e-04 -4.18441020e-10  4.58947716e-02  3.73401321e-02  4.63577056e-09 
 2.34000000e-04 -4.09065751e-10  4.68663868e-02  3.75305184e-02  4.73390332e-09 
 2.35000000e-04 -3.99542089e-10  4.78432974e-02  3.77216905e-02  4.83257092e-09 
 2.36000000e-04 -3.89869563e-10  4.88254199e-02  3.79136098e-02  4.93176492e-09 
 2.37000000e-04 -3.80047710e-10  4.98126734e-02  3.81062360e-02  5.03147714e-09 
 2.38000000e-04 -3.70076075e-10  5.08049793e-02  3.82995276e-02  5.13169965e-09 
 2.39000000e-04 -3.59954207e-10  5.18022615e-02  3.84934416e-02  5.23242476e-09 
 2.40000000e-04 -3.49681664e-10  5.28044460e-02  3.86879331e-02  5.33364501e-09 
 2.41000000e-04 -3.39258009e-10  5.38114612e-02  3.88829556e-02  5.43535315e-09 
 2.42000000e-04 -3.28682812e-10  5.48232376e-02  3.90784605e-02  5.53754216e-09 
 2.43000000e-04 -3.17955650e-10  5.58397075e-02  3.92743969e-02  5.64020522e-09 
 2.44000000e-04 -3.07076104e-10  5.68608055e-02  3.94707117e-02  5.74333572e-09 
 2.45000000e-04 -2.96043760e-10  5.78864681e-02  3.96673495e-02  5.84692722e-09 
 2.46000000e-04 -2.84858213e-10  5.89166333e-02  3.98642520e-02  5.95097350e-09 
 2.47000000e-04 -2.73519061e-10  5.99512414e-02  4.00613583e-02  6.05546849e-09 
 2.48000000e-04 -2.62025908e-10  6.09902341e-02  4.02586045e-02  6.16040633e-09 
 2.49000000e-04 -2.50378363e-10  6.20335549e-02  4.04559238e-02  6.26578129e-09 
 2.50000000e-04 -2.38576040e-10  6.30811487e-02  4.06532463e-02  6.37158784e-09 
 2.51000000e-04 -2.26618559e-10  6.41329624e-02  4.08504986e-02  6.47782057e-09 
 2.52000000e-04 -2.14505542e-10  6.51889439e-02  4.10476043e-02  6.58447426e-09 
 2.53000000e-04 -2.02236620e-10  6.62490430e-02  4.12444835e-02  6.69154381e-09 
 2.54000000e-04 -1.89811425e-10  6.73132106e-02  4.14410532e-02  6.79902428e-09 
 2.55000000e-04 -1.77229596e-10  6.83813991e-02  4.16372267e-02  6.90691085e-09 
 2.56000000e-04 -1.64490774e-10  6.94535623e-02  4.18329144e-02  7.01519886e-09 
 2.57000000e-04 -1.51594606e-10  7.05296550e-02  4.20280235e-02  7.12388374e-09 
 2.58000000e-04 -1.38540744e-10  7.16096335e-02  4.22224580e-02  7.23296108e-09 
 2.59000000e-04 -1.25328841e-10  7.26934551e-02  4.24161196e-02  7.34242657e-09 
 2.60000000e-04 -1.11958557e-10  7.37810784e-02  4.26089071e-02  7.45227603e-09 
 2.61000000e-04 -9.84295557e-11  7.48724631e-02  4.28007175e-02  7.56250537e-09 
 2.62000000e-04 -8.47415025e-11  7.59675698e-02  4.29914458e-02  7.67311063e-09 
 2.63000000e-04 -7.08940685e-11  7.70663603e-02  4.31809860e-02  7.78408795e-09 
 2.64000000e-04 -5.68869280e-11  7.81687974e-02  4.33692310e-02  7.89543357e-09 
 2.65000000e-04 -4.27197588e-11  7.92748448e-02  4.35560737e-02  8.00714382e-09 
 2.66000000e-04 -2.83922424e-11  8.03844673e-02  4.37414073e-02  8.11921514e-09 
 2.67000000e-04 -1.39040635e-11  8.14976303e-02  4.39251260e-02  8.23164404e-09 
 2.68000000e-04  7.45089496e-13  8.26143003e-02  4.41071258e-02  8.34442716e-09 
 2.69000000e-04  1.55555250e-11  8.37344447e-02  4.42873049e-02  8.45756117e-09 
 2.70000000e-04  3.05275482e-11  8.48580317e-02  4.44655648e-02  8.57104288e-09 
 2.71000000e-04  4.56614610e-11  8.59850301e-02  4.46418104e-02  8.68486913e-09 
 2.72000000e-04  6.09575623e-11  8.71154097e-02  4.48159513e-02  8.79903687e-09 
 2.73000000e-04  7.64161478e-11  8.82491409e-02  4.49879021e-02  8.91354312e-09 
 2.74000000e-04  9.20375103e-11  8.93861950e-02  4.51575828e-02  9.02838498e-09 
 2.75000000e-04  1.07821940e-10  9.05265438e-02  4.53249198e-02  9.14355959e-09 
 2.76000000e-04  1.23769723e-10  9.16701600e-02  4.54898458e-02  9.25906419e-09 
 2.77000000e-04  1.39881143e-10  9.28170167e-02  4.56523005e-02  9.37489608e-09 
 2.78000000e-04  1.56156483e-10  9.39670879e-02  4.58122310e-02  9.49105262e-09 
 2.79000000e-04  1.72596021e-10  9.51203480e-02  4.59695916e-02  9.60753123e-09 
 2.80000000e-04  1.89200032e-10  9.62767721e-02  4.61243441e-02  9.72432940e-09 
 2.81000000e-04  2.05968790e-10  9.74363359e-02  4.62764578e-02  9.84144467e-09 
 2.82000000e-04  2.22902565e-10  9.85990157e-02  4.64259097e-02  9.95887465e-09 
