 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.74444445e-14  0.00000000e+00  0.00000000e+00 
 2.00000000e-07  6.71044190e-04  2.00000000e-07  6.71043251e-04  2.00000000e-07  6.71043251e-10  2.00000000e-07  2.74444449e-14  2.00000000e-07  4.50299044e-13 
 4.00000000e-07  1.34208838e-03  4.00000000e-07  1.34208650e-03  4.00000000e-07  1.34208650e-09  4.00000000e-07  2.74444441e-14  4.00000000e-07  1.80119617e-12 
 8.00000000e-07  2.68417672e-03  8.00000000e-07  2.68417296e-03  8.00000000e-07  2.68417296e-09  8.00000000e-07  2.74444406e-14  8.00000000e-07  7.20478450e-12 
 1.60000000e-06  5.36835320e-03  1.60000000e-06  5.36834569e-03  1.60000000e-06  5.36834569e-09  1.60000000e-06  2.74444340e-14  1.60000000e-06  2.88191354e-11 
 3.20000000e-06  1.07367044e-02  3.20000000e-06  1.07366894e-02  3.20000000e-06  1.07366894e-08  3.20000000e-06  2.74444668e-14  3.20000000e-06  1.15276500e-10 
 6.40000000e-06  2.14733933e-02  6.40000000e-06  2.14733632e-02  6.40000000e-06  2.14733632e-08  6.40000000e-06  2.74444212e-14  6.40000000e-06  4.61105328e-10 
 1.28000000e-05  4.29466615e-02  1.28000000e-05  4.29466014e-02  1.28000000e-05  4.29466014e-08  1.28000000e-05  2.74444674e-14  1.28000000e-05  1.84441057e-09 
 2.56000000e-05  8.58923231e-02  2.56000000e-05  8.58922028e-02  2.56000000e-05  8.58922028e-08  2.56000000e-05  2.74444219e-14  2.56000000e-05  7.37747050e-09 
 4.56000000e-05  1.52990540e-01  4.56000000e-05  1.52990326e-01  4.56000000e-05  1.52990326e-07  4.56000000e-05  2.74444677e-14  4.56000000e-05  2.34060398e-08 
 6.56000000e-05  2.20080059e-01  6.56000000e-05  2.20079751e-01  6.56000000e-05  2.20079751e-07  6.56000000e-05  2.74444216e-14  6.56000000e-05  4.84350969e-08 
 8.56000000e-05  2.87157068e-01  8.56000000e-05  2.87156666e-01  8.56000000e-05  2.87156666e-07  8.56000000e-05  2.74444677e-14  8.56000000e-05  8.24589506e-08 
 1.05600000e-04  3.54217751e-01  1.05600000e-04  3.54217255e-01  1.05600000e-04  3.54217255e-07  1.05600000e-04  2.74444216e-14  1.05600000e-04  1.25469864e-07 
 1.25600000e-04  4.21258298e-01  1.25600000e-04  4.21257709e-01  1.25600000e-04  4.21257709e-07  1.25600000e-04  2.74444677e-14  1.25600000e-04  1.77458057e-07 
 1.45600000e-04  4.88274897e-01  1.45600000e-04  4.88274214e-01  1.45600000e-04  4.88274214e-07  1.45600000e-04  2.74444216e-14  1.45600000e-04  2.38411708e-07 
 1.65600000e-04  5.55263739e-01  1.65600000e-04  5.55262961e-01  1.65600000e-04  5.55262961e-07  1.65600000e-04  2.74444677e-14  1.65600000e-04  3.08316956e-07 
 1.85600000e-04  6.22221014e-01  1.85600000e-04  6.22220143e-01  1.85600000e-04  6.22220143e-07  1.85600000e-04  2.74444216e-14  1.85600000e-04  3.87157906e-07 
 2.05600000e-04  6.89142917e-01  2.05600000e-04  6.89141952e-01  2.05600000e-04  6.89141952e-07  2.05600000e-04  2.74444677e-14  2.05600000e-04  4.74916630e-07 
 2.25600000e-04  7.56025642e-01  2.25600000e-04  7.56024584e-01  2.25600000e-04  7.56024584e-07  2.25600000e-04  2.74444216e-14  2.25600000e-04  5.71573172e-07 
 2.45600000e-04  8.22865389e-01  2.45600000e-04  8.22864237e-01  2.45600000e-04  8.22864237e-07  2.45600000e-04  2.74444677e-14  2.45600000e-04  6.77105553e-07 
 2.65600000e-04  8.89658358e-01  2.65600000e-04  8.89657112e-01  2.65600000e-04  8.89657112e-07  2.65600000e-04  2.74444216e-14  2.65600000e-04  7.91489777e-07 
 2.85600000e-04  9.56400750e-01  2.85600000e-04  9.56399411e-01  2.85600000e-04  9.56399411e-07  2.85600000e-04  2.74444677e-14  2.85600000e-04  9.14699833e-07 
 3.05600000e-04  1.02308877e+00  3.05600000e-04  1.02308734e+00  3.05600000e-04  1.02308734e-06  3.05600000e-04  2.74444216e-14  3.05600000e-04  1.04670770e-06 
 3.25600000e-04  1.08971863e+00  3.25600000e-04  1.08971711e+00  3.25600000e-04  1.08971711e-06  3.25600000e-04  2.74444677e-14  3.25600000e-04  1.18748337e-06 
 3.45600000e-04  1.15628654e+00  3.45600000e-04  1.15628493e+00  3.45600000e-04  1.15628493e-06  3.45600000e-04  2.74444216e-14  3.45600000e-04  1.33699483e-06 
 3.65600000e-04  1.22278872e+00  3.65600000e-04  1.22278701e+00  3.65600000e-04  1.22278701e-06  3.65600000e-04  2.74444677e-14  3.65600000e-04  1.49520808e-06 
 3.85600000e-04  1.28922139e+00  3.85600000e-04  1.28921958e+00  3.85600000e-04  1.28921958e-06  3.85600000e-04  2.74444216e-14  3.85600000e-04  1.66208713e-06 
