 0.00000000e+00  9.92914487e-10  0.00000000e+00  4.09139987e-11  0.00000000e+00  1.35999661e-10  0.00000000e+00  2.99199253e-11  0.00000000e+00  4.99994990e+00  0.00000000e+00  3.34192453e+00  0.00000000e+00  1.80000000e+01 
 5.00000000e-08  9.92914506e-10  5.00000000e-08  4.09139985e-11  5.00000000e-08  1.35999663e-10  5.00000000e-08  2.99199253e-11  5.00000000e-08  4.99994990e+00  5.00000000e-08  3.34192453e+00  5.00000000e-08  1.80000000e+01 
 1.00000000e-07  9.92914506e-10  1.00000000e-07  4.09139985e-11  1.00000000e-07  1.35999663e-10  1.00000000e-07  2.99199253e-11  1.00000000e-07  4.99994990e+00  1.00000000e-07  3.34192453e+00  1.00000000e-07  1.80000000e+01 
 2.00000000e-07  9.92914604e-10  2.00000000e-07  4.09140026e-11  2.00000000e-07  1.35999684e-10  2.00000000e-07  2.99199253e-11  2.00000000e-07  4.99994990e+00  2.00000000e-07  3.34192453e+00  2.00000000e-07  1.80000000e+01 
 4.00000000e-07  9.92914465e-10  4.00000000e-07  4.09139997e-11  4.00000000e-07  1.35999666e-10  4.00000000e-07  2.99199253e-11  4.00000000e-07  4.99994990e+00  4.00000000e-07  3.34192453e+00  4.00000000e-07  1.80000000e+01 
 8.00000000e-07  9.92914508e-10  8.00000000e-07  4.09140000e-11  8.00000000e-07  1.35999666e-10  8.00000000e-07  2.99199253e-11  8.00000000e-07  4.99994990e+00  8.00000000e-07  3.34192453e+00  8.00000000e-07  1.80000000e+01 
 1.60000000e-06  9.92914519e-10  1.60000000e-06  4.09140000e-11  1.60000000e-06  1.35999666e-10  1.60000000e-06  2.99199254e-11  1.60000000e-06  4.99994990e+00  1.60000000e-06  3.34192453e+00  1.60000000e-06  1.80000000e+01 
 3.20000000e-06  9.92914472e-10  3.20000000e-06  4.09139981e-11  3.20000000e-06  1.35999659e-10  3.20000000e-06  2.99199254e-11  3.20000000e-06  4.99994990e+00  3.20000000e-06  3.34192453e+00  3.20000000e-06  1.80000000e+01 
 6.40000000e-06  9.92914499e-10  6.40000000e-06  4.09139992e-11  6.40000000e-06  1.35999662e-10  6.40000000e-06  2.99199254e-11  6.40000000e-06  4.99994990e+00  6.40000000e-06  3.34192453e+00  6.40000000e-06  1.80000000e+01 
 1.14000000e-05  9.92914479e-10  1.14000000e-05  4.09139983e-11  1.14000000e-05  1.35999659e-10  1.14000000e-05  2.99199254e-11  1.14000000e-05  4.99994990e+00  1.14000000e-05  3.34192453e+00  1.14000000e-05  1.80000000e+01 
 1.64000000e-05  9.92914503e-10  1.64000000e-05  4.09139994e-11  1.64000000e-05  1.35999663e-10  1.64000000e-05  2.99199254e-11  1.64000000e-05  4.99994990e+00  1.64000000e-05  3.34192453e+00  1.64000000e-05  1.80000000e+01 
 2.14000000e-05  9.92914475e-10  2.14000000e-05  4.09139981e-11  2.14000000e-05  1.35999659e-10  2.14000000e-05  2.99199254e-11  2.14000000e-05  4.99994990e+00  2.14000000e-05  3.34192453e+00  2.14000000e-05  1.80000000e+01 
 2.64000000e-05  9.92914503e-10  2.64000000e-05  4.09139994e-11  2.64000000e-05  1.35999663e-10  2.64000000e-05  2.99199254e-11  2.64000000e-05  4.99994990e+00  2.64000000e-05  3.34192453e+00  2.64000000e-05  1.80000000e+01 
 3.14000000e-05  9.92914475e-10  3.14000000e-05  4.09139981e-11  3.14000000e-05  1.35999659e-10  3.14000000e-05  2.99199254e-11  3.14000000e-05  4.99994990e+00  3.14000000e-05  3.34192453e+00  3.14000000e-05  1.80000000e+01 
 3.64000000e-05  9.92914503e-10  3.64000000e-05  4.09139994e-11  3.64000000e-05  1.35999663e-10  3.64000000e-05  2.99199254e-11  3.64000000e-05  4.99994990e+00  3.64000000e-05  3.34192453e+00  3.64000000e-05  1.80000000e+01 
 4.14000000e-05  9.92914475e-10  4.14000000e-05  4.09139981e-11  4.14000000e-05  1.35999659e-10  4.14000000e-05  2.99199254e-11  4.14000000e-05  4.99994990e+00  4.14000000e-05  3.34192453e+00  4.14000000e-05  1.80000000e+01 
 4.64000000e-05  9.92914503e-10  4.64000000e-05  4.09139994e-11  4.64000000e-05  1.35999663e-10  4.64000000e-05  2.99199254e-11  4.64000000e-05  4.99994990e+00  4.64000000e-05  3.34192453e+00  4.64000000e-05  1.80000000e+01 
 5.14000000e-05  9.92914475e-10  5.14000000e-05  4.09139981e-11  5.14000000e-05  1.35999659e-10  5.14000000e-05  2.99199254e-11  5.14000000e-05  4.99994990e+00  5.14000000e-05  3.34192453e+00  5.14000000e-05  1.80000000e+01 
 5.64000000e-05  9.92914503e-10  5.64000000e-05  4.09139994e-11  5.64000000e-05  1.35999663e-10  5.64000000e-05  2.99199254e-11  5.64000000e-05  4.99994990e+00  5.64000000e-05  3.34192453e+00  5.64000000e-05  1.80000000e+01 
 6.14000000e-05  9.92914475e-10  6.14000000e-05  4.09139981e-11  6.14000000e-05  1.35999659e-10  6.14000000e-05  2.99199254e-11  6.14000000e-05  4.99994990e+00  6.14000000e-05  3.34192453e+00  6.14000000e-05  1.80000000e+01 
 6.64000000e-05  9.92914503e-10  6.64000000e-05  4.09139994e-11  6.64000000e-05  1.35999663e-10  6.64000000e-05  2.99199254e-11  6.64000000e-05  4.99994990e+00  6.64000000e-05  3.34192453e+00  6.64000000e-05  1.80000000e+01 
 7.14000000e-05  9.92914475e-10  7.14000000e-05  4.09139981e-11  7.14000000e-05  1.35999659e-10  7.14000000e-05  2.99199254e-11  7.14000000e-05  4.99994990e+00  7.14000000e-05  3.34192453e+00  7.14000000e-05  1.80000000e+01 
