 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.80392157e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.74444445e-14  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.60000000e+00 
 2.00000000e-08  9.57557441e-05  2.00000000e-08  9.80392157e-02  2.00000000e-08  2.00000000e-08  2.00000000e-08  7.23821934e-11  2.00000000e-08  4.99188240e-05  2.00000000e-08  4.41452556e-02  2.00000000e-08  4.60000000e+00  2.00000000e-08  4.60000000e+00 
 2.42316790e-08  1.16016123e-04  2.42316790e-08  9.80392157e-02  2.42316790e-08  2.42316790e-08  2.42316790e-08  6.04808460e-05  2.42316790e-08  6.04808460e-05  2.42316790e-08  5.72918959e-02  2.42316790e-08  4.60000000e+00  2.42316790e-08  4.60000000e+00 
 3.26950371e-08  1.56536880e-04  3.26950371e-08  9.80392157e-02  3.26950371e-08  3.26950371e-08  3.26950371e-08  8.16048901e-05  3.26950371e-08  8.16048901e-05  3.26950371e-08  7.15425746e-02  3.26950371e-08  4.60000000e+00  3.26950371e-08  4.60000000e+00 
 4.64418500e-08  2.22353695e-04  4.64418500e-08  9.80392157e-02  4.64418500e-08  4.64418500e-08  4.64418500e-08  1.15916127e-04  4.64418500e-08  1.15916127e-04  4.64418500e-08  7.91502684e-02  4.64418500e-08  4.60000000e+00  4.64418500e-08  4.60000000e+00 
 6.14798523e-08  2.94352450e-04  6.14798523e-08  9.80392157e-02  6.14798523e-08  6.14798523e-08  6.14798523e-08  1.53450096e-04  6.14798523e-08  1.53450096e-04  6.14798523e-08  8.00301712e-02  6.14798523e-08  4.60000000e+00  6.14798523e-08  4.60000000e+00 
 8.04334811e-08  3.85098392e-04  8.04334811e-08  9.80392157e-02  8.04334811e-08  8.04334811e-08  8.04334811e-08  2.00757239e-04  8.04334811e-08  2.00757239e-04  8.04334811e-08  7.93383100e-02  8.04334811e-08  4.60000000e+00  8.04334811e-08  4.60000000e+00 
 1.07807386e-07  5.16158825e-04  1.07807386e-07  9.80392157e-02  1.07807386e-07  1.07807386e-07  1.07807386e-07  2.69080897e-04  1.07807386e-07  2.69080897e-04  1.07807386e-07  7.85257690e-02  1.07807386e-07  4.60000000e+00  1.07807386e-07  4.60000000e+00 
 1.62555197e-07  7.78279693e-04  1.62555197e-07  9.80392157e-02  1.62555197e-07  1.62555197e-07  1.62555197e-07  4.05728214e-04  1.62555197e-07  4.05728214e-04  1.62555197e-07  7.82621113e-02  1.62555197e-07  4.60000000e+00  1.62555197e-07  4.60000000e+00 
 2.72050819e-07  1.30252143e-03  2.72050819e-07  9.80392157e-02  2.72050819e-07  2.72050819e-07  2.72050819e-07  6.79022845e-04  2.72050819e-07  6.79022845e-04  2.72050819e-07  7.83304924e-02  2.72050819e-07  4.60000000e+00  2.72050819e-07  4.60000000e+00 
 4.38730084e-07  2.10054627e-03  4.38730084e-07  9.80392157e-02  4.38730084e-07  4.38730084e-07  4.38730084e-07  1.09504449e-03  4.38730084e-07  1.09504449e-03  4.38730084e-07  7.83631284e-02  4.38730084e-07  4.60000000e+00  4.38730084e-07  4.60000000e+00 
 7.72088615e-07  3.69659594e-03  7.72088615e-07  9.80392157e-02  7.72088615e-07  7.72088615e-07  7.72088615e-07  1.92708776e-03  7.72088615e-07  1.92708776e-03  7.72088615e-07  7.83638341e-02  7.72088615e-07  4.60000000e+00  7.72088615e-07  4.60000000e+00 
 1.43880568e-06  6.88869507e-03  1.43880568e-06  9.80392157e-02  1.43880568e-06  1.43880567e-06  1.43880568e-06  3.59117419e-03  1.43880568e-06  3.59117419e-03  1.43880568e-06  7.83628853e-02  1.43880568e-06  4.60000000e+00  1.43880568e-06  4.60000000e+00 
 2.77223980e-06  1.32728918e-02  2.77223980e-06  9.80392157e-02  2.77223980e-06  2.77223979e-06  2.77223980e-06  6.91934627e-03  2.77223980e-06  6.91934627e-03  2.77223980e-06  7.83628470e-02  2.77223980e-06  4.60000000e+00  2.77223980e-06  4.60000000e+00 
 4.77223980e-06  2.28484563e-02  4.77223980e-06  9.80392157e-02  4.77223980e-06  4.77223978e-06  4.77223980e-06  1.19112235e-02  4.77223980e-06  1.19112235e-02  4.77223980e-06  7.83628542e-02  4.77223980e-06  4.60000000e+00  4.77223980e-06  4.60000000e+00 
 6.77223980e-06  3.24240078e-02  6.77223980e-06  9.80392157e-02  6.77223980e-06  6.77223975e-06  6.77223980e-06  1.69030940e-02  6.77223980e-06  1.69030940e-02  6.77223980e-06  7.83628544e-02  6.77223980e-06  4.60000000e+00  6.77223980e-06  4.60000000e+00 
 8.77223980e-06  4.19995409e-02  8.77223980e-06  9.80392157e-02  8.77223980e-06  8.77223972e-06  8.77223980e-06  2.18949548e-02  8.77223980e-06  2.18949548e-02  8.77223980e-06  7.83628544e-02  8.77223980e-06  4.60000000e+00  8.77223980e-06  4.60000000e+00 
 1.07722398e-05  5.15750501e-02  1.07722398e-05  9.80392157e-02  1.07722398e-05  1.07722397e-05  1.07722398e-05  2.68868032e-02  1.07722398e-05  2.68868032e-02  1.07722398e-05  7.83628544e-02  1.07722398e-05  4.60000000e+00  1.07722398e-05  4.60000000e+00 
 1.27722398e-05  6.11505300e-02  1.27722398e-05  9.80392157e-02  1.27722398e-05  1.27722396e-05  1.27722398e-05  3.18786363e-02  1.27722398e-05  3.18786363e-02  1.27722398e-05  7.83628544e-02  1.27722398e-05  4.60000000e+00  1.27722398e-05  4.60000000e+00 
 1.47722398e-05  7.07259751e-02  1.47722398e-05  9.80392157e-02  1.47722398e-05  1.47722396e-05  1.47722398e-05  3.68704513e-02  1.47722398e-05  3.68704513e-02  1.47722398e-05  7.83628544e-02  1.47722398e-05  4.60000000e+00  1.47722398e-05  4.60000000e+00 
 1.67722398e-05  8.03013800e-02  1.67722398e-05  9.80392157e-02  1.67722398e-05  1.67722395e-05  1.67722398e-05  4.18622454e-02  1.67722398e-05  4.18622454e-02  1.67722398e-05  7.83628544e-02  1.67722398e-05  4.60000000e+00  1.67722398e-05  4.60000000e+00 
