 0.00000000e+00  1.13910836e-09  0.00000000e+00  1.13863940e-09  0.00000000e+00 -4.80764737e-14  0.00000000e+00  7.00000000e+01 
 6.56000000e-05  1.13881171e-09  6.56000000e-05  1.13972742e-09  6.56000000e-05  1.16082979e-13  6.56000000e-05  7.00000000e+01 
 2.65600000e-04  1.13959508e-09  2.65600000e-04  1.14036069e-09  2.65600000e-04 -3.13768109e-13  2.65600000e-04  7.00000000e+01 
 4.65600000e-04  1.13908705e-09  4.65600000e-04  1.13966170e-09  4.65600000e-04 -1.88275665e-13  4.65600000e-04  7.00000000e+01 
 6.65600000e-04  1.13925669e-09  6.65600000e-04  1.13857634e-09  6.65600000e-04 -1.79059729e-13  6.65600000e-04  7.00000000e+01 
 8.65600000e-04  1.13946808e-09  8.65600000e-04  1.13770771e-09  8.65600000e-04  1.68339897e-13  8.65600000e-04  7.00000000e+01 
 1.00001226e-03 -3.03932968e-09  1.00001226e-03 -3.87508603e-09  1.00001226e-03  1.74766444e-04  1.00001226e-03  7.00268328e+01 
 1.00012554e-03 -1.10164726e-06  1.00012554e-03 -1.32220248e-06  1.00012554e-03  2.85143554e-03  1.00012554e-03  7.04221919e+01 
 1.00128373e-03  7.82879954e-04  1.00128373e-03  9.39452780e-04  1.00128373e-03  2.03797490e-02  1.00128373e-03  2.47705500e+01 
 1.02432730e-03  5.38739024e-02  1.02432730e-03  6.46870256e-02  1.02432730e-03  2.06667687e-02  1.02432730e-03  8.46735438e-04 
 1.22432730e-03  4.93701165e-01  1.22432730e-03  5.95778422e-01  1.22432730e-03  2.06667596e-02  1.22432730e-03  1.05694885e-02 
 1.42432730e-03  8.92953063e-01  1.42432730e-03  1.08283828e+00  1.42432730e-03  2.06667505e-02  1.42432730e-03  1.94980256e-02 
 1.62432730e-03  1.25537275e+00  1.62432730e-03  1.52951707e+00  1.62432730e-03  2.06667414e-02  1.62432730e-03  2.76964996e-02 
 1.82432730e-03  1.58435806e+00  1.82432730e-03  1.93916262e+00  1.82432730e-03  2.06667323e-02  1.82432730e-03  3.52238663e-02 
 2.02432730e-03  1.88299341e+00  2.02432730e-03  2.31484522e+00  2.02432730e-03  2.06667232e-02  2.02432730e-03  4.21344346e-02 
