 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.54349935e-39  0.00000000e+00  1.14048149e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.36009999e-10 
 2.00000000e-07  0.00000000e+00  2.00000000e-07  0.00000000e+00  2.00000000e-07  6.76253992e-11  2.00000000e-07  1.14047083e-09  2.00000000e-07  7.23821933e-10  2.00000000e-07  1.36009990e-10 
 4.00000000e-07  0.00000000e+00  4.00000000e-07  0.00000000e+00  4.00000000e-07  1.06883521e-10  4.00000000e-07  1.14045662e-09  4.00000000e-07  1.44764386e-09  4.00000000e-07  1.36009991e-10 
 8.00000000e-07  0.00000000e+00  8.00000000e-07  0.00000000e+00  8.00000000e-07  1.14564908e-10  8.00000000e-07  1.14042464e-09  8.00000000e-07  2.89528769e-09  8.00000000e-07  1.36009991e-10 
 1.60000000e-06  0.00000000e+00  1.60000000e-06  0.00000000e+00  1.60000000e-06  1.44071935e-10  1.60000000e-06  1.14035359e-09  1.60000000e-06  5.79057512e-09  1.60000000e-06  1.36009999e-10 
 3.20000000e-06  0.00000000e+00  3.20000000e-06  0.00000000e+00  3.20000000e-06  2.17053705e-10  3.20000000e-06  1.14014753e-09  3.20000000e-06  1.15811481e-08  3.20000000e-06  1.36009999e-10 
 6.40000000e-06  0.00000000e+00  6.40000000e-06  0.00000000e+00  6.40000000e-06  3.46085229e-10  6.40000000e-06  1.13945475e-09  6.40000000e-06  2.31622794e-08  6.40000000e-06  1.36009998e-10 
 1.28000000e-05  0.00000000e+00  1.28000000e-05  0.00000000e+00  1.28000000e-05 -1.97397218e-10  1.28000000e-05  1.13873000e-09  1.28000000e-05  4.63244240e-08  1.28000000e-05  1.36009999e-10 
 2.56000000e-05  0.00000000e+00  2.56000000e-05  0.00000000e+00  2.56000000e-05 -7.14394019e-10  2.56000000e-05  1.14328813e-09  2.56000000e-05  9.26477693e-08  2.56000000e-05  1.36009998e-10 
 4.56000000e-05  0.00000000e+00  4.56000000e-05  0.00000000e+00  4.56000000e-05  1.31852996e-09  4.56000000e-05  1.14068754e-09  4.56000000e-05  1.65023273e-07  4.56000000e-05  1.36010000e-10 
 6.56000000e-05  0.00000000e+00  6.56000000e-05  0.00000000e+00  6.56000000e-05 -1.27972913e-09  6.56000000e-05  1.13950449e-09  6.56000000e-05  2.37389395e-07  6.56000000e-05  1.36009998e-10 
 8.56000000e-05  0.00000000e+00  8.56000000e-05  0.00000000e+00  8.56000000e-05  9.16033259e-10  8.56000000e-05  1.14251719e-09  8.56000000e-05  3.09742021e-07  8.56000000e-05  1.36009999e-10 
 1.05600000e-04  0.00000000e+00  1.05600000e-04  0.00000000e+00  1.05600000e-04 -3.71057954e-10  1.05600000e-04  1.13859500e-09  1.05600000e-04  3.82077040e-07  1.05600000e-04  1.36009999e-10 
 1.25600000e-04  0.00000000e+00  1.25600000e-04  0.00000000e+00  1.25600000e-04 -1.28856055e-10  1.25600000e-04  1.14148335e-09  1.25600000e-04  4.54390337e-07  1.25600000e-04  1.36009999e-10 
