 0.00000000e+00  3.99703489e-06  0.00000000e+00  7.99705268e-07  0.00000000e+00  3.99703489e-06  0.00000000e+00 -3.39050545e-01 
 5.96000000e-09  3.99703489e-06  5.96000000e-09  7.99705268e-07  5.96000000e-09  3.99703489e-06  5.96000000e-09 -3.39050540e-01 
 7.00000000e-08  3.99703489e-06  7.00000000e-08  7.99705268e-07  7.00000000e-08  3.99703489e-06  7.00000000e-08 -3.39049817e-01 
 1.72050000e-07  3.99703489e-06  1.72050000e-07  7.99705268e-07  1.72050000e-07  3.99703489e-06  1.72050000e-07 -3.39046153e-01 
 3.72050000e-07  3.99703489e-06  3.72050000e-07  7.99705268e-07  3.72050000e-07  3.99703489e-06  3.72050000e-07 -3.39030093e-01 
 5.72050000e-07  3.99703489e-06  5.72050000e-07  7.99705268e-07  5.72050000e-07  3.99703489e-06  5.72050000e-07 -3.39002399e-01 
 7.72050000e-07  3.99703489e-06  7.72050000e-07  7.99705268e-07  7.72050000e-07  3.99703489e-06  7.72050000e-07 -3.38963218e-01 
 9.72050000e-07  3.99703489e-06  9.72050000e-07  7.99705268e-07  9.72050000e-07  3.99703489e-06  9.72050000e-07 -3.38912698e-01 
 1.17205000e-06  3.99703489e-06  1.17205000e-06  7.99705268e-07  1.17205000e-06  3.99703489e-06  1.17205000e-06 -3.38850982e-01 
 1.37205000e-06  3.99703489e-06  1.37205000e-06  7.99705268e-07  1.37205000e-06  3.99703489e-06  1.37205000e-06 -3.38778213e-01 
 1.57205000e-06  3.99703489e-06  1.57205000e-06  7.99705268e-07  1.57205000e-06  3.99703489e-06  1.57205000e-06 -3.38694531e-01 
 1.77205000e-06  3.99703489e-06  1.77205000e-06  7.99705268e-07  1.77205000e-06  3.99703489e-06  1.77205000e-06 -3.38600076e-01 
 1.97205000e-06  3.99703489e-06  1.97205000e-06  7.99705268e-07  1.97205000e-06  3.99703489e-06  1.97205000e-06 -3.38494984e-01 
 2.17205000e-06  3.99703489e-06  2.17205000e-06  7.99705268e-07  2.17205000e-06  3.99703489e-06  2.17205000e-06 -3.38379391e-01 
 2.37205000e-06  3.99703489e-06  2.37205000e-06  7.99705268e-07  2.37205000e-06  3.99703489e-06  2.37205000e-06 -3.38253429e-01 
 2.50325000e-06  3.99703489e-06  2.50325000e-06  7.99705268e-07  2.50325000e-06  3.99703489e-06  2.50325000e-06 -3.38165231e-01 
 2.56550000e-06  3.99703489e-06  2.56550000e-06  7.99705268e-07  2.56550000e-06  3.99703489e-06  2.56550000e-06 -3.38121853e-01 
 2.61205000e-06  3.99703489e-06  2.61205000e-06  7.99705268e-07  2.61205000e-06  3.99703489e-06  2.61205000e-06 -3.38088775e-01 
 2.81205000e-06  3.99703489e-06  2.81205000e-06  7.99705268e-07  2.81205000e-06  3.99703489e-06  2.81205000e-06 -3.37940466e-01 
 3.01205000e-06  3.99703489e-06  3.01205000e-06  7.99705268e-07  3.01205000e-06  3.99703489e-06  3.01205000e-06 -3.37782205e-01 
 3.21205000e-06  3.99703489e-06  3.21205000e-06  7.99705268e-07  3.21205000e-06  3.99703489e-06  3.21205000e-06 -3.37614118e-01 
 3.41205000e-06  3.99703489e-06  3.41205000e-06  7.99705268e-07  3.41205000e-06  3.99703489e-06  3.41205000e-06 -3.37436330e-01 
 3.61205000e-06  3.99703489e-06  3.61205000e-06  7.99705268e-07  3.61205000e-06  3.99703489e-06  3.61205000e-06 -3.37248965e-01 
 3.81205000e-06  3.99703489e-06  3.81205000e-06  7.99705268e-07  3.81205000e-06  3.99703489e-06  3.81205000e-06 -3.37052143e-01 
 4.01205000e-06  3.99703489e-06  4.01205000e-06  7.99705268e-07  4.01205000e-06  3.99703489e-06  4.01205000e-06 -3.36845985e-01 
 4.21205000e-06  3.99703489e-06  4.21205000e-06  7.99705268e-07  4.21205000e-06  3.99703489e-06  4.21205000e-06 -3.36630609e-01 
 4.41205000e-06  3.99703489e-06  4.41205000e-06  7.99705268e-07  4.41205000e-06  3.99703489e-06  4.41205000e-06 -3.36406132e-01 
