 5.00000000e-07 -1.75569085e-22  5.00000000e-07  3.73265251e-23  5.00000000e-07  4.01344238e-06 
 5.33281050e-07  1.46380960e-14  5.33281050e-07  1.46381063e-14  5.33281050e-07  4.01779633e-06 
 5.99843150e-07  4.69894131e-14  5.99843150e-07  4.69894660e-14  5.99843150e-07  4.02159951e-06 
 7.32967350e-07  1.26298661e-13  7.32967350e-07  1.26298953e-13  7.32967350e-07  4.02907473e-06 
 9.99215749e-07  3.49459153e-13  9.99215749e-07  3.49460761e-13  9.99215749e-07  4.04419854e-06 
 1.53171255e-06  1.10309754e-12  1.53171255e-06  1.10310718e-12  1.53171255e-06  4.07451200e-06 
 2.59670615e-06  4.23743629e-12  2.59670615e-06  4.23750500e-12  2.59670615e-06  4.13653529e-06 
 4.26815223e-06  1.53573347e-11  4.26815223e-06  1.53577436e-11  4.26815223e-06  4.23934829e-06 
 6.80136504e-06  5.41411788e-11  6.80136504e-06  5.41434161e-11  6.80136504e-06  4.41709017e-06 
 1.04788362e-05  1.85802363e-10  1.04788362e-05  1.85813764e-10  1.04788362e-05  4.75471565e-06 
 1.56716147e-05  6.38863834e-10  1.56716147e-05  6.38919709e-10  1.56716147e-05  5.52289020e-06 
 2.25742765e-05  2.22256053e-09  2.25742765e-05  2.22282153e-09  2.25742765e-05  7.62312350e-06 
 3.12031117e-05  8.07501151e-09  3.12031117e-05  8.07619532e-09  3.12031117e-05  1.44645795e-05 
 4.06015559e-05  2.83165618e-08  4.06015559e-05  2.83212977e-08  4.06015559e-05  3.70578473e-05 
 5.00000000e-05  9.26931959e-08  5.00000000e-05  9.27097431e-08  5.00000000e-05  1.08304342e-04 
 5.11399222e-05  1.06341176e-07  5.11399222e-05  1.06360241e-07  5.11399222e-05  1.23892334e-04 
 5.34197666e-05  1.38027843e-07  5.34197666e-05  1.38052694e-07  5.34197666e-05  1.62397144e-04 
 5.79794553e-05  2.37075331e-07  5.79794553e-05  2.37117945e-07  5.79794553e-05  2.80356255e-04 
 6.57259915e-05  6.18910260e-07  6.57259915e-05  6.19021738e-07  6.57259915e-05  7.13792194e-04 
 7.51753131e-05  2.00341323e-06  7.51753131e-05  2.00378204e-06  7.51753131e-05  2.22513942e-03 
 8.60783498e-05  7.55095942e-06  8.60783498e-05  7.55240998e-06  8.60783498e-05  7.96072211e-03 
 9.85116045e-05  3.07994888e-05  9.85116045e-05  3.08058895e-05  9.85116045e-05  2.94516003e-02 
 1.12656892e-04  1.15672797e-04  1.12656892e-04  1.15700696e-04  1.12656892e-04  9.05867342e-02 
 1.28660867e-04  3.52313416e-04  1.28660867e-04  3.52418972e-04  1.28660867e-04  2.05242127e-01 
 1.46315004e-04  8.55173967e-04  1.46315004e-04  8.55500374e-04  1.46315004e-04  3.64692691e-01 
 1.66450408e-04  1.79295782e-03  1.66450408e-04  1.79383611e-03  1.66450408e-04  5.67339139e-01 
 1.91561210e-04  3.55264611e-03  1.91561210e-04  3.55491198e-03  1.91561210e-04  8.35315710e-01 
 2.30081588e-04  7.58725157e-03  2.30081588e-04  7.59394444e-03  2.30081588e-04  1.26179742e+00 
 2.80081588e-04  1.52963965e-02  2.80081588e-04  1.53148618e-02  2.80081588e-04  1.82663003e+00 
 3.30081588e-04  2.58278959e-02  3.30081588e-04  2.58674572e-02  3.30081588e-04  2.39453931e+00 
 3.80081588e-04  3.91861990e-02  3.80081588e-04  3.92590148e-02  3.80081588e-04  2.96232859e+00 
 4.30081588e-04  5.53602125e-02  4.30081588e-04  5.54812466e-02  4.30081588e-04  3.52697611e+00 
 4.80081588e-04  7.43279885e-02  4.80081588e-04  7.45149667e-02  4.80081588e-04  4.08715485e+00 
 5.30081588e-04  9.60623387e-02  5.30081588e-04  9.63356976e-02  5.30081588e-04  4.64208547e+00 
 5.80081588e-04  1.20532643e-01  5.80081588e-04  1.20915476e-01  5.80081588e-04  5.19116269e+00 
 6.30081588e-04  1.47705625e-01  6.30081588e-04  1.48223622e-01  6.30081588e-04  5.73391529e+00 
 6.80081588e-04  1.77545918e-01  6.80081588e-04  1.78227309e-01  6.80081588e-04  6.26996513e+00 
 7.30081588e-04  2.10016461e-01  7.30081588e-04  2.10891953e-01  7.30081588e-04  6.79899653e+00 
 7.80081588e-04  2.45078761e-01  7.80081588e-04  2.46181478e-01  7.80081588e-04  7.32073768e+00 
 8.30081588e-04  2.82693089e-01  8.30081588e-04  2.84058507e-01  8.30081588e-04  7.83494881e+00 
 8.80081588e-04  3.22818620e-01  8.80081588e-04  3.24484504e-01  8.80081588e-04  8.34141427e+00 
 9.30081588e-04  3.65413537e-01  9.30081588e-04  3.67419878e-01  9.30081588e-04  8.83993718e+00 
 9.80081588e-04  4.10435124e-01  9.80081588e-04  4.12824074e-01  9.80081588e-04  9.33033553e+00 
 1.03008159e-03  4.57839828e-01  1.03008159e-03  4.60655636e-01  1.03008159e-03  9.81243955e+00 
 1.08008159e-03  5.07583319e-01  1.08008159e-03  5.10872265e-01  1.08008159e-03  1.02860896e+01 
 1.13008159e-03  5.59620538e-01  1.13008159e-03  5.63430868e-01  1.13008159e-03  1.07511349e+01 
