 0.00000000e+00  7.00000000e+01  0.00000000e+00  1.13869802e-09  0.00000000e+00  1.13868737e-09  0.00000000e+00  0.00000000e+00 
 5.00000000e-08  7.00000000e+01  5.00000000e-08  1.13869802e-09  5.00000000e-08  1.13899129e-09  5.00000000e-08 -1.62234670e-11 
 1.00000000e-07  7.00000000e+01  1.00000000e-07  1.13869802e-09  1.00000000e-07  1.13926043e-09  1.00000000e-07 -2.50466314e-11 
 2.00000000e-07  7.00000000e+01  2.00000000e-07  1.13870158e-09  2.00000000e-07  1.13884664e-09  2.00000000e-07 -4.40181225e-11 
 4.00000000e-07  7.00000000e+01  4.00000000e-07  1.13871224e-09  4.00000000e-07  1.13867894e-09  4.00000000e-07 -6.87379043e-11 
 8.00000000e-07  7.00000000e+01  8.00000000e-07  1.13875487e-09  8.00000000e-07  1.13918518e-09  8.00000000e-07 -1.28905775e-10 
 1.60000000e-06  7.00000000e+01  1.60000000e-06  1.13895382e-09  1.60000000e-06  1.13863302e-09  1.60000000e-06 -1.88052240e-10 
 3.20000000e-06  7.00000000e+01  3.20000000e-06  1.13975318e-09  3.20000000e-06  1.13965432e-09  3.20000000e-06 -1.50978341e-10 
 6.40000000e-06  7.00000000e+01  6.40000000e-06  1.14205179e-09  6.40000000e-06  1.14199460e-09  6.40000000e-06  2.03503880e-11 
 1.14000000e-05  7.00000000e+01  1.14000000e-05  1.14252074e-09  1.14000000e-05  1.14233794e-09  1.14000000e-05  3.62856634e-10 
 1.64000000e-05  7.00000000e+01  1.64000000e-05  1.13829657e-09  1.64000000e-05  1.13852474e-09  1.64000000e-05 -9.77427028e-11 
 2.14000000e-05  7.00000000e+01  2.14000000e-05  1.13670140e-09  2.14000000e-05  1.13702752e-09  2.14000000e-05 -3.55788288e-10 
 2.64000000e-05  7.00000000e+01  2.64000000e-05  1.14037491e-09  2.64000000e-05  1.14021604e-09  2.64000000e-05  7.28395122e-11 
 3.14000000e-05  7.00000000e+01  3.14000000e-05  1.14206600e-09  3.14000000e-05  1.14187401e-09  3.14000000e-05  3.22232241e-10 
 3.64000000e-05  7.00000000e+01  3.64000000e-05  1.13882592e-09  3.64000000e-05  1.13910473e-09  3.64000000e-05 -3.87301302e-11 
 4.14000000e-05  7.00000000e+01  4.14000000e-05  1.13714194e-09  4.14000000e-05  1.13726711e-09  4.14000000e-05 -3.10333093e-10 
 4.64000000e-05  7.00000000e+01  4.64000000e-05  1.14006227e-09  4.64000000e-05  1.13999281e-09  4.64000000e-05  3.28492789e-11 
 5.14000000e-05  7.00000000e+01  5.14000000e-05  1.14160059e-09  5.14000000e-05  1.14165897e-09  5.14000000e-05  2.93777447e-10 
 5.64000000e-05  7.00000000e+01  5.64000000e-05  1.13892185e-09  5.64000000e-05  1.13901804e-09  5.64000000e-05 -4.40765202e-11 
 6.14000000e-05  7.00000000e+01  6.14000000e-05  1.13774590e-09  6.14000000e-05  1.13752389e-09  6.14000000e-05 -2.78388645e-10 
 6.64000000e-05  7.00000000e+01  6.64000000e-05  1.14027543e-09  6.64000000e-05  1.14043338e-09  6.64000000e-05  8.21613888e-11 
 7.14000000e-05  7.00000000e+01  7.14000000e-05  1.14105703e-09  7.14000000e-05  1.14104796e-09  7.14000000e-05  2.32144748e-10 
 7.64000000e-05  7.00000000e+01  7.64000000e-05  1.13857013e-09  7.64000000e-05  1.13895515e-09  7.64000000e-05 -7.75695064e-11 
 8.14000000e-05  7.00000000e+01  8.14000000e-05  1.13780629e-09  8.14000000e-05  1.13797554e-09  8.14000000e-05 -2.08107753e-10 
 8.64000000e-05  7.00000000e+01  8.64000000e-05  1.14000898e-09  8.64000000e-05  1.14026944e-09  8.64000000e-05  6.85198565e-11 
 9.14000000e-05  7.00000000e+01  9.14000000e-05  1.14057741e-09  9.14000000e-05  1.14085779e-09  9.14000000e-05  1.97444505e-10 
 9.64000000e-05  7.00000000e+01  9.64000000e-05  1.13859855e-09  9.64000000e-05  1.13877955e-09  9.64000000e-05 -9.00417518e-11 
