 0.00000000e+00  7.96513864e-10  0.00000000e+00  1.36009999e-10  0.00000000e+00  1.72523341e-08  0.00000000e+00  3.79551349e-09  0.00000000e+00 -4.39366064e-09  0.00000000e+00  1.10599999e-07 
 5.00000000e-08  7.96513852e-10  5.00000000e-08  1.36009985e-10  5.00000000e-08  1.72523341e-08  5.00000000e-08  3.79551349e-09  5.00000000e-08 -4.39366065e-09  5.00000000e-08  1.10599999e-07 
 1.00000000e-07  7.96513864e-10  1.00000000e-07  1.36009999e-10  1.00000000e-07  1.72523341e-08  1.00000000e-07  3.79551349e-09  1.00000000e-07 -4.39366064e-09  1.00000000e-07  1.10599999e-07 
 2.00000000e-07  7.96513877e-10  2.00000000e-07  1.36010013e-10  2.00000000e-07  1.72523341e-08  2.00000000e-07  3.79551349e-09  2.00000000e-07 -4.39366063e-09  2.00000000e-07  1.10599999e-07 
 4.00000000e-07  7.96513862e-10  4.00000000e-07  1.36009995e-10  4.00000000e-07  1.72523341e-08  4.00000000e-07  3.79551349e-09  4.00000000e-07 -4.39366065e-09  4.00000000e-07  1.10599999e-07 
 8.00000000e-07  7.96513864e-10  8.00000000e-07  1.36009999e-10  8.00000000e-07  1.72523341e-08  8.00000000e-07  3.79551349e-09  8.00000000e-07 -4.39366064e-09  8.00000000e-07  1.10599999e-07 
 1.60000000e-06  7.96513873e-10  1.60000000e-06  1.36010008e-10  1.60000000e-06  1.72523341e-08  1.60000000e-06  3.79551349e-09  1.60000000e-06 -4.39366064e-09  1.60000000e-06  1.10599999e-07 
 3.20000000e-06  7.96513863e-10  3.20000000e-06  1.36009998e-10  3.20000000e-06  1.72523341e-08  3.20000000e-06  3.79551349e-09  3.20000000e-06 -4.39366064e-09  3.20000000e-06  1.10599999e-07 
 6.40000000e-06  7.96513867e-10  6.40000000e-06  1.36010002e-10  6.40000000e-06  1.72523341e-08  6.40000000e-06  3.79551349e-09  6.40000000e-06 -4.39366064e-09  6.40000000e-06  1.10599999e-07 
 1.14000000e-05  7.96513863e-10  1.14000000e-05  1.36009998e-10  1.14000000e-05  1.72523341e-08  1.14000000e-05  3.79551349e-09  1.14000000e-05 -4.39366064e-09  1.14000000e-05  1.10599999e-07 
 1.64000000e-05  7.96513867e-10  1.64000000e-05  1.36010001e-10  1.64000000e-05  1.72523341e-08  1.64000000e-05  3.79551349e-09  1.64000000e-05 -4.39366064e-09  1.64000000e-05  1.10599999e-07 
 2.14000000e-05  7.96513863e-10  2.14000000e-05  1.36009997e-10  2.14000000e-05  1.72523341e-08  2.14000000e-05  3.79551349e-09  2.14000000e-05 -4.39366064e-09  2.14000000e-05  1.10599999e-07 
 2.64000000e-05  7.96513867e-10  2.64000000e-05  1.36010001e-10  2.64000000e-05  1.72523341e-08  2.64000000e-05  3.79551349e-09  2.64000000e-05 -4.39366064e-09  2.64000000e-05  1.10599999e-07 
 3.14000000e-05  7.96513863e-10  3.14000000e-05  1.36009997e-10  3.14000000e-05  1.72523341e-08  3.14000000e-05  3.79551349e-09  3.14000000e-05 -4.39366064e-09  3.14000000e-05  1.10599999e-07 
 3.64000000e-05  7.96513867e-10  3.64000000e-05  1.36010001e-10  3.64000000e-05  1.72523341e-08  3.64000000e-05  3.79551349e-09  3.64000000e-05 -4.39366064e-09  3.64000000e-05  1.10599999e-07 
 4.14000000e-05  7.96513863e-10  4.14000000e-05  1.36009997e-10  4.14000000e-05  1.72523341e-08  4.14000000e-05  3.79551349e-09  4.14000000e-05 -4.39366064e-09  4.14000000e-05  1.10599999e-07 
 4.64000000e-05  7.96513867e-10  4.64000000e-05  1.36010001e-10  4.64000000e-05  1.72523341e-08  4.64000000e-05  3.79551349e-09  4.64000000e-05 -4.39366064e-09  4.64000000e-05  1.10599999e-07 
 5.14000000e-05  7.96513863e-10  5.14000000e-05  1.36009997e-10  5.14000000e-05  1.72523341e-08  5.14000000e-05  3.79551349e-09  5.14000000e-05 -4.39366064e-09  5.14000000e-05  1.10599999e-07 
