 2.00000000e-07  2.18168887e-23  2.00000000e-07  5.09233065e-23  2.00000000e-07  0.00000000e+00  2.00000000e-07  7.20228744e-23  2.00000000e-07  0.00000000e+00  2.00000000e-07  1.86761873e-24  2.00000000e-07 -3.66027421e-23  2.00000000e-07 -5.01725289e-28  2.00000000e-07 -4.81648379e-28  2.00000000e-07  0.00000000e+00  2.00000000e-07  8.21417833e-06  2.00000000e-07  4.26294847e-06  2.00000000e-07  5.12460827e-06  2.00000000e-07  2.87975774e-06 
 2.31919424e-07  2.93108421e-15  2.31919424e-07  2.67515016e-15  2.31919424e-07  0.00000000e+00  2.31919424e-07  8.47152288e-15  2.31919424e-07  0.00000000e+00  2.31919424e-07  5.14882208e-15  2.31919424e-07  9.14181220e-14  2.31919424e-07  2.41835223e-19  2.31919424e-07  2.32161207e-19  2.31919424e-07  0.00000000e+00  2.31919424e-07  8.22951074e-06  2.31919424e-07  4.26637144e-06  2.31919424e-07  5.12872475e-06  2.31919424e-07  2.88206895e-06 
 2.95758272e-07  1.01568273e-14  2.95758272e-07  9.26994933e-15  2.95758272e-07  0.00000000e+00  2.95758272e-07  2.93556713e-14  2.95758272e-07  0.00000000e+00  2.95758272e-07  1.78444866e-14  2.95758272e-07  3.14972775e-13  2.95758272e-07  1.31144928e-18  2.95758272e-07  1.25898680e-18  2.95758272e-07  0.00000000e+00  2.95758272e-07  8.23001946e-06  2.95758272e-07  4.27021310e-06  2.95758272e-07  5.13334463e-06  2.95758272e-07  2.88466293e-06 
 4.23435968e-07  3.07837240e-14  4.23435968e-07  2.80955325e-14  4.23435968e-07  0.00000000e+00  4.23435968e-07  8.89730582e-14  4.23435968e-07  0.00000000e+00  4.23435968e-07  5.40949848e-14  4.23435968e-07  9.24925831e-13  4.23435968e-07  7.66403447e-18  4.23435968e-07  7.35742348e-18  4.23435968e-07  0.00000000e+00  4.23435968e-07  8.22996423e-06  4.23435968e-07  4.27788001e-06  4.23435968e-07  5.14256660e-06  4.23435968e-07  2.88983850e-06 
 6.78791361e-07  9.97988031e-14  6.78791361e-07  9.10806148e-14  6.78791361e-07  0.00000000e+00  6.78791361e-07  2.88454229e-13  6.78791361e-07  0.00000000e+00  6.78791361e-07  1.75412790e-13  6.78791361e-07  2.79718829e-12  6.78791361e-07  4.20089520e-17  6.78791361e-07  4.03280451e-17  6.78791361e-07  0.00000000e+00  6.78791361e-07  8.23101569e-06  6.78791361e-07  4.29325969e-06  6.78791361e-07  5.16107956e-06  6.78791361e-07  2.90021107e-06 
 1.18950215e-06  3.73438467e-13  1.18950215e-06  3.40751444e-13  1.18950215e-06  0.00000000e+00  1.18950215e-06  1.07954460e-12  1.18950215e-06  0.00000000e+00  1.18950215e-06  6.56495595e-13  1.18950215e-06  9.16067611e-12  1.18950215e-06  1.94144431e-16  1.18950215e-06  1.86373358e-16  1.18950215e-06  0.00000000e+00  1.18950215e-06  8.23239762e-06  1.18950215e-06  4.32415850e-06  1.18950215e-06  5.19835867e-06  1.18950215e-06  2.92099180e-06 
 2.13834014e-06  1.52734970e-12  2.13834014e-06  1.39241712e-12  2.13834014e-06  0.00000000e+00  2.13834014e-06  4.41858096e-12  2.13834014e-06  0.00000000e+00  2.13834014e-06  2.68493053e-12  2.13834014e-06  3.03285875e-11  2.13834014e-06  5.31038797e-16  2.13834014e-06  5.09764874e-16  2.13834014e-06  0.00000000e+00  2.13834014e-06  8.23732195e-06  2.13834014e-06  4.38256100e-06  2.13834014e-06  5.26934384e-06  2.13834014e-06  2.95991287e-06 
 3.58625703e-06  5.59749361e-12  3.58625703e-06  5.08844865e-12  3.58625703e-06  0.00000000e+00  3.58625703e-06  1.62316412e-11  3.58625703e-06  0.00000000e+00  3.58625703e-06  9.83447835e-12  3.58625703e-06  8.64591229e-11  3.58625703e-06  7.50621284e-16  3.58625703e-06  7.20491064e-16  3.58625703e-06  0.00000000e+00  3.58625703e-06  8.24791305e-06  3.58625703e-06  4.47589088e-06  3.58625703e-06  5.38504170e-06  3.58625703e-06  3.02058491e-06 
 5.77170582e-06  1.97226527e-11  5.77170582e-06  1.77834724e-11  5.77170582e-06  0.00000000e+00  5.77170582e-06  5.75785027e-11  5.77170582e-06  0.00000000e+00  5.77170582e-06  3.45906073e-11  5.77170582e-06  2.27984238e-10  5.77170582e-06  1.18908712e-15  5.77170582e-06  1.14125159e-15  5.77170582e-06  0.00000000e+00  5.77170582e-06  8.27602334e-06  5.77170582e-06  4.63321065e-06  5.77170582e-06  5.58882343e-06  5.77170582e-06  3.11711414e-06 
 8.92969150e-06  6.68345845e-11  8.92969150e-06  5.90565670e-11  8.92969150e-06  0.00000000e+00  8.92969150e-06  1.98414328e-10  8.92969150e-06  0.00000000e+00  8.92969150e-06  1.16694280e-10  8.92969150e-06  5.66499811e-10  8.92969150e-06  2.17004786e-15  8.92969150e-06  2.08255702e-15  8.92969150e-06  0.00000000e+00  8.92969150e-06  8.35401711e-06  8.92969150e-06  4.91973887e-06  8.92969150e-06  5.99131373e-06  8.92969150e-06  3.27376234e-06 
 1.33386397e-05  2.22073896e-10  1.33386397e-05  1.87556767e-10  1.33386397e-05  0.00000000e+00  1.33386397e-05  6.84489814e-10  1.33386397e-05  0.00000000e+00  1.33386397e-05  3.83858341e-10  1.33386397e-05  1.39623110e-09  1.33386397e-05  3.68501188e-15  1.33386397e-05  3.53590869e-15  1.33386397e-05  0.00000000e+00  1.33386397e-05  8.63250858e-06  1.33386397e-05  5.52652804e-06  1.33386397e-05  6.95332765e-06  1.33386397e-05  3.54805515e-06 
 1.66693198e-05  4.47587974e-10  1.66693198e-05  3.62771305e-10  1.66693198e-05  0.00000000e+00  1.66693198e-05  1.42706943e-09  1.66693198e-05  0.00000000e+00  1.66693198e-05  7.66616257e-10  1.66693198e-05  2.49053513e-09  1.66693198e-05  6.50738898e-15  1.66693198e-05  6.24405795e-15  1.66693198e-05  0.00000000e+00  1.66693198e-05  9.24767452e-06  1.66693198e-05  6.25643407e-06  1.66693198e-05  8.24724842e-06  1.66693198e-05  3.82105482e-06 
 2.00000000e-05  8.26523153e-10  2.00000000e-05  6.35719931e-10  2.00000000e-05  0.00000000e+00  2.00000000e-05  2.75080843e-09  2.00000000e-05  0.00000000e+00  2.00000000e-05  1.39927124e-09  2.00000000e-05  4.47679281e-09  2.00000000e-05  1.20424904e-14  2.00000000e-05  1.15553296e-14  2.00000000e-05  0.00000000e+00  2.00000000e-05  1.07131315e-05  2.00000000e-05  7.37002395e-06  2.00000000e-05  1.04142533e-05  2.00000000e-05  4.17632141e-06 
 2.06661360e-05  9.30421269e-10  2.06661360e-05  7.06932752e-10  2.06661360e-05  0.00000000e+00  2.06661360e-05  3.12742221e-09  2.06661360e-05  0.00000000e+00  2.06661360e-05  1.57091180e-09  2.06661360e-05  5.07005722e-09  2.06661360e-05  1.37795891e-14  2.06661360e-05  1.32222235e-14  2.06661360e-05  0.00000000e+00  2.06661360e-05  1.11955655e-05  2.06661360e-05  7.65570187e-06  2.06661360e-05  1.09993838e-05  2.06661360e-05  4.25975473e-06 
 2.19984081e-05  1.16020564e-09  2.19984081e-05  8.61345161e-10  2.19984081e-05  0.00000000e+00  2.19984081e-05  3.97308209e-09  2.19984081e-05  0.00000000e+00  2.19984081e-05  1.94890204e-09  2.19984081e-05  6.52032152e-09  2.19984081e-05  1.93466594e-14  2.19984081e-05  1.85648780e-14  2.19984081e-05  0.00000000e+00  2.19984081e-05  1.28600601e-05  2.19984081e-05  8.30735502e-06  2.19984081e-05  1.23708832e-05  2.19984081e-05  4.44154021e-06 
 2.46629522e-05  1.77689000e-09  2.46629522e-05  1.25053725e-09  2.46629522e-05  0.00000000e+00  2.46629522e-05  6.35300384e-09  2.46629522e-05  0.00000000e+00  2.46629522e-05  2.94976944e-09  2.46629522e-05  1.13539329e-08  2.46629522e-05  3.70187368e-14  2.46629522e-05  3.55241734e-14  2.46629522e-05  0.00000000e+00  2.46629522e-05  1.74288483e-05  2.46629522e-05  1.00002020e-05  2.46629522e-05  1.61374332e-05  2.46629522e-05  4.87234096e-06 
 2.91619760e-05  3.52919861e-09  2.91619760e-05  2.22639736e-09  2.91619760e-05  0.00000000e+00  2.91619760e-05  1.37735496e-08  2.91619760e-05  0.00000000e+00  2.91619760e-05  5.71911786e-09  2.91619760e-05  3.41015008e-08  2.91619760e-05  1.18860533e-13  2.91619760e-05  1.14064748e-13  2.91619760e-05  0.00000000e+00  2.91619760e-05  4.11295015e-05  2.91619760e-05  1.45973675e-05  2.91619760e-05  2.74360500e-05  2.91619760e-05  5.86671741e-06 
