 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.00000000e-07  8.36920198e-04  2.00000000e-07  8.36920083e-10  2.00000000e-07  7.00435224e-13 
 4.00000000e-07  1.67384039e-03  4.00000000e-07  1.67384016e-09  4.00000000e-07  2.80174088e-12 
 8.00000000e-07  3.34768075e-03  8.00000000e-07  3.34768028e-09  8.00000000e-07  1.12069633e-11 
 1.60000000e-06  6.69536119e-03  1.60000000e-06  6.69536027e-09  1.60000000e-06  4.48278490e-11 
 3.20000000e-06  1.33907199e-02  3.20000000e-06  1.33907181e-08  3.20000000e-06  1.79311331e-10 
 6.40000000e-06  2.67814204e-02  6.40000000e-06  2.67814167e-08  6.40000000e-06  7.17244279e-10 
 1.28000000e-05  5.35626849e-02  1.28000000e-05  5.35626774e-08  1.28000000e-05  2.86896041e-09 
 2.56000000e-05  1.07124123e-01  2.56000000e-05  1.07124108e-07  2.56000000e-05  1.14755744e-08 
 4.56000000e-05  1.90808407e-01  4.56000000e-05  1.90808381e-07  4.56000000e-05  3.64078381e-08 
 6.56000000e-05  2.74481844e-01  6.56000000e-05  2.74481806e-07  6.56000000e-05  7.53402619e-08 
 8.56000000e-05  3.58139678e-01  8.56000000e-05  3.58139628e-07  8.56000000e-05  1.28263993e-07 
 1.05600000e-04  4.41777151e-01  1.05600000e-04  4.41777090e-07  1.05600000e-04  1.95166997e-07 
 1.25600000e-04  5.25389511e-01  1.25600000e-04  5.25389437e-07  1.25600000e-04  2.76034061e-07 
 1.45600000e-04  6.08972002e-01  1.45600000e-04  6.08971917e-07  1.45600000e-04  3.70846796e-07 
 1.65600000e-04  6.92519874e-01  1.65600000e-04  6.92519778e-07  1.65600000e-04  4.79583643e-07 
 1.85600000e-04  7.76028378e-01  1.85600000e-04  7.76028270e-07  1.85600000e-04  6.02219876e-07 
 2.05600000e-04  8.59492765e-01  2.05600000e-04  8.59492645e-07  2.05600000e-04  7.38727608e-07 
 2.25600000e-04  9.42908291e-01  2.25600000e-04  9.42908160e-07  2.25600000e-04  8.89075799e-07 
 2.45600000e-04  1.02627021e+00  2.45600000e-04  1.02627007e-06  2.45600000e-04  1.05323026e-06 
 2.65600000e-04  1.10957380e+00  2.65600000e-04  1.10957364e-06  2.65600000e-04  1.23115367e-06 
 2.85600000e-04  1.19281430e+00  2.85600000e-04  1.19281413e-06  2.85600000e-04  1.42280556e-06 
 3.05600000e-04  1.27598699e+00  3.05600000e-04  1.27598681e-06  3.05600000e-04  1.62814235e-06 
 3.25600000e-04  1.35908715e+00  3.25600000e-04  1.35908696e-06  3.25600000e-04  1.84711736e-06 
 3.45600000e-04  1.44211004e+00  3.45600000e-04  1.44210984e-06  3.45600000e-04  2.07968079e-06 
 3.65600000e-04  1.52505095e+00  3.65600000e-04  1.52505074e-06  3.65600000e-04  2.32577976e-06 
 3.85600000e-04  1.60790517e+00  3.85600000e-04  1.60790494e-06  3.85600000e-04  2.58535830e-06 
 4.05600000e-04  1.69066797e+00  4.05600000e-04  1.69066774e-06  4.05600000e-04  2.85835740e-06 
 4.25600000e-04  1.77333467e+00  4.25600000e-04  1.77333442e-06  4.25600000e-04  3.14471497e-06 
 4.45600000e-04  1.85590055e+00  4.45600000e-04  1.85590029e-06  4.45600000e-04  3.44436589e-06 
 4.65600000e-04  1.93836093e+00  4.65600000e-04  1.93836066e-06  4.65600000e-04  3.75724204e-06 
 4.85600000e-04  2.02071111e+00  4.85600000e-04  2.02071083e-06  4.85600000e-04  4.08327226e-06 
 5.05600000e-04  2.10294642e+00  5.05600000e-04  2.10294613e-06  5.05600000e-04  4.42238242e-06 
 5.25600000e-04  2.18506218e+00  5.25600000e-04  2.18506188e-06  5.25600000e-04  4.77449541e-06 
 5.45600000e-04  2.26705372e+00  5.45600000e-04  2.26705341e-06  5.45600000e-04  5.13953115e-06 
 5.65600000e-04  2.34891639e+00  5.65600000e-04  2.34891606e-06  5.65600000e-04  5.51740665e-06 
 5.85600000e-04  2.43064552e+00  5.85600000e-04  2.43064518e-06  5.85600000e-04  5.90803598e-06 
 6.05600000e-04  2.51223647e+00  6.05600000e-04  2.51223612e-06  6.05600000e-04  6.31133031e-06 
 6.25600000e-04  2.59368460e+00  6.25600000e-04  2.59368424e-06  6.25600000e-04  6.72719794e-06 
 6.45600000e-04  2.67498529e+00  6.45600000e-04  2.67498492e-06  6.45600000e-04  7.15554430e-06 
 6.65600000e-04  2.75613391e+00  6.65600000e-04  2.75613352e-06  6.65600000e-04  7.59627199e-06 
 6.85600000e-04  2.83712584e+00  6.85600000e-04  2.83712545e-06  6.85600000e-04  8.04928080e-06 
 7.05600000e-04  2.91795649e+00  7.05600000e-04  2.91795609e-06  7.05600000e-04  8.51446770e-06 
 7.25600000e-04  2.99862125e+00  7.25600000e-04  2.99862084e-06  7.25600000e-04  8.99172693e-06 
 7.45600000e-04  3.07911555e+00  7.45600000e-04  3.07911512e-06  7.45600000e-04  9.48094996e-06 
 7.65600000e-04  3.15943481e+00  7.65600000e-04  3.15943437e-06  7.65600000e-04  9.98202553e-06 
 7.85600000e-04  3.23957445e+00  7.85600000e-04  3.23957400e-06  7.85600000e-04  1.04948397e-05 
 8.05600000e-04  3.31952993e+00  8.05600000e-04  3.31952947e-06  8.05600000e-04  1.10192759e-05 
 8.25600000e-04  3.39929670e+00  8.25600000e-04  3.39929623e-06  8.25600000e-04  1.15552149e-05 
 8.45600000e-04  3.47887023e+00  8.45600000e-04  3.47886975e-06  8.45600000e-04  1.21025347e-05 
 8.65600000e-04  3.55824598e+00  8.65600000e-04  3.55824549e-06  8.65600000e-04  1.26611109e-05 
 8.85600000e-04  3.63741945e+00  8.85600000e-04  3.63741895e-06  8.85600000e-04  1.32308166e-05 
 9.05600000e-04  3.71638614e+00  9.05600000e-04  3.71638563e-06  9.05600000e-04  1.38115221e-05 
 9.25600000e-04  3.79514156e+00  9.25600000e-04  3.79514104e-06  9.25600000e-04  1.44030955e-05 
 9.45600000e-04  3.87368123e+00  9.45600000e-04  3.87368070e-06  9.45600000e-04  1.50054021e-05 
 9.65600000e-04  3.95200069e+00  9.65600000e-04  3.95200014e-06  9.65600000e-04  1.56183051e-05 
 9.85600000e-04  4.03009548e+00  9.85600000e-04  4.03009492e-06  9.85600000e-04  1.62416651e-05 
 1.00560000e-03  4.10796117e+00  1.00560000e-03  4.10796060e-06  1.00560000e-03  1.68753403e-05 
 1.02560000e-03  4.18559332e+00  1.02560000e-03  4.18559274e-06  1.02560000e-03  1.75191866e-05 
 1.04560000e-03  4.26298753e+00  1.04560000e-03  4.26298693e-06  1.04560000e-03  1.81730576e-05 
 1.06560000e-03  4.34013939e+00  1.06560000e-03  4.34013879e-06  1.06560000e-03  1.88368047e-05 
 1.08560000e-03  4.41704453e+00  1.08560000e-03  4.41704391e-06  1.08560000e-03  1.95102769e-05 
 1.10560000e-03  4.49369855e+00  1.10560000e-03  4.49369792e-06  1.10560000e-03  2.01933211e-05 
 1.12560000e-03  4.57009712e+00  1.12560000e-03  4.57009649e-06  1.12560000e-03  2.08857819e-05 
 1.14560000e-03  4.64623589e+00  1.14560000e-03  4.64623523e-06  1.14560000e-03  2.15875019e-05 
 1.16560000e-03  4.72211052e+00  1.16560000e-03  4.72210986e-06  1.16560000e-03  2.22983216e-05 
 1.18560000e-03  4.79771671e+00  1.18560000e-03  4.79771603e-06  1.18560000e-03  2.30180792e-05 
 1.20560000e-03  4.87305015e+00  1.20560000e-03  4.87304948e-06  1.20560000e-03  2.37466112e-05 
 1.22560000e-03  4.94810656e+00  1.22560000e-03  4.94810588e-06  1.22560000e-03  2.44837518e-05 
 1.24560000e-03  5.02288169e+00  1.24560000e-03  5.02288100e-06  1.24560000e-03  2.52293334e-05 
 1.26560000e-03  5.09737127e+00  1.26560000e-03  5.09737056e-06  1.26560000e-03  2.59831866e-05 
 1.28560000e-03  5.17157107e+00  1.28560000e-03  5.17157035e-06  1.28560000e-03  2.67451399e-05 
