 5.00000000e-08  2.39389360e-04  5.00000000e-08  5.94234844e-08  5.00000000e-08  2.63157895e-01  5.00000000e-08  1.60681806e-01 
 7.36708356e-08  3.52720284e-04  7.36708356e-08  1.00852476e-07  7.36708356e-08  2.63157895e-01  7.36708356e-08  1.60658855e-01 
 1.21012507e-07  5.79382132e-04  1.21012507e-07  2.10229982e-07  1.21012507e-07  2.63157895e-01  1.21012507e-07  1.60702312e-01 
 2.15695849e-07  1.03270583e-03  2.15695849e-07  5.87213331e-07  2.15695849e-07  2.63157895e-01  2.15695849e-07  1.60703193e-01 
 4.05062534e-07  1.93935321e-03  4.05062534e-07  1.96528880e-06  4.05062534e-07  2.63157895e-01  4.05062534e-07  1.60707022e-01 
 7.83795904e-07  3.75264795e-03  7.83795904e-07  7.14891250e-06  7.83795904e-07  2.63157895e-01  7.83795904e-07  1.60706992e-01 
 1.54126264e-06  7.37923715e-03  1.54126264e-06  2.66970935e-05  1.54126264e-06  2.63157895e-01  1.54126264e-06  1.60707024e-01 
 3.05619612e-06  1.46324135e-02  3.05619612e-06  9.86244268e-05  3.05619612e-06  2.63157895e-01  3.05619612e-06  1.60707024e-01 
 5.00000000e-06  2.39389218e-02  5.00000000e-06  2.45361514e-04  5.00000000e-06  2.63157895e-01  5.00000000e-06  1.60707024e-01 
 5.30298670e-06  2.53895549e-02  5.30298670e-06  2.73677593e-04  5.30298670e-06  2.63157895e-01  5.30298670e-06  1.60707024e-01 
 5.90896009e-06  2.82908201e-02  5.90896009e-06  3.32482791e-04  5.90896009e-06  2.63157895e-01  5.90896009e-06  1.60707024e-01 
 7.12090687e-06  3.40933459e-02  7.12090687e-06  4.62139115e-04  7.12090687e-06  2.63157895e-01  7.12090687e-06  1.60707024e-01 
 9.54480044e-06  4.56983748e-02  9.54480044e-06  7.60937179e-04  9.54480044e-06  2.63157895e-01  9.54480044e-06  1.60707024e-01 
 1.43925876e-05  6.89083085e-02  1.43925876e-05  1.46578707e-03  1.43925876e-05  2.63157895e-01  1.43925876e-05  1.60707024e-01 
 1.93925876e-05  9.28467556e-02  1.93925876e-05  2.28797976e-03  1.93925876e-05  2.63157895e-01  1.93925876e-05  1.60707024e-01 
 2.43925876e-05  1.16784873e-01  2.43925876e-05  3.17883165e-03  2.43925876e-05  2.63157895e-01  2.43925876e-05  1.60707024e-01 
 2.93925876e-05  1.40722575e-01  2.93925876e-05  4.16064618e-03  2.93925876e-05  2.63157895e-01  2.93925876e-05  1.60707024e-01 
 3.43925876e-05  1.64659777e-01  3.43925876e-05  5.28600756e-03  3.43925876e-05  2.63157895e-01  3.43925876e-05  1.60707024e-01 
 3.93925876e-05  1.88596394e-01  3.93925876e-05  6.60264818e-03  3.93925876e-05  2.63157895e-01  3.93925876e-05  1.60707024e-01 
 4.43925876e-05  2.12532341e-01  4.43925876e-05  8.11751502e-03  4.43925876e-05  2.63157895e-01  4.43925876e-05  1.60707024e-01 
 4.93925876e-05  2.36467533e-01  4.93925876e-05  9.78807522e-03  4.93925876e-05  2.63157895e-01  4.93925876e-05  1.60707024e-01 
 5.43925876e-05  2.60401885e-01  5.43925876e-05  1.15469148e-02  5.43925876e-05  2.63157895e-01  5.43925876e-05  1.60707024e-01 
 5.93925876e-05  2.84335312e-01  5.93925876e-05  1.33344954e-02  5.93925876e-05  2.63157895e-01  5.93925876e-05  1.60707024e-01 
 6.43925876e-05  3.08267728e-01  6.43925876e-05  1.51143553e-02  6.43925876e-05  2.63157895e-01  6.43925876e-05  1.60707024e-01 
 6.93925876e-05  3.32199049e-01  6.93925876e-05  1.68692709e-02  6.93925876e-05  2.63157895e-01  6.93925876e-05  1.60707024e-01 
 7.43925876e-05  3.56129190e-01  7.43925876e-05  1.85932565e-02  7.43925876e-05  2.63157895e-01  7.43925876e-05  1.60707024e-01 
 7.93925876e-05  3.80058065e-01  7.93925876e-05  2.02864192e-02  7.93925876e-05  2.63157895e-01  7.93925876e-05  1.60707024e-01 
 8.43925876e-05  4.03985590e-01  8.43925876e-05  2.19517580e-02  8.43925876e-05  2.63157895e-01  8.43925876e-05  1.60707024e-01 
 8.93925876e-05  4.27911679e-01  8.93925876e-05  2.35933423e-02  8.93925876e-05  2.63157895e-01  8.93925876e-05  1.60707024e-01 
 9.43925876e-05  4.51836249e-01  9.43925876e-05  2.52153142e-02  9.43925876e-05  2.63157895e-01  9.43925876e-05  1.60707024e-01 
 9.93925876e-05  4.75759212e-01  9.93925876e-05  2.68213857e-02  9.93925876e-05  2.63157895e-01  9.93925876e-05  1.60707024e-01 
 1.04392588e-04  4.99680486e-01  1.04392588e-04  2.84146057e-02  1.04392588e-04  2.63157895e-01  1.04392588e-04  1.60707024e-01 
 1.09392588e-04  5.23599984e-01  1.09392588e-04  2.99972654e-02  1.09392588e-04  2.63157895e-01  1.09392588e-04  1.60707024e-01 
 1.14392588e-04  5.47517621e-01  1.14392588e-04  3.15708520e-02  1.14392588e-04  2.63157895e-01  1.14392588e-04  1.60707024e-01 
 1.19392588e-04  5.71433313e-01  1.19392588e-04  3.31359985e-02  1.19392588e-04  2.63157895e-01  1.19392588e-04  1.60707024e-01 
 1.24392588e-04  5.95346975e-01  1.24392588e-04  3.46923922e-02  1.24392588e-04  2.63157895e-01  1.24392588e-04  1.60707024e-01 
 1.29392588e-04  6.19258522e-01  1.29392588e-04  3.62386226e-02  1.29392588e-04  2.63157895e-01  1.29392588e-04  1.60707024e-01 
 1.34392588e-04  6.43167868e-01  1.34392588e-04  3.77719760e-02  1.34392588e-04  2.63157895e-01  1.34392588e-04  1.60707024e-01 
 1.39392588e-04  6.67074929e-01  1.39392588e-04  3.92882190e-02  1.39392588e-04  2.63157895e-01  1.39392588e-04  1.60707024e-01 
 1.44392588e-04  6.90979620e-01  1.44392588e-04  4.07814782e-02  1.44392588e-04  2.63157895e-01  1.44392588e-04  1.60707024e-01 
 1.49392588e-04  7.14881856e-01  1.49392588e-04  4.22443709e-02  1.49392588e-04  2.63157895e-01  1.49392588e-04  1.60707024e-01 
 1.54392588e-04  7.38781552e-01  1.54392588e-04  4.36685316e-02  1.54392588e-04  2.63157895e-01  1.54392588e-04  1.60707024e-01 
 1.59392588e-04  7.62678623e-01  1.59392588e-04  4.50455493e-02  1.59392588e-04  2.63157895e-01  1.59392588e-04  1.60707024e-01 
 1.64392588e-04  7.86572984e-01  1.64392588e-04  4.63681157e-02  1.64392588e-04  2.63157895e-01  1.64392588e-04  1.60707024e-01 
 1.69392588e-04  8.10464550e-01  1.69392588e-04  4.76310320e-02  1.69392588e-04  2.63157895e-01  1.69392588e-04  1.60707024e-01 
 1.74392588e-04  8.34353237e-01  1.74392588e-04  4.88317691e-02  1.74392588e-04  2.63157895e-01  1.74392588e-04  1.60707024e-01 
 1.79392588e-04  8.58238959e-01  1.79392588e-04  4.99704842e-02  1.79392588e-04  2.63157895e-01  1.79392588e-04  1.60707024e-01 
 1.84392588e-04  8.82121632e-01  1.84392588e-04  5.10496088e-02  1.84392588e-04  2.63157895e-01  1.84392588e-04  1.60707024e-01 
 1.89392588e-04  9.06001171e-01  1.89392588e-04  5.20732230e-02  1.89392588e-04  2.63157895e-01  1.89392588e-04  1.60707024e-01 
 1.94392588e-04  9.29877490e-01  1.94392588e-04  5.30464090e-02  1.94392588e-04  2.63157895e-01  1.94392588e-04  1.60707024e-01 
 1.99392588e-04  9.53750506e-01  1.99392588e-04  5.39747005e-02  1.99392588e-04  2.63157895e-01  1.99392588e-04  1.60707024e-01 
 2.04392588e-04  9.77620133e-01  2.04392588e-04  5.48636721e-02  2.04392588e-04  2.63157895e-01  2.04392588e-04  1.60707024e-01 
 2.09392588e-04  1.00148629e+00  2.09392588e-04  5.57186650e-02  2.09392588e-04  2.63157895e-01  2.09392588e-04  1.60707024e-01 
 2.14392588e-04  1.02534888e+00  2.14392588e-04  5.65446259e-02  2.14392588e-04  2.63157895e-01  2.14392588e-04  1.60707024e-01 
 2.19392588e-04  1.04920783e+00  2.19392588e-04  5.73460280e-02  2.19392588e-04  2.63157895e-01  2.19392588e-04  1.60707024e-01 
 2.24392588e-04  1.07306306e+00  2.24392588e-04  5.81268489e-02  2.24392588e-04  2.63157895e-01  2.24392588e-04  1.60707024e-01 
 2.29392588e-04  1.09691447e+00  2.29392588e-04  5.88905844e-02  2.29392588e-04  2.63157895e-01  2.29392588e-04  1.60707024e-01 
 2.34392588e-04  1.12076198e+00  2.34392588e-04  5.96402815e-02  2.34392588e-04  2.63157895e-01  2.34392588e-04  1.60707024e-01 
 2.39392588e-04  1.14460551e+00  2.39392588e-04  6.03785826e-02  2.39392588e-04  2.63157895e-01  2.39392588e-04  1.60707024e-01 
 2.44392588e-04  1.16844498e+00  2.44392588e-04  6.11077712e-02  2.44392588e-04  2.63157895e-01  2.44392588e-04  1.60707024e-01 
 2.49392588e-04  1.19228029e+00  2.49392588e-04  6.18298182e-02  2.49392588e-04  2.63157895e-01  2.49392588e-04  1.60707024e-01 
 2.54392588e-04  1.21611137e+00  2.54392588e-04  6.25464239e-02  2.54392588e-04  2.63157895e-01  2.54392588e-04  1.60707024e-01 
 2.59392588e-04  1.23993813e+00  2.59392588e-04  6.32590562e-02  2.59392588e-04  2.63157895e-01  2.59392588e-04  1.60707024e-01 
 2.64392588e-04  1.26376048e+00  2.64392588e-04  6.39689844e-02  2.64392588e-04  2.63157895e-01  2.64392588e-04  1.60707024e-01 
 2.69392588e-04  1.28757834e+00  2.69392588e-04  6.46773083e-02  2.69392588e-04  2.63157895e-01  2.69392588e-04  1.60707024e-01 
 2.74392588e-04  1.31139162e+00  2.74392588e-04  6.53849828e-02  2.74392588e-04  2.63157895e-01  2.74392588e-04  1.60707024e-01 
 2.79392588e-04  1.33520025e+00  2.79392588e-04  6.60928399e-02  2.79392588e-04  2.63157895e-01  2.79392588e-04  1.60707024e-01 
 2.84392588e-04  1.35900413e+00  2.84392588e-04  6.68016060e-02  2.84392588e-04  2.63157895e-01  2.84392588e-04  1.60707024e-01 
 2.89392588e-04  1.38280319e+00  2.89392588e-04  6.75119174e-02  2.89392588e-04  2.63157895e-01  2.89392588e-04  1.60707024e-01 
 2.94392588e-04  1.40659733e+00  2.94392588e-04  6.82243332e-02  2.94392588e-04  2.63157895e-01  2.94392588e-04  1.60707024e-01 
 2.99392588e-04  1.43038647e+00  2.99392588e-04  6.89393460e-02  2.99392588e-04  2.63157895e-01  2.99392588e-04  1.60707024e-01 
 3.04392588e-04  1.45417053e+00  3.04392588e-04  6.96573913e-02  3.04392588e-04  2.63157895e-01  3.04392588e-04  1.60707024e-01 
 3.09392588e-04  1.47794942e+00  3.09392588e-04  7.03788547e-02  3.09392588e-04  2.63157895e-01  3.09392588e-04  1.60707024e-01 
 3.14392588e-04  1.50172306e+00  3.14392588e-04  7.11040790e-02  3.14392588e-04  2.63157895e-01  3.14392588e-04  1.60707024e-01 
 3.19392588e-04  1.52549137e+00  3.19392588e-04  7.18333694e-02  3.19392588e-04  2.63157895e-01  3.19392588e-04  1.60707024e-01 
 3.24392588e-04  1.54925426e+00  3.24392588e-04  7.25669984e-02  3.24392588e-04  2.63157895e-01  3.24392588e-04  1.60707024e-01 
 3.29392588e-04  1.57301164e+00  3.29392588e-04  7.33052095e-02  3.29392588e-04  2.63157895e-01  3.29392588e-04  1.60707024e-01 
 3.34392588e-04  1.59676343e+00  3.34392588e-04  7.40482212e-02  3.34392588e-04  2.63157895e-01  3.34392588e-04  1.60707024e-01 
 3.39392588e-04  1.62050955e+00  3.39392588e-04  7.47962294e-02  3.39392588e-04  2.63157895e-01  3.39392588e-04  1.60707024e-01 
 3.44392588e-04  1.64424991e+00  3.44392588e-04  7.55494102e-02  3.44392588e-04  2.63157895e-01  3.44392588e-04  1.60707024e-01 
 3.49392588e-04  1.66798443e+00  3.49392588e-04  7.63079221e-02  3.49392588e-04  2.63157895e-01  3.49392588e-04  1.60707024e-01 
 3.54392588e-04  1.69171303e+00  3.54392588e-04  7.70719081e-02  3.54392588e-04  2.63157895e-01  3.54392588e-04  1.60707024e-01 
 3.59392588e-04  1.71543561e+00  3.59392588e-04  7.78414969e-02  3.59392588e-04  2.63157895e-01  3.59392588e-04  1.60707024e-01 
 3.64392588e-04  1.73915210e+00  3.64392588e-04  7.86168046e-02  3.64392588e-04  2.63157895e-01  3.64392588e-04  1.60707024e-01 
 3.69392588e-04  1.76286241e+00  3.69392588e-04  7.93979362e-02  3.69392588e-04  2.63157895e-01  3.69392588e-04  1.60707024e-01 
 3.74392588e-04  1.78656645e+00  3.74392588e-04  8.01849863e-02  3.74392588e-04  2.63157895e-01  3.74392588e-04  1.60707024e-01 
 3.79392588e-04  1.81026415e+00  3.79392588e-04  8.09780403e-02  3.79392588e-04  2.63157895e-01  3.79392588e-04  1.60707024e-01 
 3.84392588e-04  1.83395541e+00  3.84392588e-04  8.17771754e-02  3.84392588e-04  2.63157895e-01  3.84392588e-04  1.60707024e-01 
 3.89392588e-04  1.85764016e+00  3.89392588e-04  8.25824611e-02  3.89392588e-04  2.63157895e-01  3.89392588e-04  1.60707024e-01 
 3.94392588e-04  1.88131831e+00  3.94392588e-04  8.33939599e-02  3.94392588e-04  2.63157895e-01  3.94392588e-04  1.60707024e-01 
 3.99392588e-04  1.90498977e+00  3.99392588e-04  8.42117281e-02  3.99392588e-04  2.63157895e-01  3.99392588e-04  1.60707024e-01 
 4.04392588e-04  1.92865447e+00  4.04392588e-04  8.50358163e-02  4.04392588e-04  2.63157895e-01  4.04392588e-04  1.60707024e-01 
 4.09392588e-04  1.95231231e+00  4.09392588e-04  8.58662699e-02  4.09392588e-04  2.63157895e-01  4.09392588e-04  1.60707024e-01 
 4.14392588e-04  1.97596322e+00  4.14392588e-04  8.67031293e-02  4.14392588e-04  2.63157895e-01  4.14392588e-04  1.60707024e-01 
 4.19392588e-04  1.99960710e+00  4.19392588e-04  8.75464306e-02  4.19392588e-04  2.63157895e-01  4.19392588e-04  1.60707024e-01 
 4.24392588e-04  2.02324388e+00  4.24392588e-04  8.83962057e-02  4.24392588e-04  2.63157895e-01  4.24392588e-04  1.60707024e-01 
 4.29392588e-04  2.04687348e+00  4.29392588e-04  8.92524828e-02  4.29392588e-04  2.63157895e-01  4.29392588e-04  1.60707024e-01 
 4.34392588e-04  2.07049580e+00  4.34392588e-04  9.01152868e-02  4.34392588e-04  2.63157895e-01  4.34392588e-04  1.60707024e-01 
 4.39392588e-04  2.09411076e+00  4.39392588e-04  9.09846392e-02  4.39392588e-04  2.63157895e-01  4.39392588e-04  1.60707024e-01 
 4.44392588e-04  2.11771828e+00  4.44392588e-04  9.18605586e-02  4.44392588e-04  2.63157895e-01  4.44392588e-04  1.60707024e-01 
 4.49392588e-04  2.14131828e+00  4.49392588e-04  9.27430608e-02  4.49392588e-04  2.63157895e-01  4.49392588e-04  1.60707024e-01 
 4.54392588e-04  2.16491067e+00  4.54392588e-04  9.36321592e-02  4.54392588e-04  2.63157895e-01  4.54392588e-04  1.60707024e-01 
 4.59392588e-04  2.18849537e+00  4.59392588e-04  9.45278648e-02  4.59392588e-04  2.63157895e-01  4.59392588e-04  1.60707024e-01 
 4.64392588e-04  2.21207229e+00  4.64392588e-04  9.54301862e-02  4.64392588e-04  2.63157895e-01  4.64392588e-04  1.60707024e-01 
 4.69392588e-04  2.23564135e+00  4.69392588e-04  9.63391302e-02  4.69392588e-04  2.63157895e-01  4.69392588e-04  1.60707024e-01 
