 0.00000000e+00  9.92914480e-10  0.00000000e+00  4.09139987e-11  0.00000000e+00  1.35999661e-10  0.00000000e+00  2.99199253e-11  0.00000000e+00  4.99994990e+00  0.00000000e+00  3.34192453e+00 
 2.00000000e-08  9.92915002e-10  2.00000000e-08  4.09140146e-11  2.00000000e-08  1.35999724e-10  2.00000000e-08  2.99199253e-11  2.00000000e-08  4.99994990e+00  2.00000000e-08  3.34192453e+00 
 4.00000000e-08  9.92915006e-10  4.00000000e-08  4.09140187e-11  4.00000000e-08  1.35999741e-10  4.00000000e-08  2.99199253e-11  4.00000000e-08  4.99994990e+00  4.00000000e-08  3.34192453e+00 
 8.00000000e-08  9.92914821e-10  8.00000000e-08  4.09140099e-11  8.00000000e-08  1.35999721e-10  8.00000000e-08  2.99199253e-11  8.00000000e-08  4.99994990e+00  8.00000000e-08  3.34192453e+00 
 1.60000000e-07  9.92914691e-10  1.60000000e-07  4.09140104e-11  1.60000000e-07  1.35999702e-10  1.60000000e-07  2.99199254e-11  1.60000000e-07  4.99994990e+00  1.60000000e-07  3.34192453e+00 
 3.20000000e-07  9.92914423e-10  3.20000000e-07  4.09140002e-11  3.20000000e-07  1.35999660e-10  3.20000000e-07  2.99199254e-11  3.20000000e-07  4.99994990e+00  3.20000000e-07  3.34192453e+00 
 6.40000000e-07  9.92914601e-10  6.40000000e-07  4.09140025e-11  6.40000000e-07  1.35999672e-10  6.40000000e-07  2.99199254e-11  6.40000000e-07  4.99994990e+00  6.40000000e-07  3.34192453e+00 
 1.28000000e-06  9.92914411e-10  1.28000000e-06  4.09139976e-11  1.28000000e-06  1.35999658e-10  1.28000000e-06  2.99199254e-11  1.28000000e-06  4.99994990e+00  1.28000000e-06  3.34192453e+00 
 2.56000000e-06  9.92914583e-10  2.56000000e-06  4.09140018e-11  2.56000000e-06  1.35999670e-10  2.56000000e-06  2.99199254e-11  2.56000000e-06  4.99994990e+00  2.56000000e-06  3.34192453e+00 
 4.56000000e-06  9.92914412e-10  4.56000000e-06  4.09139966e-11  4.56000000e-06  1.35999655e-10  4.56000000e-06  2.99199254e-11  4.56000000e-06  4.99994990e+00  4.56000000e-06  3.34192453e+00 
 6.56000000e-06  9.92914549e-10  6.56000000e-06  4.09140009e-11  6.56000000e-06  1.35999668e-10  6.56000000e-06  2.99199254e-11  6.56000000e-06  4.99994990e+00  6.56000000e-06  3.34192453e+00 
 8.56000000e-06  9.92914412e-10  8.56000000e-06  4.09139966e-11  8.56000000e-06  1.35999654e-10  8.56000000e-06  2.99199254e-11  8.56000000e-06  4.99994990e+00  8.56000000e-06  3.34192453e+00 
 1.05600000e-05  9.92914549e-10  1.05600000e-05  4.09140007e-11  1.05600000e-05  1.35999668e-10  1.05600000e-05  2.99199254e-11  1.05600000e-05  4.99994990e+00  1.05600000e-05  3.34192453e+00 
 1.25600000e-05  9.92914411e-10  1.25600000e-05  4.09139965e-11  1.25600000e-05  1.35999654e-10  1.25600000e-05  2.99199254e-11  1.25600000e-05  4.99994990e+00  1.25600000e-05  3.34192453e+00 
 1.45600000e-05  9.92914549e-10  1.45600000e-05  4.09140007e-11  1.45600000e-05  1.35999668e-10  1.45600000e-05  2.99199254e-11  1.45600000e-05  4.99994990e+00  1.45600000e-05  3.34192453e+00 
 1.65600000e-05  9.92914411e-10  1.65600000e-05  4.09139965e-11  1.65600000e-05  1.35999654e-10  1.65600000e-05  2.99199254e-11  1.65600000e-05  4.99994990e+00  1.65600000e-05  3.34192453e+00 
 1.85600000e-05  9.92914549e-10  1.85600000e-05  4.09140007e-11  1.85600000e-05  1.35999668e-10  1.85600000e-05  2.99199254e-11  1.85600000e-05  4.99994990e+00  1.85600000e-05  3.34192453e+00 
 2.05600000e-05  9.92914411e-10  2.05600000e-05  4.09139965e-11  2.05600000e-05  1.35999654e-10  2.05600000e-05  2.99199254e-11  2.05600000e-05  4.99994990e+00  2.05600000e-05  3.34192453e+00 
 2.25600000e-05  9.92914549e-10  2.25600000e-05  4.09140007e-11  2.25600000e-05  1.35999668e-10  2.25600000e-05  2.99199254e-11  2.25600000e-05  4.99994990e+00  2.25600000e-05  3.34192453e+00 
 2.45600000e-05  9.92914411e-10  2.45600000e-05  4.09139965e-11  2.45600000e-05  1.35999654e-10  2.45600000e-05  2.99199254e-11  2.45600000e-05  4.99994990e+00  2.45600000e-05  3.34192453e+00 
 2.65600000e-05  9.92914549e-10  2.65600000e-05  4.09140007e-11  2.65600000e-05  1.35999668e-10  2.65600000e-05  2.99199254e-11  2.65600000e-05  4.99994990e+00  2.65600000e-05  3.34192453e+00 
 2.85600000e-05  9.92914411e-10  2.85600000e-05  4.09139965e-11  2.85600000e-05  1.35999654e-10  2.85600000e-05  2.99199254e-11  2.85600000e-05  4.99994990e+00  2.85600000e-05  3.34192453e+00 
 3.05600000e-05  9.92914549e-10  3.05600000e-05  4.09140007e-11  3.05600000e-05  1.35999668e-10  3.05600000e-05  2.99199254e-11  3.05600000e-05  4.99994990e+00  3.05600000e-05  3.34192453e+00 
 3.25600000e-05  9.92914411e-10  3.25600000e-05  4.09139965e-11  3.25600000e-05  1.35999654e-10  3.25600000e-05  2.99199254e-11  3.25600000e-05  4.99994990e+00  3.25600000e-05  3.34192453e+00 
 3.45600000e-05  9.92914549e-10  3.45600000e-05  4.09140007e-11  3.45600000e-05  1.35999668e-10  3.45600000e-05  2.99199254e-11  3.45600000e-05  4.99994990e+00  3.45600000e-05  3.34192453e+00 
 3.65600000e-05  9.92914411e-10  3.65600000e-05  4.09139965e-11  3.65600000e-05  1.35999654e-10  3.65600000e-05  2.99199254e-11  3.65600000e-05  4.99994990e+00  3.65600000e-05  3.34192453e+00 
 3.85600000e-05  9.92914549e-10  3.85600000e-05  4.09140007e-11  3.85600000e-05  1.35999668e-10  3.85600000e-05  2.99199254e-11  3.85600000e-05  4.99994990e+00  3.85600000e-05  3.34192453e+00 
 4.05600000e-05  9.92914411e-10  4.05600000e-05  4.09139965e-11  4.05600000e-05  1.35999654e-10  4.05600000e-05  2.99199254e-11  4.05600000e-05  4.99994990e+00  4.05600000e-05  3.34192453e+00 
 4.25600000e-05  9.92914549e-10  4.25600000e-05  4.09140007e-11  4.25600000e-05  1.35999668e-10  4.25600000e-05  2.99199254e-11  4.25600000e-05  4.99994990e+00  4.25600000e-05  3.34192453e+00 
 4.45600000e-05  9.92914411e-10  4.45600000e-05  4.09139965e-11  4.45600000e-05  1.35999654e-10  4.45600000e-05  2.99199254e-11  4.45600000e-05  4.99994990e+00  4.45600000e-05  3.34192453e+00 
 4.65600000e-05  9.92914549e-10  4.65600000e-05  4.09140007e-11  4.65600000e-05  1.35999668e-10  4.65600000e-05  2.99199254e-11  4.65600000e-05  4.99994990e+00  4.65600000e-05  3.34192453e+00 
 4.85600000e-05  9.92914411e-10  4.85600000e-05  4.09139965e-11  4.85600000e-05  1.35999654e-10  4.85600000e-05  2.99199254e-11  4.85600000e-05  4.99994990e+00  4.85600000e-05  3.34192453e+00 
 5.05600000e-05  9.92914549e-10  5.05600000e-05  4.09140007e-11  5.05600000e-05  1.35999668e-10  5.05600000e-05  2.99199254e-11  5.05600000e-05  4.99994990e+00  5.05600000e-05  3.34192453e+00 
 5.25600000e-05  9.92914411e-10  5.25600000e-05  4.09139965e-11  5.25600000e-05  1.35999654e-10  5.25600000e-05  2.99199254e-11  5.25600000e-05  4.99994990e+00  5.25600000e-05  3.34192453e+00 
 5.45600000e-05  9.92914549e-10  5.45600000e-05  4.09140007e-11  5.45600000e-05  1.35999668e-10  5.45600000e-05  2.99199254e-11  5.45600000e-05  4.99994990e+00  5.45600000e-05  3.34192453e+00 
 5.65600000e-05  9.92914411e-10  5.65600000e-05  4.09139965e-11  5.65600000e-05  1.35999654e-10  5.65600000e-05  2.99199254e-11  5.65600000e-05  4.99994990e+00  5.65600000e-05  3.34192453e+00 
 5.85600000e-05  9.92914549e-10  5.85600000e-05  4.09140007e-11  5.85600000e-05  1.35999668e-10  5.85600000e-05  2.99199254e-11  5.85600000e-05  4.99994990e+00  5.85600000e-05  3.34192453e+00 
 6.05600000e-05  9.92914411e-10  6.05600000e-05  4.09139965e-11  6.05600000e-05  1.35999654e-10  6.05600000e-05  2.99199254e-11  6.05600000e-05  4.99994990e+00  6.05600000e-05  3.34192453e+00 
 6.25600000e-05  9.92914549e-10  6.25600000e-05  4.09140007e-11  6.25600000e-05  1.35999668e-10  6.25600000e-05  2.99199253e-11  6.25600000e-05  4.99994990e+00  6.25600000e-05  3.34192453e+00 
 6.45600000e-05  9.92914411e-10  6.45600000e-05  4.09139965e-11  6.45600000e-05  1.35999654e-10  6.45600000e-05  2.99199253e-11  6.45600000e-05  4.99994990e+00  6.45600000e-05  3.34192453e+00 
 6.65600000e-05  9.92914549e-10  6.65600000e-05  4.09140007e-11  6.65600000e-05  1.35999668e-10  6.65600000e-05  2.99199253e-11  6.65600000e-05  4.99994990e+00  6.65600000e-05  3.34192453e+00 
 6.85600000e-05  9.92914411e-10  6.85600000e-05  4.09139965e-11  6.85600000e-05  1.35999654e-10  6.85600000e-05  2.99199253e-11  6.85600000e-05  4.99994990e+00  6.85600000e-05  3.34192453e+00 
 7.05600000e-05  9.92914549e-10  7.05600000e-05  4.09140007e-11  7.05600000e-05  1.35999668e-10  7.05600000e-05  2.99199253e-11  7.05600000e-05  4.99994990e+00  7.05600000e-05  3.34192453e+00 
 7.25600000e-05  9.92914411e-10  7.25600000e-05  4.09139965e-11  7.25600000e-05  1.35999654e-10  7.25600000e-05  2.99199253e-11  7.25600000e-05  4.99994990e+00  7.25600000e-05  3.34192453e+00 
 7.45600000e-05  9.92914549e-10  7.45600000e-05  4.09140007e-11  7.45600000e-05  1.35999668e-10  7.45600000e-05  2.99199253e-11  7.45600000e-05  4.99994990e+00  7.45600000e-05  3.34192453e+00 
 7.65600000e-05  9.92914411e-10  7.65600000e-05  4.09139965e-11  7.65600000e-05  1.35999654e-10  7.65600000e-05  2.99199253e-11  7.65600000e-05  4.99994990e+00  7.65600000e-05  3.34192453e+00 
 7.85600000e-05  9.92914549e-10  7.85600000e-05  4.09140007e-11  7.85600000e-05  1.35999668e-10  7.85600000e-05  2.99199253e-11  7.85600000e-05  4.99994990e+00  7.85600000e-05  3.34192453e+00 
 8.05600000e-05  9.92914411e-10  8.05600000e-05  4.09139965e-11  8.05600000e-05  1.35999654e-10  8.05600000e-05  2.99199253e-11  8.05600000e-05  4.99994990e+00  8.05600000e-05  3.34192453e+00 
 8.25600000e-05  9.92914549e-10  8.25600000e-05  4.09140007e-11  8.25600000e-05  1.35999668e-10  8.25600000e-05  2.99199253e-11  8.25600000e-05  4.99994990e+00  8.25600000e-05  3.34192453e+00 
 8.45600000e-05  9.92914411e-10  8.45600000e-05  4.09139965e-11  8.45600000e-05  1.35999654e-10  8.45600000e-05  2.99199253e-11  8.45600000e-05  4.99994990e+00  8.45600000e-05  3.34192453e+00 
 8.65600000e-05  9.92914549e-10  8.65600000e-05  4.09140007e-11  8.65600000e-05  1.35999668e-10  8.65600000e-05  2.99199253e-11  8.65600000e-05  4.99994990e+00  8.65600000e-05  3.34192453e+00 
 8.85600000e-05  9.92914411e-10  8.85600000e-05  4.09139965e-11  8.85600000e-05  1.35999654e-10  8.85600000e-05  2.99199253e-11  8.85600000e-05  4.99994990e+00  8.85600000e-05  3.34192453e+00 
 9.05600000e-05  9.92914549e-10  9.05600000e-05  4.09140007e-11  9.05600000e-05  1.35999668e-10  9.05600000e-05  2.99199253e-11  9.05600000e-05  4.99994990e+00  9.05600000e-05  3.34192453e+00 
 9.25600000e-05  9.92914411e-10  9.25600000e-05  4.09139965e-11  9.25600000e-05  1.35999654e-10  9.25600000e-05  2.99199253e-11  9.25600000e-05  4.99994990e+00  9.25600000e-05  3.34192453e+00 
 9.45600000e-05  9.92914549e-10  9.45600000e-05  4.09140007e-11  9.45600000e-05  1.35999668e-10  9.45600000e-05  2.99199253e-11  9.45600000e-05  4.99994990e+00  9.45600000e-05  3.34192453e+00 
 9.65600000e-05  9.92914411e-10  9.65600000e-05  4.09139965e-11  9.65600000e-05  1.35999654e-10  9.65600000e-05  2.99199253e-11  9.65600000e-05  4.99994990e+00  9.65600000e-05  3.34192453e+00 
 9.85600000e-05  9.92914549e-10  9.85600000e-05  4.09140007e-11  9.85600000e-05  1.35999668e-10  9.85600000e-05  2.99199253e-11  9.85600000e-05  4.99994990e+00  9.85600000e-05  3.34192453e+00 
 1.00560000e-04  9.92914411e-10  1.00560000e-04  4.09139965e-11  1.00560000e-04  1.35999654e-10  1.00560000e-04  2.99199253e-11  1.00560000e-04  4.99994990e+00  1.00560000e-04  3.34192453e+00 
 1.02560000e-04  9.92914549e-10  1.02560000e-04  4.09140007e-11  1.02560000e-04  1.35999668e-10  1.02560000e-04  2.99199253e-11  1.02560000e-04  4.99994990e+00  1.02560000e-04  3.34192453e+00 
 1.04560000e-04  9.92914411e-10  1.04560000e-04  4.09139965e-11  1.04560000e-04  1.35999654e-10  1.04560000e-04  2.99199253e-11  1.04560000e-04  4.99994990e+00  1.04560000e-04  3.34192453e+00 
 1.06560000e-04  9.92914549e-10  1.06560000e-04  4.09140007e-11  1.06560000e-04  1.35999668e-10  1.06560000e-04  2.99199253e-11  1.06560000e-04  4.99994990e+00  1.06560000e-04  3.34192453e+00 
 1.08560000e-04  9.92914411e-10  1.08560000e-04  4.09139965e-11  1.08560000e-04  1.35999654e-10  1.08560000e-04  2.99199253e-11  1.08560000e-04  4.99994990e+00  1.08560000e-04  3.34192453e+00 
 1.10560000e-04  9.92914549e-10  1.10560000e-04  4.09140007e-11  1.10560000e-04  1.35999668e-10  1.10560000e-04  2.99199253e-11  1.10560000e-04  4.99994990e+00  1.10560000e-04  3.34192453e+00 
 1.12560000e-04  9.92914411e-10  1.12560000e-04  4.09139965e-11  1.12560000e-04  1.35999654e-10  1.12560000e-04  2.99199253e-11  1.12560000e-04  4.99994990e+00  1.12560000e-04  3.34192453e+00 
 1.14560000e-04  9.92914549e-10  1.14560000e-04  4.09140007e-11  1.14560000e-04  1.35999668e-10  1.14560000e-04  2.99199253e-11  1.14560000e-04  4.99994990e+00  1.14560000e-04  3.34192453e+00 
 1.16560000e-04  9.92914411e-10  1.16560000e-04  4.09139965e-11  1.16560000e-04  1.35999654e-10  1.16560000e-04  2.99199253e-11  1.16560000e-04  4.99994990e+00  1.16560000e-04  3.34192453e+00 
 1.18560000e-04  9.92914549e-10  1.18560000e-04  4.09140007e-11  1.18560000e-04  1.35999668e-10  1.18560000e-04  2.99199253e-11  1.18560000e-04  4.99994990e+00  1.18560000e-04  3.34192453e+00 
 1.20560000e-04  9.92914411e-10  1.20560000e-04  4.09139965e-11  1.20560000e-04  1.35999654e-10  1.20560000e-04  2.99199253e-11  1.20560000e-04  4.99994990e+00  1.20560000e-04  3.34192453e+00 
 1.22560000e-04  9.92914549e-10  1.22560000e-04  4.09140007e-11  1.22560000e-04  1.35999668e-10  1.22560000e-04  2.99199253e-11  1.22560000e-04  4.99994990e+00  1.22560000e-04  3.34192453e+00 
 1.24560000e-04  9.92914411e-10  1.24560000e-04  4.09139965e-11  1.24560000e-04  1.35999654e-10  1.24560000e-04  2.99199253e-11  1.24560000e-04  4.99994990e+00  1.24560000e-04  3.34192453e+00 
 1.26560000e-04  9.92914549e-10  1.26560000e-04  4.09140007e-11  1.26560000e-04  1.35999668e-10  1.26560000e-04  2.99199253e-11  1.26560000e-04  4.99994990e+00  1.26560000e-04  3.34192453e+00 
 1.28560000e-04  9.92914411e-10  1.28560000e-04  4.09139965e-11  1.28560000e-04  1.35999654e-10  1.28560000e-04  2.99199253e-11  1.28560000e-04  4.99994990e+00  1.28560000e-04  3.34192453e+00 
 1.30560000e-04  9.92914549e-10  1.30560000e-04  4.09140007e-11  1.30560000e-04  1.35999668e-10  1.30560000e-04  2.99199253e-11  1.30560000e-04  4.99994990e+00  1.30560000e-04  3.34192453e+00 
 1.32560000e-04  9.92914411e-10  1.32560000e-04  4.09139965e-11  1.32560000e-04  1.35999654e-10  1.32560000e-04  2.99199253e-11  1.32560000e-04  4.99994990e+00  1.32560000e-04  3.34192453e+00 
 1.34560000e-04  9.92914549e-10  1.34560000e-04  4.09140007e-11  1.34560000e-04  1.35999668e-10  1.34560000e-04  2.99199253e-11  1.34560000e-04  4.99994990e+00  1.34560000e-04  3.34192453e+00 
 1.36560000e-04  9.92914411e-10  1.36560000e-04  4.09139965e-11  1.36560000e-04  1.35999654e-10  1.36560000e-04  2.99199253e-11  1.36560000e-04  4.99994990e+00  1.36560000e-04  3.34192453e+00 
 1.38560000e-04  9.92914549e-10  1.38560000e-04  4.09140007e-11  1.38560000e-04  1.35999668e-10  1.38560000e-04  2.99199253e-11  1.38560000e-04  4.99994990e+00  1.38560000e-04  3.34192453e+00 
 1.40560000e-04  9.92914411e-10  1.40560000e-04  4.09139965e-11  1.40560000e-04  1.35999654e-10  1.40560000e-04  2.99199253e-11  1.40560000e-04  4.99994990e+00  1.40560000e-04  3.34192453e+00 
