 0.00000000e+00  4.99996898e+00  0.00000000e+00  2.64655525e-02  0.00000000e+00  2.64550265e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.60000000e+00  0.00000000e+00  4.53648468e+00  0.00000000e+00  1.19390642e-01 
 2.00000000e-11  4.99996898e+00  2.00000000e-11  2.64655525e-02  2.00000000e-11  2.64550265e-02  2.00000000e-11  0.00000000e+00  2.00000000e-11  4.60000000e+00  2.00000000e-11  4.53648468e+00  2.00000000e-11  1.19390642e-01 
 4.00000000e-11  4.99996898e+00  4.00000000e-11  2.64655525e-02  4.00000000e-11  2.64550265e-02  4.00000000e-11  0.00000000e+00  4.00000000e-11  4.60000000e+00  4.00000000e-11  4.53648468e+00  4.00000000e-11  1.19390642e-01 
 8.00000000e-11  4.99996898e+00  8.00000000e-11  2.64655525e-02  8.00000000e-11  2.64550265e-02  8.00000000e-11  0.00000000e+00  8.00000000e-11  4.60000000e+00  8.00000000e-11  4.53648468e+00  8.00000000e-11  1.19390642e-01 
 1.60000000e-10  4.99996898e+00  1.60000000e-10  2.64655525e-02  1.60000000e-10  2.64550265e-02  1.60000000e-10  0.00000000e+00  1.60000000e-10  4.60000000e+00  1.60000000e-10  4.53648468e+00  1.60000000e-10  1.19390642e-01 
 3.20000000e-10  4.99996898e+00  3.20000000e-10  2.64655525e-02  3.20000000e-10  2.64550265e-02  3.20000000e-10  0.00000000e+00  3.20000000e-10  4.60000000e+00  3.20000000e-10  4.53648468e+00  3.20000000e-10  1.19390642e-01 
 6.40000000e-10  4.99996898e+00  6.40000000e-10  2.64655525e-02  6.40000000e-10  2.64550265e-02  6.40000000e-10  0.00000000e+00  6.40000000e-10  4.60000000e+00  6.40000000e-10  4.53648468e+00  6.40000000e-10  1.19390642e-01 
 1.28000000e-09  4.99996898e+00  1.28000000e-09  2.64655525e-02  1.28000000e-09  2.64550265e-02  1.28000000e-09  0.00000000e+00  1.28000000e-09  4.60000000e+00  1.28000000e-09  4.53648468e+00  1.28000000e-09  1.19390642e-01 
 2.56000000e-09  4.99996898e+00  2.56000000e-09  2.64655525e-02  2.56000000e-09  2.64550265e-02  2.56000000e-09  0.00000000e+00  2.56000000e-09  4.60000000e+00  2.56000000e-09  4.53648468e+00  2.56000000e-09  1.19390642e-01 
 4.56000000e-09  4.99996898e+00  4.56000000e-09  2.64655525e-02  4.56000000e-09  2.64550265e-02  4.56000000e-09  0.00000000e+00  4.56000000e-09  4.60000000e+00  4.56000000e-09  4.53648468e+00  4.56000000e-09  1.19390642e-01 
 6.56000000e-09  4.99996898e+00  6.56000000e-09  2.64655525e-02  6.56000000e-09  2.64550265e-02  6.56000000e-09  0.00000000e+00  6.56000000e-09  4.60000000e+00  6.56000000e-09  4.53648468e+00  6.56000000e-09  1.19390642e-01 
 8.56000000e-09  4.99996898e+00  8.56000000e-09  2.64655525e-02  8.56000000e-09  2.64550265e-02  8.56000000e-09  0.00000000e+00  8.56000000e-09  4.60000000e+00  8.56000000e-09  4.53648468e+00  8.56000000e-09  1.19390642e-01 
