 time                v(vout)             v(vinf)             v(en)               i(L1)              
 5.900000000000e-05  4.847326114307e+00  4.040233276570e-07  1.052037332786e+00 -2.281195158755e-06 
 6.000000000000e-05  4.845914616552e+00  4.227307218135e-07  1.052036964087e+00 -2.280940992812e-06 
 6.100000000000e-05  4.844503529810e+00  4.436330839968e-07  1.052036595392e+00 -2.280686907173e-06 
 6.200000000000e-05  4.843092853964e+00  4.670181207782e-07  1.052036226703e+00 -2.280432930407e-06 
 6.300000000000e-05  4.841682588892e+00  4.932158618573e-07  1.052035858019e+00 -2.280179002043e-06 
 6.400000000000e-05  4.840272734476e+00  5.226029575983e-07  1.052035489340e+00 -2.279925173039e-06 
 6.500000000000e-05  4.838863290595e+00  5.556113000875e-07  1.052035120665e+00 -2.279671417832e-06 
 6.600000000000e-05  4.837454257131e+00  5.927370060615e-07  1.052034751995e+00 -2.279417734458e-06 
 6.700000000000e-05  4.836045633964e+00  6.345506206274e-07  1.052034383331e+00 -2.279164114641e-06 
 6.800000000000e-05  4.834637420973e+00  6.817090514543e-07  1.052034014671e+00 -2.278910594154e-06 
 6.900000000000e-05  4.833229618041e+00  7.349695428215e-07  1.052033646016e+00 -2.278657163828e-06 
 7.000000000000e-05  4.831822225048e+00  7.952060557535e-07  1.052033277366e+00 -2.278403790914e-06 
 7.100000000000e-05  4.830415241873e+00  8.634284889884e-07  1.052032908721e+00 -2.278150495908e-06 
 7.200000000000e-05  4.829008668398e+00  9.408052610939e-07  1.052032540080e+00 -2.277897301192e-06 
 7.300000000000e-05  4.827602504504e+00  1.028689870212e-06  1.052032171445e+00 -2.277644158071e-06 
 7.400000000000e-05  4.826196750070e+00  1.128652168562e-06  1.052031802814e+00 -2.277391102806e-06 
 7.500000000000e-05  4.824791404979e+00  1.242515232582e-06  1.052031434188e+00 -2.277138115572e-06 
 7.600000000000e-05  4.823386469111e+00  1.372398878760e-06  1.052031065567e+00 -2.276885241625e-06 
 7.700000000000e-05  4.821981942346e+00  1.520771085074e-06  1.052030696951e+00 -2.276632410095e-06 
 7.800000000000e-05  4.820577824566e+00  1.690508824828e-06  1.052030328339e+00 -2.276379673955e-06 
 7.900000000000e-05  4.819174115651e+00  1.884970120503e-06  1.052029959732e+00 -2.276127005394e-06 
 8.000000000000e-05  4.817770815482e+00  2.108079488489e-06  1.052029591131e+00 -2.275874414431e-06 
 8.100000000000e-05  4.816367923941e+00  2.364429380824e-06  1.052029222534e+00 -2.275621932952e-06 
 8.200000000000e-05  4.814965440908e+00  2.659400763056e-06  1.052028853941e+00 -2.275369497767e-06 
 8.300000000000e-05  4.813563366264e+00  2.999306604576e-06  1.052028485354e+00 -2.275117137376e-06 
 8.400000000000e-05  4.812161699891e+00  3.391562835576e-06  1.052028116772e+00 -2.274864870254e-06 
 8.500000000000e-05  4.810760441669e+00  3.844892265125e-06  1.052027748194e+00 -2.274612684883e-06 
 8.600000000000e-05  4.809359591481e+00  4.369568096952e-06  1.052027379621e+00 -2.274360576616e-06 
 8.700000000000e-05  4.807959149206e+00  4.977705065056e-06  1.052027011053e+00 -2.274108529446e-06 
 8.800000000000e-05  4.806559114726e+00  5.683607894956e-06  1.052026642490e+00 -2.273856560299e-06 
 8.900000000000e-05  4.805159487922e+00  6.504188846012e-06  1.052026273932e+00 -2.273604684420e-06 
 9.000000000000e-05  4.803760268677e+00  7.459468576626e-06  1.052025905379e+00 -2.273352892756e-06 
 9.100000000000e-05  4.802361456870e+00  8.573177606901e-06  1.052025536831e+00 -2.273101165804e-06 
 9.200000000000e-05  4.800963052384e+00  9.873479336386e-06  1.052025168288e+00 -2.272849520900e-06 
 9.300000000000e-05  4.799565055099e+00  1.139384006046e-05  1.052024799750e+00 -2.272597951015e-06 
 9.400000000000e-05  4.798167464898e+00  1.317407688221e-05  1.052024431217e+00 -2.272346455029e-06 
 9.500000000000e-05  4.796770281661e+00  1.526162104743e-05  1.052024062690e+00 -2.272095032224e-06 
 9.600000000000e-05  4.795373505271e+00  1.771304228276e-05  1.052023694168e+00 -2.271843722263e-06 
 9.700000000000e-05  4.793977135607e+00  2.059588948074e-05  1.052023325652e+00 -2.271592450631e-06 
 9.800000000000e-05  4.792581172554e+00  2.399091489814e-05  1.052022957142e+00 -2.271341271444e-06 
 9.900000000000e-05  4.791185615991e+00  2.799476330301e-05  1.052022588637e+00 -2.271090172212e-06 
 1.000000000000e-04  4.789790465801e+00  3.258456203921e-05  1.052022220139e+00 -2.270839148073e-06 
 1.010000000000e-04  4.788395721865e+00  3.541648517224e-05  1.052021851641e+00 -2.270588211233e-06 
 1.020000000000e-04  4.787001384064e+00  3.835069675449e-05  1.052021483148e+00 -2.270337346407e-06 
 1.030000000000e-04  4.785607452281e+00  4.152564539419e-05  1.052021114660e+00 -2.270086554960e-06 
 1.040000000000e-04  4.784213926398e+00  4.496096314731e-05  1.052020746177e+00 -2.269835842214e-06 
 1.050000000000e-04  4.782820806295e+00  4.867786558902e-05  1.052020377699e+00 -2.269585200693e-06 
 1.060000000000e-04  4.781428091856e+00  5.269927398730e-05  1.052020009226e+00 -2.269334653419e-06 
 1.070000000000e-04  4.780035782962e+00  5.704994853841e-05  1.052019640759e+00 -2.269084174114e-06 
 1.080000000000e-04  4.778643879494e+00  6.175663137426e-05  1.052019272297e+00 -2.268833771482e-06 
 1.090000000000e-04  4.777252381335e+00  6.684819992779e-05  1.052018903841e+00 -2.268583438385e-06 
 1.100000000000e-04  4.775861288367e+00  7.235583127285e-05  1.052018535390e+00 -2.268333185913e-06 
 1.110000000000e-04  4.774470600472e+00  7.831317807283e-05  1.052018166944e+00 -2.268083027089e-06 
 1.120000000000e-04  4.773080317532e+00  8.475655678186e-05  1.052017798505e+00 -2.267832937500e-06 
 1.130000000000e-04  4.771690439428e+00  9.172514874084e-05  1.052017430071e+00 -2.267582914469e-06 
 1.140000000000e-04  4.770300966043e+00  9.926121481446e-05  1.052017061642e+00 -2.267332984875e-06 
 1.150000000000e-04  4.768911897259e+00  1.074103241969e-04  1.052016693220e+00 -2.267083118651e-06 
 1.160000000000e-04  4.767523232959e+00  1.162215979955e-04  1.052016324803e+00 -2.266833334323e-06 
 1.170000000000e-04  4.766134973025e+00  1.257479681667e-04  1.052015956393e+00 -2.266583647859e-06 
 1.180000000000e-04  4.764747117338e+00  1.360464523260e-04  1.052015587989e+00 -2.266334012596e-06 
 1.190000000000e-04  4.763359665781e+00  1.471784448923e-04  1.052015219592e+00 -2.266084464313e-06 
 1.200000000000e-04  4.761972618236e+00  1.592100249371e-04  1.052014851201e+00 -2.265834991579e-06 
 1.210000000000e-04  4.760585974586e+00  1.722122810024e-04  1.052014482816e+00 -2.265585595945e-06 
 1.220000000000e-04  4.759199734714e+00  1.862616530107e-04  1.052014114439e+00 -2.265336282464e-06 
 1.230000000000e-04  4.757813898501e+00  2.014402912307e-04  1.052013746068e+00 -2.265087044869e-06 
 1.240000000000e-04  4.756428465830e+00  2.178364320587e-04  1.052013377705e+00 -2.264837876882e-06 
 1.250000000000e-04  4.755043436583e+00  2.355447901366e-04  1.052013009350e+00 -2.264588792983e-06 
 1.260000000000e-04  4.753658810644e+00  2.546669660515e-04  1.052012641002e+00 -2.264339784333e-06 
 1.270000000000e-04  4.752274587894e+00  2.753118685295e-04  1.052012272662e+00 -2.264090859575e-06 
 1.280000000000e-04  4.750890768217e+00  2.975961496634e-04  1.052011904331e+00 -2.263842002939e-06 
 1.290000000000e-04  4.749507351494e+00  3.216446512815e-04  1.052011536008e+00 -2.263593222877e-06 
 1.300000000000e-04  4.748124337609e+00  3.475908600722e-04  1.052011167694e+00 -2.263344515240e-06 
 1.310000000000e-04  4.746741726444e+00  3.755773685366e-04  1.052010799389e+00 -2.263095901788e-06 
 1.320000000000e-04  4.745359517882e+00  4.057563382248e-04  1.052010431094e+00 -2.262847361310e-06 
 1.330000000000e-04  4.743977711805e+00  4.382899610485e-04  1.052010062808e+00 -2.262598879795e-06 
 1.340000000000e-04  4.742596308098e+00  4.733509137262e-04  1.052009694533e+00 -2.262350489293e-06 
 1.350000000000e-04  4.741215306641e+00  5.111227996465e-04  1.052009326269e+00 -2.262102187358e-06 
 1.360000000000e-04  4.739834707318e+00  5.518005715977e-04  1.052008958016e+00 -2.261853943202e-06 
 1.370000000000e-04  4.738454510014e+00  5.955909279633e-04  1.052008589775e+00 -2.261605773417e-06 
 1.380000000000e-04  4.737074714609e+00  6.427126740998e-04  1.052008221546e+00 -2.261357684338e-06 
 1.390000000000e-04  4.735695320986e+00  6.933970397459e-04  1.052007853330e+00 -2.261109692569e-06 
 1.400000000000e-04  4.734316329030e+00  7.478879424694e-04  1.052007485128e+00 -2.260861763964e-06 
 1.410000000000e-04  4.732937738623e+00  8.064421863759e-04  1.052007116939e+00 -2.260613899630e-06 
 1.420000000000e-04  4.731559549648e+00  8.693295846317e-04  1.052006748765e+00 -2.260366141229e-06 
 1.430000000000e-04  4.730181761988e+00  9.368329938028e-04  1.052006380606e+00 -2.260118433457e-06 
 1.440000000000e-04  4.728804375527e+00  1.009248247682e-03  1.052006012464e+00 -2.259870809414e-06 
 1.450000000000e-04  4.727427390147e+00  1.086883978148e-03  1.052005644338e+00 -2.259623272593e-06 
 1.460000000000e-04  4.726050805732e+00  1.170061310819e-03  1.052005276230e+00 -2.259375798036e-06 
 1.470000000000e-04  4.724674622166e+00  1.259113423774e-03  1.052004908140e+00 -2.259128406206e-06 
 1.480000000000e-04  4.723298839330e+00  1.354384958566e-03  1.052004540069e+00 -2.258881096888e-06 
 1.490000000000e-04  4.721923457109e+00  1.456231274137e-03  1.052004172018e+00 -2.258633851030e-06 
 1.500000000000e-04  4.720548475386e+00  1.565017536090e-03  1.052003803988e+00 -2.258386676514e-06 
 1.510000000000e-04  4.719173894044e+00  1.681117636129e-03  1.052003435980e+00 -2.258139606910e-06 
 1.520000000000e-04  4.717799712968e+00  1.804912939326e-03  1.052003067995e+00 -2.257892588330e-06 
 1.530000000000e-04  4.716425932039e+00  1.936790860176e-03  1.052002700033e+00 -2.257645654501e-06 
 1.540000000000e-04  4.715052551142e+00  2.077143272165e-03  1.052002332096e+00 -2.257398806128e-06 
 1.550000000000e-04  4.713679570160e+00  2.226364759595e-03  1.052001964184e+00 -2.257152026486e-06 
 1.560000000000e-04  4.712306988977e+00  2.384850724764e-03  1.052001596299e+00 -2.256905316495e-06 
 1.570000000000e-04  4.710934807476e+00  2.552995367970e-03  1.052001228441e+00 -2.256658685166e-06 
 1.580000000000e-04  4.709563025541e+00  2.731189562119e-03  1.052000860612e+00 -2.256412131083e-06 
 1.590000000000e-04  4.708191643056e+00  2.919818647832e-03  1.052000492811e+00 -2.256165667177e-06 
 1.600000000000e-04  4.706820659904e+00  3.119260178545e-03  1.052000125041e+00 -2.255919268293e-06 
 1.610000000000e-04  4.705450075969e+00  3.329881648159e-03  1.051999757302e+00 -2.255672954552e-06 
 1.620000000000e-04  4.704079891135e+00  3.552038235983e-03  1.051999389595e+00 -2.255426712792e-06 
 1.630000000000e-04  4.702710105285e+00  3.786070605044e-03  1.051999021921e+00 -2.255180529021e-06 
 1.640000000000e-04  4.701340718304e+00  4.032302790007e-03  1.051998654280e+00 -2.254934450480e-06 
 1.650000000000e-04  4.699971730075e+00  4.291040210134e-03  1.051998286674e+00 -2.254688425684e-06 
 1.660000000000e-04  4.698603140482e+00  4.562567840652e-03  1.051997919102e+00 -2.254442495069e-06 
 1.670000000000e-04  4.697234949409e+00  4.847148572855e-03  1.051997551566e+00 -2.254196628349e-06 
 1.680000000000e-04  4.695867156740e+00  5.145021789170e-03  1.051997184066e+00 -2.253950847114e-06 
 1.690000000000e-04  4.694499762359e+00  5.456402174617e-03  1.051996816603e+00 -2.253705126670e-06 
 1.700000000000e-04  4.693132766150e+00  5.781478780520e-03  1.051996449177e+00 -2.253459502036e-06 
 1.710000000000e-04  4.691766167997e+00  6.120414350534e-03  1.051996081788e+00 -2.253213929961e-06 
 1.720000000000e-04  4.690399967784e+00  6.473344912952e-03  1.051995714437e+00 -2.252968460896e-06 
 1.730000000000e-04  4.689034165395e+00  6.840379637362e-03  1.051995347124e+00 -2.252723038651e-06 
 1.740000000000e-04  4.687668760716e+00  7.221600948057e-03  1.051994979850e+00 -2.252477728722e-06 
 1.750000000000e-04  4.686303753628e+00  7.617064881516e-03  1.051994612614e+00 -2.252232474492e-06 
 1.760000000000e-04  4.684939144017e+00  8.026801670797e-03  1.051994245416e+00 -2.251987282905e-06 
 1.770000000000e-04  4.683574931768e+00  8.450816536061e-03  1.051993878257e+00 -2.251742187350e-06 
 1.780000000000e-04  4.682211116763e+00  8.889090657598e-03  1.051993511136e+00 -2.251497155206e-06 
 1.790000000000e-04  4.680847698889e+00  9.341582305855e-03  1.051993144054e+00 -2.251252210220e-06 
 1.800000000000e-04  4.679484678029e+00  9.808228101896e-03  1.051992777010e+00 -2.251007344065e-06 
 1.810000000000e-04  4.678122054067e+00  1.028894438148e-02  1.051992410004e+00 -2.250762542679e-06 
 1.820000000000e-04  4.676759826888e+00  1.078362863640e-02  1.051992043035e+00 -2.250517823284e-06 
 1.830000000000e-04  4.675397996376e+00  1.129216100795e-02  1.051991676104e+00 -2.250273171780e-06 
 1.840000000000e-04  4.674036562416e+00  1.181440580883e-02  1.051991309210e+00 -2.250028589845e-06 
 1.850000000000e-04  4.672675524893e+00  1.235021305190e-02  1.051990942353e+00 -2.249784097375e-06 
 1.860000000000e-04  4.671314883691e+00  1.289941996662e-02  1.051990575532e+00 -2.249539695529e-06 
 1.870000000000e-04  4.669954638694e+00  1.346185248608e-02  1.051990208747e+00 -2.249295344008e-06 
 1.880000000000e-04  4.668594789787e+00  1.403732669043e-02  1.051989841998e+00 -2.249051068946e-06 
 1.890000000000e-04  4.667235336856e+00  1.462565019474e-02  1.051989475283e+00 -2.248806886085e-06 
 1.900000000000e-04  4.665876279783e+00  1.522662347190e-02  1.051989108603e+00 -2.248562773445e-06 
 1.910000000000e-04  4.664517618455e+00  1.584004110314e-02  1.051988741957e+00 -2.248318723554e-06 
 1.920000000000e-04  4.663159352756e+00  1.646569295123e-02  1.051988375345e+00 -2.248074758109e-06 
 1.930000000000e-04  4.661801482571e+00  1.710336525290e-02  1.051988008765e+00 -2.247830879914e-06 
 1.940000000000e-04  4.660444007785e+00  1.775284162885e-02  1.051987642219e+00 -2.247587067505e-06 
 1.950000000000e-04  4.659086928281e+00  1.841390401118e-02  1.051987275704e+00 -2.247343324399e-06 
 1.960000000000e-04  4.657730243947e+00  1.908633348906e-02  1.051986909220e+00 -2.247099657478e-06 
 1.970000000000e-04  4.656373954666e+00  1.976991107468e-02  1.051986542767e+00 -2.246856069367e-06 
 1.980000000000e-04  4.655018060323e+00  2.046441839218e-02  1.051986176345e+00 -2.246612567567e-06 
 1.990000000000e-04  4.653662560803e+00  2.116963829288e-02  1.051985809952e+00 -2.246369130669e-06 
 2.000000000000e-04  4.652307455992e+00  2.188535540058e-02  1.051985443589e+00 -2.246125769880e-06 
 2.010000000000e-04  4.650952745774e+00  2.261135659110e-02  1.051985077254e+00 -2.245882485719e-06 
 2.020000000000e-04  4.649598430035e+00  2.334743141027e-02  1.051984710948e+00 -2.245639282990e-06 
 2.030000000000e-04  4.648244508660e+00  2.409337243485e-02  1.051984344670e+00 -2.245396158944e-06 
 2.040000000000e-04  4.646890981532e+00  2.484897558062e-02  1.051983978418e+00 -2.245153100330e-06 
 2.050000000000e-04  4.645537848540e+00  2.561404036215e-02  1.051983612194e+00 -2.244910112504e-06 
 2.060000000000e-04  4.644185109566e+00  2.638837010834e-02  1.051983245996e+00 -2.244667210002e-06 
 2.070000000000e-04  4.642832764497e+00  2.717177213778e-02  1.051982879823e+00 -2.244424368484e-06 
 2.080000000000e-04  4.641480813218e+00  2.796405789792e-02  1.051982513676e+00 -2.244181623946e-06 
 2.090000000000e-04  4.640129255614e+00  2.876504307149e-02  1.051982147554e+00 -2.243938938446e-06 
 2.100000000000e-04  4.638778091571e+00  2.957454765381e-02  1.051981781456e+00 -2.243696327309e-06 
 2.110000000000e-04  4.637427320972e+00  3.039239600411e-02  1.051981415383e+00 -2.243453802967e-06 
 2.120000000000e-04  4.636076943706e+00  3.121841687375e-02  1.051981049332e+00 -2.243211342353e-06 
 2.130000000000e-04  4.634726959658e+00  3.205244341423e-02  1.051980683306e+00 -2.242968957245e-06 
 2.140000000000e-04  4.633377368710e+00  3.289431316739e-02  1.051980317302e+00 -2.242726653082e-06 
 2.150000000000e-04  4.632028170751e+00  3.374386804007e-02  1.051979951320e+00 -2.242484417637e-06 
 2.160000000000e-04  4.630679365665e+00  3.460095426553e-02  1.051979585361e+00 -2.242242265253e-06 
 2.170000000000e-04  4.629330953338e+00  3.546542235323e-02  1.051979219423e+00 -2.242000188571e-06 
 2.180000000000e-04  4.627982933656e+00  3.633712702885e-02  1.051978853506e+00 -2.241758183548e-06 
 2.190000000000e-04  4.626635306504e+00  3.721592716613e-02  1.051978487611e+00 -2.241516262958e-06 
 2.200000000000e-04  4.625288071767e+00  3.810168571178e-02  1.051978121736e+00 -2.241274392911e-06 
 2.210000000000e-04  4.623941229334e+00  3.899426960477e-02  1.051977755882e+00 -2.241032629430e-06 
 2.220000000000e-04  4.622594779087e+00  3.989354969106e-02  1.051977390047e+00 -2.240790913789e-06 
 2.230000000000e-04  4.621248720914e+00  4.079940063475e-02  1.051977024232e+00 -2.240549288805e-06 
 2.240000000000e-04  4.619903054699e+00  4.171170082661e-02  1.051976658437e+00 -2.240307716685e-06 
 2.250000000000e-04  4.618557780331e+00  4.263033229052e-02  1.051976292661e+00 -2.240066252259e-06 
 2.260000000000e-04  4.617212897692e+00  4.355518058868e-02  1.051975926903e+00 -2.239824850062e-06 
 2.270000000000e-04  4.615868406671e+00  4.448613472616e-02  1.051975561164e+00 -2.239583528010e-06 
 2.280000000000e-04  4.614524307152e+00  4.542308705508e-02  1.051975195444e+00 -2.239342263156e-06 
 2.290000000000e-04  4.613180599022e+00  4.636593317921e-02  1.051974829741e+00 -2.239101089066e-06 
 2.300000000000e-04  4.611837282168e+00  4.731457185902e-02  1.051974464057e+00 -2.238859983875e-06 
 2.310000000000e-04  4.610494356474e+00  4.826890491769e-02  1.051974098389e+00 -2.238618943468e-06 
 2.320000000000e-04  4.609151821826e+00  4.922883714831e-02  1.051973732740e+00 -2.238378001351e-06 
 2.330000000000e-04  4.607809678112e+00  5.019427622251e-02  1.051973367107e+00 -2.238137100805e-06 
 2.340000000000e-04  4.606467925218e+00  5.116513260061e-02  1.051973001491e+00 -2.237896309585e-06 
 2.350000000000e-04  4.605126563028e+00  5.214131944366e-02  1.051972635892e+00 -2.237655574695e-06 
 2.360000000000e-04  4.603785591431e+00  5.312275252726e-02  1.051972270309e+00 -2.237414928031e-06 
 2.370000000000e-04  4.602445010311e+00  5.410935015736e-02  1.051971904742e+00 -2.237174328290e-06 
 2.380000000000e-04  4.601104819556e+00  5.510103308817e-02  1.051971539192e+00 -2.236933824009e-06 
 2.390000000000e-04  4.599765019051e+00  5.609772444217e-02  1.051971173657e+00 -2.236693395635e-06 
 2.400000000000e-04  4.598425608684e+00  5.709934963226e-02  1.051970808139e+00 -2.236453026440e-06 
 2.410000000000e-04  4.597086588339e+00  5.810583628603e-02  1.051970442635e+00 -2.236212753686e-06 
 2.420000000000e-04  4.595747957905e+00  5.911711417236e-02  1.051970077147e+00 -2.235972549355e-06 
 2.430000000000e-04  4.594409717267e+00  6.013311513003e-02  1.051969711674e+00 -2.235732399929e-06 
 2.440000000000e-04  4.593071866312e+00  6.115377299864e-02  1.051969346216e+00 -2.235492351546e-06 
 2.450000000000e-04  4.591734404926e+00  6.217902355160e-02  1.051968980773e+00 -2.235252366268e-06 
 2.460000000000e-04  4.590397332995e+00  6.320880443130e-02  1.051968615344e+00 -2.235012464393e-06 
 2.470000000000e-04  4.589060650408e+00  6.424305508631e-02  1.051968249930e+00 -2.234772604693e-06 
 2.480000000000e-04  4.587724357049e+00  6.528171671070e-02  1.051967884531e+00 -2.234532852009e-06 
 2.490000000000e-04  4.586388452806e+00  6.632473218543e-02  1.051967519146e+00 -2.234293168167e-06 
 2.500000000000e-04  4.585052937565e+00  6.737204602147e-02  1.051967153774e+00 -2.234053564018e-06 
 2.510000000000e-04  4.583717811215e+00  6.842360430519e-02  1.051966788417e+00 -2.233814019660e-06 
 2.520000000000e-04  4.582383073639e+00  6.947935464538e-02  1.051966423074e+00 -2.233574556315e-06 
 2.530000000000e-04  4.581048724726e+00  7.053924612217e-02  1.051966057744e+00 -2.233335162289e-06 
 2.540000000000e-04  4.579714764363e+00  7.160322923773e-02  1.051965692428e+00 -2.233095858916e-06 
 2.550000000000e-04  4.578381192437e+00  7.267125586876e-02  1.051965327125e+00 -2.232856609533e-06 
 2.560000000000e-04  4.577048008833e+00  7.374327922054e-02  1.051964961836e+00 -2.232617448573e-06 
 2.570000000000e-04  4.575715213440e+00  7.481925378266e-02  1.051964596560e+00 -2.232378350411e-06 
 2.580000000000e-04  4.574382806143e+00  7.589913528638e-02  1.051964231297e+00 -2.232139327045e-06 
 2.590000000000e-04  4.573050786832e+00  7.698288066338e-02  1.051963866047e+00 -2.231900391769e-06 
 2.600000000000e-04  4.571719155392e+00  7.807044800610e-02  1.051963500810e+00 -2.231661509036e-06 
 2.610000000000e-04  4.570387911709e+00  7.916179652947e-02  1.051963135586e+00 -2.231422708098e-06 
