 time                v(vout)             v(vinf)             v(en)               i(L1)              
 0.000000000000e+00  1.199926846611e+01  2.618784163693e-04 -1.004299714660e-04 -1.011861675339e-05 
 2.540000000000e-04  5.032591039735e-01  6.736368602318e-01  5.654301357668e-02 -3.564897711413e+00 
 2.550000000000e-04  4.990945499460e-01  6.730144296498e-01  5.653922164631e-02 -3.511884280748e+00 
 2.560000000000e-04  4.950082949268e-01  6.724098966612e-01  5.653553366611e-02 -3.458920973506e+00 
 2.570000000000e-04  4.910001279700e-01  6.718226683126e-01  5.653194644325e-02 -3.406013507722e+00 
 2.580000000000e-04  4.870698297417e-01  6.712521998098e-01  5.652845705089e-02 -3.353167595154e+00 
 2.590000000000e-04  4.832171726516e-01  6.706979913249e-01  5.652506281014e-02 -3.300388935916e+00 
 2.600000000000e-04  4.794419209859e-01  6.701595849480e-01  5.652176127475e-02 -3.247683213466e+00 
 2.610000000000e-04  4.757438310408e-01  6.696365617924e-01  5.651855021591e-02 -3.195056089962e+00 
 2.620000000000e-04  4.721226512528e-01  6.691285392581e-01  5.651542760708e-02 -3.142513201935e+00 
 2.630000000000e-04  4.685781223295e-01  6.686351684576e-01  5.651239161070e-02 -3.090060156280e+00 
 2.640000000000e-04  4.651099773804e-01  6.681561317983e-01  5.650944056404e-02 -3.037702526548e+00 
 2.650000000000e-04  4.617179420457e-01  6.676911407208e-01  5.650657296840e-02 -2.985445849506e+00 
 2.660000000000e-04  4.584017346246e-01  6.672399335853e-01  5.650378747592e-02 -2.933295621966e+00 
 2.670000000000e-04  4.551610662028e-01  6.668022736997e-01  5.650108287964e-02 -2.881257297855e+00 
 2.680000000000e-04  4.519956407791e-01  6.663779474849e-01  5.649845810277e-02 -2.829336285518e+00 
 2.690000000000e-04  4.489051553910e-01  6.659667627647e-01  5.649591218934e-02 -2.777537945227e+00 
 2.700000000000e-04  4.458893002396e-01  6.655685471781e-01  5.649344429554e-02 -2.725867586901e+00 
 2.710000000000e-04  4.429477588134e-01  6.651831467028e-01  5.649105368071e-02 -2.674330468014e+00 
 2.720000000000e-04  4.400802080110e-01  6.648104242840e-01  5.648873970008e-02 -2.622931791670e+00 
 2.730000000000e-04  4.372863182635e-01  6.644502585614e-01  5.648650179726e-02 -2.571676704856e+00 
 2.740000000000e-04  4.345657536549e-01  6.641025426868e-01  5.648433949769e-02 -2.520570296838e+00 
 2.750000000000e-04  4.319181720427e-01  6.637671832279e-01  5.648225240195e-02 -2.469617597722e+00 
 2.760000000000e-04  4.293432251767e-01  6.634440991487e-01  5.648024018005e-02 -2.418823577132e+00 
 2.770000000000e-04  4.268405588167e-01  6.631332208653e-01  5.647830256634e-02 -2.368193143029e+00 
 2.780000000000e-04  4.244098128502e-01  6.628344893677e-01  5.647643935336e-02 -2.317731140656e+00 
 2.790000000000e-04  4.220506214072e-01  6.625478554056e-01  5.647465038786e-02 -2.267442351592e+00 
 2.800000000000e-04  4.197626129760e-01  6.622732787321e-01  5.647293556631e-02 -2.217331492918e+00 
 2.810000000000e-04  4.175454105160e-01  6.620107274012e-01  5.647129483038e-02 -2.167403216497e+00 
 2.820000000000e-04  4.153986315702e-01  6.617601771160e-01  5.646972816316e-02 -2.117662108340e+00 
 2.830000000000e-04  4.133218883765e-01  6.615216106224e-01  5.646823558558e-02 -2.068112688085e+00 
 2.840000000000e-04  4.113147879771e-01  6.612950171475e-01  5.646681715284e-02 -2.018759408558e+00 
 2.850000000000e-04  4.093769323267e-01  6.610803918764e-01  5.646547295171e-02 -1.969606655433e+00 
 2.860000000000e-04  4.075079183996e-01  6.608777354678e-01  5.646420309689e-02 -1.920658746972e+00 
 2.870000000000e-04  4.057073382943e-01  6.606870536024e-01  5.646300772871e-02 -1.871919933863e+00 
 2.880000000000e-04  4.039747793377e-01  6.605083565663e-01  5.646188701041e-02 -1.823394399134e+00 
 2.890000000000e-04  4.023098241857e-01  6.603416588608e-01  5.646084112545e-02 -1.775086258161e+00 
 2.900000000000e-04  4.007120509239e-01  6.601869788446e-01  5.645987027608e-02 -1.726999558756e+00 
 2.910000000000e-04  3.991810331643e-01  6.600443383991e-01  5.645897468023e-02 -1.679138281348e+00 
 2.920000000000e-04  3.977163401410e-01  6.599137626196e-01  5.645815457028e-02 -1.631506339251e+00 
 2.930000000000e-04  3.963175368027e-01  6.597952795301e-01  5.645741019060e-02 -1.584107579026e+00 
 2.940000000000e-04  3.949841839029e-01  6.596889198193e-01  5.645674179650e-02 -1.536945780938e+00 
 2.950000000000e-04  3.937158380868e-01  6.595947165987e-01  5.645614965223e-02 -1.490024659519e+00 
 2.960000000000e-04  3.925120519753e-01  6.595127051790e-01  5.645563402990e-02 -1.443347864241e+00 
 2.970000000000e-04  3.913723742450e-01  6.594429228663e-01  5.645519520763e-02 -1.396918980301e+00 
 2.980000000000e-04  3.902963497042e-01  6.593854087771e-01  5.645483346858e-02 -1.350741529543e+00 
 2.990000000000e-04  3.892835193644e-01  6.593402036701e-01  5.645454910011e-02 -1.304818971520e+00 
 3.000000000000e-04  3.883334205073e-01  6.593073497963e-01  5.645434239213e-02 -1.259154704712e+00 
 3.010000000000e-04  3.874455867449e-01  6.592868907654e-01  5.645421363686e-02 -1.213752067927e+00 
 3.020000000000e-04  3.866195480741e-01  6.592788714312e-01  5.645416312730e-02 -1.168614341904e+00 
 3.030000000000e-04  3.858548309232e-01  6.592833377922e-01  5.645419115742e-02 -1.123744751150e+00 
 3.040000000000e-04  3.851509581897e-01  6.593003369128e-01  5.645429802066e-02 -1.079146466048e+00 
 3.050000000000e-04  3.845074492688e-01  6.593299168616e-01  5.645448401022e-02 -1.034822605281e+00 
 3.060000000000e-04  3.839238200691e-01  6.593721266711e-01  5.645474941809e-02 -9.907762386331e-01 
 3.070000000000e-04  3.833995830149e-01  6.594270163192e-01  5.645509453524e-02 -9.470103902369e-01 
 3.080000000000e-04  3.829342470322e-01  6.594946367350e-01  5.645551965142e-02 -9.035280423559e-01 
 3.090000000000e-04  3.825273175151e-01  6.595750398326e-01  5.645602505552e-02 -8.603321398228e-01 
 3.100000000000e-04  3.821782962671e-01  6.596682785762e-01  5.645661103558e-02 -8.174255952785e-01 
 3.110000000000e-04  3.818866814151e-01  6.597744070833e-01  5.645727787928e-02 -7.748112954032e-01 
 3.120000000000e-04  3.816519672853e-01  6.598934807732e-01  5.645802587515e-02 -7.324921083964e-01 
 3.130000000000e-04  3.814736442362e-01  6.600255565688e-01  5.645885531382e-02 -6.904708930337e-01 
 3.140000000000e-04  3.813511984330e-01  6.601706931683e-01  5.645976648864e-02 -6.487505097561e-01 
 3.150000000000e-04  3.812841115500e-01  6.603289514026e-01  5.646075969931e-02 -6.073338344009e-01 
 3.160000000000e-04  3.812718603785e-01  6.605003947041e-01  5.646183525329e-02 -5.662237754306e-01 
 3.170000000000e-04  3.813139163091e-01  6.606850897238e-01  5.646299347078e-02 -5.254232958618e-01 
 3.180000000000e-04  3.814097446456e-01  6.608831071432e-01  5.646423468855e-02 -4.849354416396e-01 
 3.190000000000e-04  3.815588036881e-01  6.610945227609e-01  5.646555926733e-02 -4.447633790316e-01 
 3.200000000000e-04  3.817605434886e-01  6.613194189590e-01  5.646696760067e-02 -4.049104449675e-01 
 3.210000000000e-04  3.820144041381e-01  6.615578867245e-01  5.646846012723e-02 -3.653802164810e-01 
 3.220000000000e-04  3.823198133462e-01  6.618100284960e-01  5.647003734830e-02 -3.261766092987e-01 
 3.230000000000e-04  3.826761829317e-01  6.620759622949e-01  5.647169985319e-02 -2.873040226884e-01 
 3.240000000000e-04  3.830829035364e-01  6.623558279335e-01  5.647344835812e-02 -2.487675613407e-01 
 3.250000000000e-04  3.835393362876e-01  6.626497967842e-01  5.647528376546e-02 -2.105733934117e-01 
 3.260000000000e-04  3.840447988129e-01  6.629580880801e-01  5.647720726534e-02 -1.727293683518e-01 
 3.270000000000e-04  3.845985397510e-01  6.632809983480e-01  5.647922051738e-02 -1.352461836558e-01 
 3.280000000000e-04  3.851996864050e-01  6.636189608504e-01  5.648132601821e-02 -9.813989216725e-02 
 3.290000000000e-04  3.858471150163e-01  6.639726885175e-01  5.648352798625e-02 -6.143851814519e-02 
 3.300000000000e-04  3.865389885620e-01  6.643436532180e-01  5.648583533008e-02 -2.520827758742e-02 
 3.310000000000e-04  3.871653976041e-01  6.648052841888e-01  5.648870172165e-02 -8.993070239329e-04 
 3.320000000000e-04  3.871759693471e-01  6.660399520698e-01  5.649635594042e-02 -6.531638193122e-04 
 3.330000000000e-04  3.871414970070e-01  6.676404197872e-01  5.650624935797e-02 -3.865581856640e-04 
 3.340000000000e-04  3.871058014660e-01  6.693368569782e-01  5.651669746098e-02 -1.797098313283e-04 
 3.350000000000e-04  3.870696701264e-01  6.710596089635e-01  5.652726676272e-02 -4.611373554542e-05 
 3.360000000000e-04  3.870333762250e-01  6.727906906230e-01  5.653784587182e-02  2.345998637743e-05 
 3.370000000000e-04  3.869970554722e-01  6.745254540289e-01  5.654840623600e-02  5.043400423133e-05 
 3.380000000000e-04  3.869607936236e-01  6.762626921027e-01  5.655894059062e-02  4.758277050576e-05 
 3.390000000000e-04  3.869245949464e-01  6.780020851636e-01  5.656944714867e-02  3.675483009312e-05 
 3.400000000000e-04  3.868884527045e-01  6.797435434745e-01  5.657992551836e-02  2.092060815562e-05 
 3.410000000000e-04  3.868523682148e-01  6.814870355650e-01  5.659037568371e-02  9.250440800024e-06 
 3.420000000000e-04  3.868163144024e-01  6.832325464141e-01  5.660079770682e-02  8.162665716543e-07 
 3.430000000000e-04  3.867802765405e-01  6.849800642902e-01  5.661119168721e-02 -3.880593210714e-06 
 3.440000000000e-04  3.867442438094e-01  6.867295789192e-01  5.662155772572e-02 -5.118651245903e-06 
 3.450000000000e-04  3.867082128445e-01  6.884810808399e-01  5.663189592139e-02 -4.640360113094e-06 
 3.460000000000e-04  3.866721805133e-01  6.902345599077e-01  5.664220638672e-02 -3.189435903469e-06 
 3.470000000000e-04  3.866361425498e-01  6.919900071851e-01  5.665248922000e-02 -1.661882300330e-06 
 3.480000000000e-04  3.866001044111e-01  6.937474131863e-01  5.666274453016e-02 -2.078167810492e-06 
 3.490000000000e-04  3.865640740414e-01  6.955067817267e-01  5.667297224249e-02 -1.989761018535e-06 
 3.500000000000e-04  3.865280462802e-01  6.972680786544e-01  5.668317281782e-02 -1.996943864533e-06 
 3.510000000000e-04  3.864920219079e-01  6.990313078985e-01  5.669334618615e-02 -1.996912760099e-06 
 3.520000000000e-04  3.864560008955e-01  7.007964608565e-01  5.670349245368e-02 -1.996722638701e-06 
 3.530000000000e-04  3.864199832410e-01  7.025635290938e-01  5.671361172724e-02 -1.996536634595e-06 
 3.540000000000e-04  3.863839689440e-01  7.043325043250e-01  5.672370411371e-02 -1.996351120571e-06 
 3.550000000000e-04  3.863479580040e-01  7.061033784077e-01  5.673376972014e-02 -1.996165457634e-06 
 3.560000000000e-04  3.863119504207e-01  7.078761433364e-01  5.674380865402e-02 -1.995979605731e-06 
 3.570000000000e-04  3.862759461940e-01  7.096507912376e-01  5.675382102255e-02 -1.995793565056e-06 
 3.580000000000e-04  3.862399453235e-01  7.114273143691e-01  5.676380693353e-02 -1.995607334324e-06 
 3.590000000000e-04  3.862039478088e-01  7.132057051148e-01  5.677376649412e-02 -1.995420916894e-06 
 3.600000000000e-04  3.861679536496e-01  7.149859559828e-01  5.678369981222e-02 -1.995234310965e-06 
 3.610000000000e-04  3.861319628456e-01  7.167680596022e-01  5.679360699529e-02 -1.995047518339e-06 
 3.620000000000e-04  3.860959753965e-01  7.185520087204e-01  5.680348815120e-02 -1.994860541094e-06 
 3.630000000000e-04  3.860599913020e-01  7.203377962004e-01  5.681334338725e-02 -1.994673377503e-06 
 3.640000000000e-04  3.860240105619e-01  7.221254150169e-01  5.682317281098e-02 -1.994486029570e-06 
 3.650000000000e-04  3.859880331755e-01  7.239148582567e-01  5.683297652983e-02 -1.994298499837e-06 
 3.660000000000e-04  3.859520591428e-01  7.257061191127e-01  5.684275465141e-02 -1.994110784796e-06 
 3.670000000000e-04  3.859160884636e-01  7.274991908838e-01  5.685250728275e-02 -1.993922888214e-06 
 3.680000000000e-04  3.858801211373e-01  7.292940669718e-01  5.686223453084e-02 -1.993734810117e-06 
 3.690000000000e-04  3.858441571636e-01  7.310907408786e-01  5.687193650317e-02 -1.993546551818e-06 
 3.700000000000e-04  3.858081965423e-01  7.328892062051e-01  5.688161330599e-02 -1.993358110456e-06 
 3.710000000000e-04  3.857722392731e-01  7.346894566479e-01  5.689126504624e-02 -1.993169491601e-06 
 3.720000000000e-04  3.857362853557e-01  7.364914859973e-01  5.690089183023e-02 -1.992980692790e-06 
 3.730000000000e-04  3.857003347897e-01  7.382952881366e-01  5.691049376436e-02 -1.992791715485e-06 
 3.740000000000e-04  3.856643875748e-01  7.401008570379e-01  5.692007095450e-02 -1.992602560591e-06 
 3.750000000000e-04  3.856284437107e-01  7.419081867624e-01  5.692962350658e-02 -1.992413229123e-06 
 3.760000000000e-04  3.855925031971e-01  7.437172714558e-01  5.693915152586e-02 -1.992223720768e-06 
 3.770000000000e-04  3.855565660337e-01  7.455281053500e-01  5.694865511807e-02 -1.992034034506e-06 
 3.780000000000e-04  3.855206322202e-01  7.473406827572e-01  5.695813438794e-02 -1.991844175889e-06 
 3.790000000000e-04  3.854847017562e-01  7.491549980723e-01  5.696758944021e-02 -1.991654139881e-06 
 3.800000000000e-04  3.854487746413e-01  7.509710457675e-01  5.697702037952e-02 -1.991463929558e-06 
 3.810000000000e-04  3.854128508756e-01  7.527888203933e-01  5.698642730967e-02 -1.991273545902e-06 
 3.820000000000e-04  3.853769304583e-01  7.546083165751e-01  5.699581033492e-02 -1.991082987688e-06 
 3.830000000000e-04  3.853410133893e-01  7.564295290127e-01  5.700516955867e-02 -1.990892258064e-06 
 3.840000000000e-04  3.853050996682e-01  7.582524524786e-01  5.701450508391e-02 -1.990701355234e-06 
 3.850000000000e-04  3.852691892949e-01  7.600770818156e-01  5.702381701371e-02 -1.990510282810e-06 
 3.860000000000e-04  3.852332822689e-01  7.619034119370e-01  5.703310545070e-02 -1.990319037104e-06 
 3.870000000000e-04  3.851973785899e-01  7.637314378235e-01  5.704237049685e-02 -1.990127621825e-06 
 3.880000000000e-04  3.851614782578e-01  7.655611545226e-01  5.705161225408e-02 -1.989936035684e-06 
 3.890000000000e-04  3.851255812719e-01  7.673925571470e-01  5.706083082392e-02 -1.989744280281e-06 
 3.900000000000e-04  3.850896876321e-01  7.692256408742e-01  5.707002630733e-02 -1.989552354998e-06 
 3.910000000000e-04  3.850537973382e-01  7.710604009433e-01  5.707919880517e-02 -1.989360259618e-06 
 3.920000000000e-04  3.850179103898e-01  7.728968326554e-01  5.708834841781e-02 -1.989167999056e-06 
 3.930000000000e-04  3.849820267864e-01  7.747349313724e-01  5.709747524509e-02 -1.988975568366e-06 
 3.940000000000e-04  3.849461465279e-01  7.765746925144e-01  5.710657938666e-02 -1.988782970993e-06 
 3.950000000000e-04  3.849102696139e-01  7.784161115593e-01  5.711566094172e-02 -1.988590207097e-06 
 3.960000000000e-04  3.848743960441e-01  7.802591840424e-01  5.712472000889e-02 -1.988397276554e-06 
 3.970000000000e-04  3.848385258183e-01  7.821039055544e-01  5.713375668682e-02 -1.988204179852e-06 
 3.980000000000e-04  3.848026589360e-01  7.839502717401e-01  5.714277107337e-02 -1.988010918361e-06 
 3.990000000000e-04  3.847667953970e-01  7.857982782978e-01  5.715176326609e-02 -1.987817490648e-06 
 4.000000000000e-04  3.847309352010e-01  7.876479209789e-01  5.716073336214e-02 -1.987623897266e-06 
 4.010000000000e-04  3.846950783476e-01  7.894991955855e-01  5.716968145835e-02 -1.987430142243e-06 
 4.020000000000e-04  3.846592248365e-01  7.913520979704e-01  5.717860765097e-02 -1.987236222359e-06 
 4.030000000000e-04  3.846233746675e-01  7.932066240357e-01  5.718751203584e-02 -1.987042137531e-06 
 4.040000000000e-04  3.845875278401e-01  7.950627697322e-01  5.719639470850e-02 -1.986847892140e-06 
 4.050000000000e-04  3.845516843541e-01  7.969205310584e-01  5.720525576413e-02 -1.986653482458e-06 
 4.060000000000e-04  3.845158442093e-01  7.987799040588e-01  5.721409529711e-02 -1.986458910748e-06 
 4.070000000000e-04  3.844800074051e-01  8.006408848249e-01  5.722291340177e-02 -1.986264177727e-06 
 4.080000000000e-04  3.844441739416e-01  8.025034694913e-01  5.723171017196e-02 -1.986069283722e-06 
 4.090000000000e-04  3.844083438180e-01  8.043676542392e-01  5.724048570087e-02 -1.985874226453e-06 
 4.100000000000e-04  3.843725170344e-01  8.062334352906e-01  5.724924008147e-02 -1.985679010497e-06 
 4.110000000000e-04  3.843366935903e-01  8.081008089119e-01  5.725797340615e-02 -1.985483633692e-06 
 4.120000000000e-04  3.843008734852e-01  8.099697714099e-01  5.726668576715e-02 -1.985288097154e-06 
 4.130000000000e-04  3.842650567193e-01  8.118403191333e-01  5.727537725570e-02 -1.985092400371e-06 
 4.140000000000e-04  3.842292432918e-01  8.137124484704e-01  5.728404796316e-02 -1.984896546011e-06 
 4.150000000000e-04  3.841934332026e-01  8.155861558489e-01  5.729269798026e-02 -1.984700532370e-06 
 4.160000000000e-04  3.841576264513e-01  8.174614377358e-01  5.730132739718e-02 -1.984504358150e-06 
 4.170000000000e-04  3.841218230378e-01  8.193382906359e-01  5.730993630374e-02 -1.984308026961e-06 
 4.180000000000e-04  3.840860229616e-01  8.212167110910e-01  5.731852478940e-02 -1.984111540076e-06 
 4.190000000000e-04  3.840502262222e-01  8.230966956800e-01  5.732709294311e-02 -1.983914893246e-06 
 4.200000000000e-04  3.840144328197e-01  8.249782410178e-01  5.733564085329e-02 -1.983718091054e-06 
 4.210000000000e-04  3.839786427535e-01  8.268613437547e-01  5.734416860799e-02 -1.983521130503e-06 
 4.220000000000e-04  3.839428560234e-01  8.287460005756e-01  5.735267629487e-02 -1.983324013739e-06 
 4.230000000000e-04  3.839070726292e-01  8.306322081997e-01  5.736116400124e-02 -1.983126741049e-06 
 4.240000000000e-04  3.838712925705e-01  8.325199633799e-01  5.736963181350e-02 -1.982929314287e-06 
 4.250000000000e-04  3.838355158467e-01  8.344092629016e-01  5.737807981822e-02 -1.982731729726e-06 
 4.260000000000e-04  3.837997424579e-01  8.363001035831e-01  5.738650810129e-02 -1.982533990803e-06 
 4.270000000000e-04  3.837639724035e-01  8.381924822746e-01  5.739491674781e-02 -1.982336098745e-06 
 4.280000000000e-04  3.837282056834e-01  8.400863958568e-01  5.740330584310e-02 -1.982138049111e-06 
 4.290000000000e-04  3.836924422972e-01  8.419818412423e-01  5.741167547157e-02 -1.981939847830e-06 
 4.300000000000e-04  3.836566822446e-01  8.438788153730e-01  5.742002571722e-02 -1.981741491038e-06 
 4.310000000000e-04  3.836209255253e-01  8.457773152209e-01  5.742835666383e-02 -1.981542982606e-06 
 4.320000000000e-04  3.835851721389e-01  8.476773377873e-01  5.743666839461e-02 -1.981344318767e-06 
 4.330000000000e-04  3.835494220852e-01  8.495788801021e-01  5.744496099227e-02 -1.981145503117e-06 
 4.340000000000e-04  3.835136753637e-01  8.514819392234e-01  5.745323453926e-02 -1.980946534217e-06 
 4.350000000000e-04  3.834779319744e-01  8.533865122368e-01  5.746148911745e-02 -1.980747413690e-06 
 4.360000000000e-04  3.834421919168e-01  8.552925962556e-01  5.746972480838e-02 -1.980548142053e-06 
 4.370000000000e-04  3.834064551905e-01  8.572001884197e-01  5.747794169306e-02 -1.980348716623e-06 
 4.380000000000e-04  3.833707217954e-01  8.591092858959e-01  5.748613985205e-02 -1.980149141047e-06 
 4.390000000000e-04  3.833349917310e-01  8.610198858760e-01  5.749431936570e-02 -1.979949413888e-06 
 4.400000000000e-04  3.832992649972e-01  8.629319855782e-01  5.750248031374e-02 -1.979749534759e-06 
 4.410000000000e-04  3.832635415935e-01  8.648455822452e-01  5.751062277538e-02 -1.979549507603e-06 
 4.420000000000e-04  3.832278215197e-01  8.667606731449e-01  5.751874682983e-02 -1.979349327956e-06 
 4.430000000000e-04  3.831921047753e-01  8.686772555692e-01  5.752685255518e-02 -1.979148998815e-06 
 4.440000000000e-04  3.831563913602e-01  8.705953268337e-01  5.753494002988e-02 -1.978948519033e-06 
 4.450000000000e-04  3.831206812739e-01  8.725148842782e-01  5.754300933135e-02 -1.978747889908e-06 
 4.460000000000e-04  3.830849745164e-01  8.744359252645e-01  5.755106053693e-02 -1.978547112289e-06 
 4.470000000000e-04  3.830492710871e-01  8.763584471786e-01  5.755909372349e-02 -1.978346184872e-06 
 4.480000000000e-04  3.830135709859e-01  8.782824474279e-01  5.756710896738e-02 -1.978145109591e-06 
 4.490000000000e-04  3.829778742123e-01  8.802079234415e-01  5.757510634440e-02 -1.977943885729e-06 
 4.500000000000e-04  3.829421807659e-01  8.821348726715e-01  5.758308593044e-02 -1.977742513308e-06 
 4.510000000000e-04  3.829064906468e-01  8.840632925903e-01  5.759104780055e-02 -1.977540993510e-06 
 4.520000000000e-04  3.828708038542e-01  8.859931806919e-01  5.759899202942e-02 -1.977339323887e-06 
 4.530000000000e-04  3.828351203883e-01  8.879245344904e-01  5.760691869139e-02 -1.977137508933e-06 
 4.540000000000e-04  3.827994402484e-01  8.898573515206e-01  5.761482786059e-02 -1.976935545352e-06 
 4.550000000000e-04  3.827637634343e-01  8.917916293374e-01  5.762271961039e-02 -1.976733435518e-06 
 4.560000000000e-04  3.827280899457e-01  8.937273655152e-01  5.763059401396e-02 -1.976531179329e-06 
 4.570000000000e-04  3.826924197823e-01  8.956645576482e-01  5.763845114391e-02 -1.976328775604e-06 
 4.580000000000e-04  3.826567529436e-01  8.976032033489e-01  5.764629107286e-02 -1.976126226950e-06 
 4.590000000000e-04  3.826210894296e-01  8.995433002498e-01  5.765411387260e-02 -1.975923530057e-06 
 4.600000000000e-04  3.825854292399e-01  9.014848460011e-01  5.766191961463e-02 -1.975720689746e-06 
 4.610000000000e-04  3.825497723742e-01  9.034278382711e-01  5.766970837016e-02 -1.975517702856e-06 
 4.620000000000e-04  3.825141188321e-01  9.053722747473e-01  5.767748020999e-02 -1.975314571216e-06 
 4.630000000000e-04  3.824784686132e-01  9.073181531334e-01  5.768523520446e-02 -1.975111292931e-06 
 4.640000000000e-04  3.824428217174e-01  9.092654711511e-01  5.769297342355e-02 -1.974907871634e-06 
 4.650000000000e-04  3.824071781443e-01  9.112142265399e-01  5.770069493686e-02 -1.974704304716e-06 
 4.660000000000e-04  3.823715378935e-01  9.131644170556e-01  5.770839981362e-02 -1.974500593300e-06 
 4.670000000000e-04  3.823359009650e-01  9.151160404703e-01  5.771608812259e-02 -1.974296737538e-06 
 4.680000000000e-04  3.823002673581e-01  9.170690945732e-01  5.772375993237e-02 -1.974092738559e-06 
 4.690000000000e-04  3.822646370727e-01  9.190235771696e-01  5.773141531090e-02 -1.973888595019e-06 
 4.700000000000e-04  3.822290101083e-01  9.209794860803e-01  5.773905432595e-02 -1.973684309494e-06 
 4.710000000000e-04  3.821933864650e-01  9.229368191421e-01  5.774667704483e-02 -1.973479880094e-06 
 4.720000000000e-04  3.821577661421e-01  9.248955742075e-01  5.775428353458e-02 -1.973275307864e-06 
 4.730000000000e-04  3.821221491395e-01  9.268557491434e-01  5.776187386166e-02 -1.973070591826e-06 
 4.740000000000e-04  3.820865354567e-01  9.288173418329e-01  5.776944809232e-02 -1.972865733504e-06 
 4.750000000000e-04  3.820509250936e-01  9.307803501731e-01  5.777700629247e-02 -1.972660731250e-06 
 4.760000000000e-04  3.820153180497e-01  9.327447720753e-01  5.778454852754e-02 -1.972455589002e-06 
 4.770000000000e-04  3.819797143249e-01  9.347106054664e-01  5.779207486270e-02 -1.972250304362e-06 
 4.780000000000e-04  3.819441139187e-01  9.366778482864e-01  5.779958536264e-02 -1.972044877804e-06 
 4.790000000000e-04  3.819085168309e-01  9.386464984899e-01  5.780708009188e-02 -1.971839309451e-06 
 4.800000000000e-04  3.818729230610e-01  9.406165540448e-01  5.781455911446e-02 -1.971633599189e-06 
 4.810000000000e-04  3.818373326090e-01  9.425880129330e-01  5.782202249390e-02 -1.971427747246e-06 
 4.820000000000e-04  3.818017454744e-01  9.445608731490e-01  5.782947029378e-02 -1.971221755345e-06 
 4.830000000000e-04  3.817661616570e-01  9.465351327016e-01  5.783690257692e-02 -1.971015622461e-06 
 4.840000000000e-04  3.817305811563e-01  9.485107896119e-01  5.784431940612e-02 -1.970809349334e-06 
 4.850000000000e-04  3.816950039721e-01  9.504878419138e-01  5.785172084352e-02 -1.970602935890e-06 
 4.860000000000e-04  3.816594301041e-01  9.524662876537e-01  5.785910695120e-02 -1.970396381750e-06 
 4.870000000000e-04  3.816238595521e-01  9.544461248913e-01  5.786647779070e-02 -1.970189687905e-06 
 4.880000000000e-04  3.815882923155e-01  9.564273516975e-01  5.787383342337e-02 -1.969982854012e-06 
 4.890000000000e-04  3.815527283942e-01  9.584099661558e-01  5.788117391003e-02 -1.969775880454e-06 
 4.900000000000e-04  3.815171677880e-01  9.603939663619e-01  5.788849931138e-02 -1.969568767341e-06 
 4.910000000000e-04  3.814816104963e-01  9.623793504229e-01  5.789580968766e-02 -1.969361515567e-06 
 4.920000000000e-04  3.814460565189e-01  9.643661164576e-01  5.790310509876e-02 -1.969154124641e-06 
 4.930000000000e-04  3.814105058557e-01  9.663542625962e-01  5.791038560432e-02 -1.968946594088e-06 
 4.940000000000e-04  3.813749585062e-01  9.683437869805e-01  5.791765126358e-02 -1.968738925668e-06 
 4.950000000000e-04  3.813394144699e-01  9.703346877631e-01  5.792490213559e-02 -1.968531118739e-06 
 4.960000000000e-04  3.813038737469e-01  9.723269631074e-01  5.793213827885e-02 -1.968323172975e-06 
 4.970000000000e-04  3.812683363366e-01  9.743206111884e-01  5.793935975161e-02 -1.968115090184e-06 
 4.980000000000e-04  3.812328022388e-01  9.763156301913e-01  5.794656661205e-02 -1.967906868522e-06 
 4.990000000000e-04  3.811972714532e-01  9.783120183117e-01  5.795375891762e-02 -1.967698510284e-06 
 5.000000000000e-04  3.811617439794e-01  9.803097737559e-01  5.796093672582e-02 -1.967490013984e-06 
 5.010000000000e-04  3.811262198173e-01  9.823088947402e-01  5.796810009350e-02 -1.967281379534e-06 
 5.020000000000e-04  3.810906989663e-01  9.843093794914e-01  5.797524907756e-02 -1.967072607371e-06 
 5.030000000000e-04  3.810551814263e-01  9.863112262462e-01  5.798238373426e-02 -1.966863698777e-06 
 5.040000000000e-04  3.810196671968e-01  9.883144332509e-01  5.798950411980e-02 -1.966654654346e-06 
 5.050000000000e-04  3.809841562779e-01  9.903189987613e-01  5.799661028988e-02 -1.966445473037e-06 
 5.060000000000e-04  3.809486486688e-01  9.923249210447e-01  5.800370230001e-02 -1.966236155370e-06 
 5.070000000000e-04  3.809131443693e-01  9.943321983745e-01  5.801078020542e-02 -1.966026699642e-06 
 5.080000000000e-04  3.808776433794e-01  9.963408290362e-01  5.801784406077e-02 -1.965817109119e-06 
 5.090000000000e-04  3.808421456985e-01  9.983508113241e-01  5.802489392095e-02 -1.965607383070e-06 
 5.100000000000e-04  3.808066513263e-01  1.000362143541e+00  5.803192983993e-02 -1.965397519213e-06 
 5.110000000000e-04  3.807711602626e-01  1.002374823997e+00  5.803895187193e-02 -1.965187521481e-06 
 5.120000000000e-04  3.807356725072e-01  1.004388851016e+00  5.804596007049e-02 -1.964977388386e-06 
 5.130000000000e-04  3.807001880595e-01  1.006404222926e+00  5.805295448891e-02 -1.964767119738e-06 
 5.140000000000e-04  3.806647069194e-01  1.008420938066e+00  5.805993518055e-02 -1.964556715370e-06 
 5.150000000000e-04  3.806292290865e-01  1.010438994782e+00  5.806690219803e-02 -1.964346176117e-06 
