 time                v(vout)             v(vinf)             v(buck_input)       v(comp)             i(L1)              
 9.504999999999e-03  8.834735431392e+00  8.786798827380e+00  8.894396973756e+00  1.726785407336e+00  5.102360695912e-01 
 9.505999999999e-03  8.834672409274e+00  8.786583361908e+00  8.894333526085e+00  1.727088670489e+00  5.102324300685e-01 
 9.506999999999e-03  8.834609387285e+00  8.786367892635e+00  8.894270075290e+00  1.727494007395e+00  5.102287907654e-01 
 9.507999999999e-03  8.834546366400e+00  8.786152446855e+00  8.894206631997e+00  1.727996581350e+00  5.102251510994e-01 
 9.508999999999e-03  8.834483345567e+00  8.785936997289e+00  8.894143185621e+00  1.728590102213e+00  5.102215116481e-01 
 9.509999999999e-03  8.834420325250e+00  8.785721552989e+00  8.894079739704e+00  1.729269339840e+00  5.102178722238e-01 
 9.510999999999e-03  8.834357305412e+00  8.785506113979e+00  8.894016294274e+00  1.730029509589e+00  5.102142328230e-01 
 9.511999999999e-03  8.834294286291e+00  8.785290680403e+00  8.893952848241e+00  1.730865908466e+00  5.102105933984e-01 
 9.512999999999e-03  8.834231266996e+00  8.785075251809e+00  8.893889404735e+00  1.731774544963e+00  5.102069540887e-01 
 9.513999999999e-03  8.834168248463e+00  8.784859828624e+00  8.893825960639e+00  1.732750923340e+00  5.102033147564e-01 
 9.514999999999e-03  8.834105230383e+00  8.784644410693e+00  8.893762516981e+00  1.733791321614e+00  5.101996754511e-01 
 9.515999999999e-03  8.834042212742e+00  8.784428998156e+00  8.893699073827e+00  1.734892154807e+00  5.101960361689e-01 
 9.516999999999e-03  8.833979195452e+00  8.784213591122e+00  8.893635630947e+00  1.736050023150e+00  5.101923969231e-01 
 9.517999999999e-03  8.833916178858e+00  8.783998188759e+00  8.893572188779e+00  1.737261866076e+00  5.101887576724e-01 
 9.518999999999e-03  8.833853162512e+00  8.783782791971e+00  8.893508746954e+00  1.738524388824e+00  5.101851184594e-01 
 9.519999999999e-03  8.833790146723e+00  8.783567400521e+00  8.893445305578e+00  1.739834902210e+00  5.101814792722e-01 
 9.520999999999e-03  8.833727131314e+00  8.783352014352e+00  8.893381864620e+00  1.741190745728e+00  5.101778401077e-01 
 9.521999999999e-03  8.833664116428e+00  8.783136633446e+00  8.893318424323e+00  1.742589436717e+00  5.101742009677e-01 
 9.522999999999e-03  8.833601101919e+00  8.782921257792e+00  8.893254984126e+00  1.744028804200e+00  5.101705618492e-01 
 9.523999999999e-03  8.833538087901e+00  8.782705887434e+00  8.893191544627e+00  1.745506172783e+00  5.101669227567e-01 
 9.524999999999e-03  8.833475074349e+00  8.782490522381e+00  8.893128105473e+00  1.747019701951e+00  5.101632836902e-01 
 9.525999999999e-03  8.833412061185e+00  8.782275162559e+00  8.893064666835e+00  1.748567429793e+00  5.101596446415e-01 
 9.526999999999e-03  8.833349048534e+00  8.782059808110e+00  8.893001228717e+00  1.750147403040e+00  5.101560056176e-01 
 9.527999999999e-03  8.833286036255e+00  8.781844458876e+00  8.892937790878e+00  1.751758313465e+00  5.101523666246e-01 
 9.528999999999e-03  8.833223024543e+00  8.781629114870e+00  8.892874353578e+00  1.753397979803e+00  5.101487276497e-01 
 9.529999999999e-03  8.833160013172e+00  8.781413776229e+00  8.892810916653e+00  1.755065086479e+00  5.101450887029e-01 
 9.530999999999e-03  8.833097002276e+00  8.781198442865e+00  8.892747480281e+00  1.756758187029e+00  5.101414497740e-01 
 9.531999999999e-03  8.833033991718e+00  8.780983114706e+00  8.892684044340e+00  1.758475822803e+00  5.101378108750e-01 
 9.532999999999e-03  8.832970981876e+00  8.780767791928e+00  8.892620608853e+00  1.760217065187e+00  5.101341719951e-01 
 9.533999999999e-03  8.832907972347e+00  8.780552474376e+00  8.892557173773e+00  1.761980292380e+00  5.101305331443e-01 
 9.534999999999e-03  8.832844963239e+00  8.780337162131e+00  8.892493739240e+00  1.763764531882e+00  5.101268943130e-01 
 9.535999999999e-03  8.832781954711e+00  8.780121855157e+00  8.892430305019e+00  1.765568610664e+00  5.101232555023e-01 
 9.536999999999e-03  8.832718946446e+00  8.779906553404e+00  8.892366871317e+00  1.767391772908e+00  5.101196167240e-01 
 9.537999999999e-03  8.832655938698e+00  8.779691257064e+00  8.892303438159e+00  1.769233027118e+00  5.101159779670e-01 
